field_key,name_cn,category,indicator_type,status,value,raw_value,unit,year,row_label,topic,confidence,match_reason,page_image,evidence_text
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,missing,,,,,,,0.0,,,
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,missing,,,,,,,0.0,,,
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,missing,,,,,,,0.0,,,
whistleblowing_cases,举报案件数量,G,quantitative,missing,,,,,,,0.0,,,
patent_applications_new,当年申请专利数量,S,quantitative,extracted,180,180,项,2024,年度申请专利数,,0.95,llm_match:年度申请专利数与 field_key 'patent_applications_new' 的别名 '当年申请专利数量'、'专利申请数量' 等高度一致，且单位 '项' 匹配 unit_examples。; schema_match_validated,page_52_right.png,年度申请专利数 项 2024年 180 2023年 233
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,missing,,,,,,,0.0,,,
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,missing,,,,,,,0.0,,,
anti_corruption_policy,反腐败政策,G,qualitative,missing,,,,,,,0.0,,,
whistleblowing_mechanism,举报机制,G,qualitative,missing,,,,,,,0.0,,,
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,missing,,,,,,,0.0,,,
