page_image,table_title,topic,metric_name,unit,year,column_label,value,raw_value,values,evidence_text,reason,confidence
page_48_left.png,量化数据绩效表-环境绩效,,生物质能（用于燃料）,吨标准煤,2024,2024年,4037,"4,037.00","{""2024年"": ""4,037.00""}","生物质能（用于燃料） 吨标准煤 2024年 4,037.00",llm_no_match:生物质能（用于燃料）未在 Core ESG Schema 的任何 field_key 的 aliases 中出现；虽属能源相关，但 schema 中仅定义了可再生能源使用量（renewable_energy_consumption）、天然气、煤炭、电力等具体能源类型，未涵盖‘生物质能’这一细分项，且无别名支持该匹配；不能强行归入 renewable_energy_consumption，因别名中‘绿色电力’‘光伏等新能源发电量’等均指向发电侧或明确可再生电力形式，而‘生物质能（用于燃料）’属燃料直接消耗，类别不一致。,0.3
page_48_left.png,量化数据绩效表-环境绩效,,其他燃料,吨标准煤,2024,2024年,18081,"18,081.00","{""2024年"": ""18,081.00""}","其他燃料 吨标准煤 2024年 18,081.00",llm_no_match:“其他燃料”未在 Core ESG Schema 的任何 field_key 的 aliases 中出现，且不属于已定义的能源类型（如天然气、煤炭、电力、可再生能源等）；其语义模糊，无法明确对应到 energy_consumption_total 或其他具体能源子类，故不匹配。,0.3
page_48_left.png,量化数据绩效表-环境绩效,水资源使用,取水总量,吨,2024,2024年,16582429,"16,582,429.00","{""2024年"": ""16,582,429.00""}","水资源使用 取水总量 吨 2024年 16,582,429.00",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:取水总量属于水资源消耗量，是 water_consumption 的标准别名之一，单位‘吨’符合其 unit_examples。,0.95
page_48_left.png,量化数据绩效表-环境绩效,,废气总量,万立方米,2024,2024年,608761.77,"608,761.77","{""2024年"": ""608,761.77""}","废气总量 万立方米 2024年 608,761.77",llm_no_match:废气总量未在 Core ESG Schema 中定义；Schema 中包含具体污染物排放量（如 SO2、NOx、颗粒物等），但无笼统的‘废气总量’字段，且其单位‘万立方米’为体积单位，不符合任何现有排放类指标的典型质量单位（如吨、千克），无法可靠映射。,0.3
page_48_left.png,量化数据绩效表-环境绩效,,生活废水总量,立方米,2024,2024年,34838,"34,838.00","{""2024年"": ""34,838.00""}","生活废水总量 立方米 2024年 34,838.00",llm_no_match:生活废水总量属于废水排放类指标，但 Core ESG Schema 中对应的是 wastewater_discharge（废水排放量），其 aliases 未包含‘生活废水总量’，且该表述特指生活源而非企业整体废水排放，语义不完全匹配；同时无证据表明其等同于 general wastewater_discharge，故不强制匹配。,0.3
page_48_left.png,量化数据绩效表-环境绩效,,总氮 (TN),吨,2024,2024年,66.76,66.76,"{""2024年"": ""66.76""}",总氮 (TN) 吨 2024年 66.76,llm_no_match:总氮(TN)排放量未在Core ESG Schema中定义；Schema中包含COD、氨氮、SO2、NOx等污染物，但无总氮(TN)对应字段。,0.3
page_48_right.png,社会绩效,,劳动合同签订率,%,2024,2024年,100,100,"{""2024年"": ""100""}",劳动合同签订率 % 2024年 100,llm_no_match:劳动合同签订率未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；虽属社会维度相关实践，但 Schema 中无对应 aliases 或 field_key。,0.3
page_48_right.png,社会绩效,,本科学历及以上员工数量,人,2024,2024年,566,566,"{""2024年"": ""566""}",本科学历及以上员工数量 人 2024年 566,llm_no_match:本科学历及以上员工数量不属于 Core ESG Schema 中任何 field_key；Schema 中无教育程度相关指标，仅包含年龄、性别、民族、管理层构成等基础人口统计维度。,0.3
page_48_right.png,社会绩效,,大专学历员工数量,人,2024,2024年,1207,"1,207","{""2024年"": ""1,207""}","大专学历员工数量 人 2024年 1,207",llm_no_match:大专学历员工数量属于员工教育背景细分指标，Core ESG Schema 中无对应 field_key；虽属社会维度，但未在标准字段中定义（如 total_employees、female_employees 等为人口统计基础字段，而学历分层未纳入）。,0.3
page_48_right.png,社会绩效,,高中中专学历员工数量,人,2024,2024年,2115,"2,115","{""2024年"": ""2,115""}","高中中专学历员工数量 人 2024年 2,115",llm_no_match:高中中专学历员工数量属于员工教育背景细分指标，Core ESG Schema 中无对应 field_key；Schema 仅包含性别、年龄、民族、管理层比例等基础人口统计维度，未涵盖学历层级。,0.2
page_48_right.png,社会绩效,,初中学历员工数量,人,2024,2024年,6969,"6,969","{""2024年"": ""6,969""}","初中学历员工数量 人 2024年 6,969",llm_no_match:初中学历员工数量不属于 Core ESG Schema 中定义的任何 field_key；Schema 中无教育程度细分相关字段（如初中、高中、大专等），仅包含年龄、性别、民族、管理层比例等基础人口统计维度。,0.3
page_48_right.png,社会绩效,,新增就业人数,人,2024,2024年,1167,"1,167","{""2024年"": ""1,167""}","新增就业人数 人 2024年 1,167",llm_no_match:新增就业人数不属于 Core ESG Schema 中的任何 field_key；Core Schema 中无对应社会类就业增量指标（如无 'new_jobs_created' 或类似字段），且该指标常被视为经营绩效或政策响应类指标，非标准ESG披露项。,0.3
page_48_right.png,社会绩效,,新增职业病例数,例,2024,2024年,0,0,"{""2024年"": ""0""}",新增职业病例数 例 2024年 0,llm_no_match:新增职业病例数未在 Core ESG Schema 中定义；Schema 中无对应 field_key（如职业病相关指标仅隐含于工伤率、因工死亡人数等，但‘新增职业病例数’本身无别名覆盖，且不属于已列 S 类指标）,0.3
page_48_right.png,社会绩效,,人均带薪年休假天数,天,2024,2024年,0,0,"{""2024年"": ""0""}",人均带薪年休假天数 天 2024年 0,llm_no_match:人均带薪年休假天数属于员工福利类指标，Core ESG Schema 中无对应 field_key；未在 aliases 或语义中覆盖该概念，且不属于环境、社会（S 类）或治理（G 类）标准字段。,0.3
page_48_right.png,社会绩效,,员工满意度,%,2024,2024年,100,100,"{""2024年"": ""100""}",员工满意度 % 2024年 100,llm_no_match:员工满意度未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；虽属社会维度，但 Schema 中无对应 field_key（如无 'employee_satisfaction' 等条目），且明确规则指出客户满意度等若无对应字段应 matched=false。,0.25
page_48_right.png,社会绩效,,劳动纠纷案件数量,件,2024,2024年,12,12,"{""2024年"": ""12""}",劳动纠纷案件数量 件 2024年 12,llm_no_match:劳动纠纷案件数量未在 Core ESG Schema 中定义；Schema 中无对应 field_key（如 labor_disputes、labor_litigation 等），且不属于已列示的 S 类指标（如 employee_turnover_rate、work_injury_rate、customer_complaints 等）。,0.3
page_48_right.png,社会绩效,,安全生产,,,,,,null,安全生产,llm_no_match:安全生产是宽泛的管理主题，未指明具体可量化指标（如工伤率、因工死亡人数、损失工作日等），无单位、无数值、无明确对应 Core ESG Schema 中的 field_key。,0.25
page_48_right.png,社会绩效,,安全培训人次,人次,2024,2024年,11000,"11,000","{""2024年"": ""11,000""}","安全培训人次 人次 2024年 11,000",llm_no_match:安全培训人次不属于 Core ESG Schema 中定义的任何 field_key；Schema 中仅有通用员工培训相关指标（如 trained_employees_count、training_total_hours 等），但明确限定为‘安全’培训属于细分场景，无对应别名或语义覆盖，且未在 aliases 中出现。,0.3
page_48_right.png,社会绩效,,安全培训覆盖率,%,2024,2024年,100,100,"{""2024年"": ""100""}",安全培训覆盖率 % 2024年 100,llm_no_match:安全培训覆盖率不在 Core ESG Schema 中；Schema 中仅有通用员工培训相关指标（如 training_coverage_rate），但未定义‘安全培训’这一细分类型，且无对应别名。,0.3
page_48_right.png,社会绩效,,连续安全运行天数,天,2024,2024年,365,365,"{""2024年"": ""365""}",连续安全运行天数 天 2024年 365,llm_no_match:连续安全运行天数属于安全生产管理成效指标，Core ESG Schema 中无对应 field_key；虽与工作安全相关，但 Schema 中仅包含工伤率、因工死亡人数、损失工作日等具体事故/健康结果类指标，不涵盖运行时长类过程性或绩效性指标。,0.3
page_48_right.png,社会绩效,,员工工伤人数,人,2024,2024年,27,27,"{""2024年"": ""27""}",员工工伤人数 人 2024年 27,llm_no_match:员工工伤人数未在 Core ESG Schema 中定义；Schema 中仅包含工伤率、因工死亡人数、因工伤损失工作日数等指标，不包含‘工伤人数’这一具体计数类指标。,0.3
page_48_right.png,社会绩效,,事故员工千人死亡率,‰,2024,2024年,0,0,"{""2024年"": ""0""}",事故员工千人死亡率 ‰ 2024年 0,llm_no_match:事故员工千人死亡率虽与职业安全相关，但 Core ESG Schema 中无对应 field_key；Schema 中仅有 work_injury_rate（工伤率）、work_related_fatalities（因工死亡人数）等字段，而‘千人死亡率’是标准化比率指标（‰），未在任何 aliases 或定义中出现，不属于标准字段。,0.3
page_48_right.png,社会绩效,,重大安全事故发生次数,次,2024,2024年,0,0,"{""2024年"": ""0""}",重大安全事故发生次数 次 2024年 0,llm_no_match:重大安全事故发生次数未在 Core ESG Schema 中定义；Schema 中仅有 work_injury_rate、work_related_fatalities、lost_workdays_due_to_injury 等具体职业健康与安全指标，但无‘重大安全事故’这一抽象、非标准事件次数类指标，且其定义模糊、缺乏统一口径，不属于 Core Schema。,0.3
page_48_right.png,社会绩效,,产品责任,,,,,,null,产品责任,llm_no_match:产品责任是宽泛的社会议题类别，非 Core ESG Schema 中定义的具体可量化指标；Schema 中无对应 field_key（如客户投诉数量、产品召回次数等具体指标存在，但‘产品责任’本身为概括性标题，不构成匹配依据）。,0.25
page_48_right.png,社会绩效,,产品召回比例,%,2024,2024年,0,0,"{""2024年"": ""0""}",产品召回比例 % 2024年 0,llm_no_match:产品召回比例属于产品质量与消费者权益相关指标，Core ESG Schema 中无对应 field_key；虽属社会维度（S），但未在 Schema 中定义，且不属于员工、培训、健康、投诉等已列示的 S 类字段。,0.3
page_49_left.png,社会绩效,,产品合格率,%,2024,2024年,98.46,98.46,"{""2024年"": ""98.46""}",产品责任 产品合格率 % 2024年 98.46,llm_no_match:产品合格率属于产品质量或经营绩效类指标，Core ESG Schema 中无对应 field_key；虽出现在‘社会绩效’表标题下，但未在 S 类指标中定义，且不属于客户投诉、员工健康、培训等已列示的社会维度标准字段。,0.25
page_49_left.png,社会绩效,,产品退货率,%,2024,2024年,0,0,"{""2024年"": ""0""}",产品责任 产品退货率 % 2024年 0,llm_no_match:产品退货率属于产品质量或客户服务类指标，Core ESG Schema 中无对应 field_key；未在 aliases 中出现，且不属于环境、社会、治理三大类中的标准披露项。,0.25
page_49_left.png,社会绩效,,客户满意度,%,2024,2024年,95.04,95.04,"{""2024年"": ""95.04""}",产品责任 客户满意度 % 2024年 95.04,llm_no_match:客户满意度属于经营绩效或公司治理/社会责任中的非核心指标，Core ESG Schema 中无对应 field_key；虽在 S 类别下有 customer_complaints，但客户满意度不等同于投诉量，且未被列为任何 alias。,0.25
page_49_left.png,社会绩效,,投诉数量,%,2024,2024年,0,0,"{""2024年"": ""0""}",产品责任 投诉数量 % 2024年 0,rejected_by_schema_validator:unit_type_mismatch:count; original_reason=llm_match:指标名称'投诉数量'与Core ESG Schema中field_key 'customer_complaints'的aliases完全匹配，且所属category为S（社会），单位虽为%，但values中实际值为'0'（整数），符合number类型；evidence_text和table_title'社会绩效'进一步支持该指标属于社会维度客户相关表现。,0.95
page_49_left.png,社会绩效,,投诉处理率,人,2024,2024年,100,100,"{""2024年"": ""100""}",产品责任 投诉处理率 人 2024年 100,llm_no_match:投诉处理率未在 Core ESG Schema 中定义；Schema 中仅有客户投诉数量（customer_complaints），无处理率相关字段；该指标属于服务质量或运营效率类指标，不属于核心ESG范畴。,0.3
page_49_left.png,社会绩效,,公益慈善捐赠总金额,万元,2024,2024年,10,10,"{""2024年"": ""10""}",慈善捐赠 公益慈善捐赠总金额 万元 2024年 10,llm_no_match:公益慈善捐赠总金额属于社会贡献类指标，但 Core ESG Schema 中无对应 field_key（如无 'charitable_donations' 或类似字段）；该指标未出现在任何 aliases 中，且不属于环境、社会（S 类已列明项如员工、培训、健康、安全、研发、专利、投诉等）、治理（G 类已列明项如董事会、反腐败、举报等）的标准化字段。,0.25
page_49_left.png,社会绩效,,供应商总数,家,2024,2024年,2307,2307,"{""2024年"": ""2307""}",供应商管理 供应商总数 家 2024年 2307,llm_no_match:供应商总数属于供应链管理相关指标，Core ESG Schema 中无对应 field_key（如 supplier_count、supplier_number 等未定义），且不属于环境、社会或治理三大类中的任何标准字段。,0.25
page_49_left.png,社会绩效,,省内供应商总数,家,2024,2024年,1368,1368,"{""2024年"": ""1368""}",供应商管理 省内供应商总数 家 2024年 1368,llm_no_match:省内供应商总数属于供应链管理范畴，但 Core ESG Schema 中无对应 field_key（如 supplier_count、local_supplier_count 等未定义），且不属于已列示的 S 类或 G 类指标；该指标未在 aliases 或语义中与任何标准字段匹配。,0.25
page_49_left.png,社会绩效,,国内供应商总数,家,2024,2024年,2268,2268,"{""2024年"": ""2268""}",供应商管理 国内供应商总数 家 2024年 2268,llm_no_match:该指标属于供应链管理范畴，但 Core ESG Schema 中无任何关于供应商数量（如国内供应商总数）的字段；不属于环境、社会或治理核心披露项。,0.25
page_49_left.png,社会绩效,,海外（含港澳台）供应商总数,家,2024,2024年,39,39,"{""2024年"": ""39""}",供应商管理 海外（含港澳台）供应商总数 家 2024年 39,llm_no_match:该指标涉及供应链地域分布，属于供应商管理范畴，但 Core ESG Schema 中无对应 field_key（如无 'overseas_suppliers_count' 或类似字段），且不属于环境、社会或治理基础指标。,0.25
page_49_left.png,社会绩效,,本省供应商采购比例,%,2024,2024年,60.3,60.3,"{""2024年"": ""60.3""}",供应商管理 本省供应商采购比例 % 2024年 60.3,llm_no_match:该指标属于供应链地域偏好类管理指标，Core ESG Schema 中无对应 field_key（如无 'local_supplier_procurement_ratio' 或类似字段），且不属于环境、社会、治理基础维度中的标准披露项。,0.25
page_49_left.png,社会绩效,,签订廉洁条款的供应商比例,%,2024,2024年,100,100,"{""2024年"": ""100""}",供应商管理 签订廉洁条款的供应商比例 % 2024年 100,llm_no_match:签订廉洁条款的供应商比例属于供应链廉洁管理指标，Core ESG Schema 中无对应 field_key；虽与治理（G）相关，但未在 schema 中定义类似 'supplier_ethics_compliance_rate' 或 'anti_corruption_supplier_ratio' 等字段，且 aliases 中无任何匹配项。,0.3
page_49_left.png,社会绩效,,研发员工比例,%,2024,2024年,2.98,2.98,"{""2024年"": ""2.98""}",研发创新 研发员工比例 % 2024年 2.98,llm_no_match:研发员工比例未在 Core ESG Schema 中定义；Schema 中仅有 'r_and_d_employees'（研发人员数量）和 'female_management_ratio' 等比例类字段，但无'研发员工比例'这一指标的别名或语义匹配项。该指标属于公司内部人力结构分析，非标准ESG披露项。,0.3
page_49_left.png,社会绩效,,研发投入占营收比例,%,2024,2024年,5.36,5.36,"{""2024年"": ""5.36""}",研发创新 研发投入占营收比例 % 2024年 5.36,llm_no_match:研发投入占营收比例是经营绩效类衍生指标，Core ESG Schema 中仅包含研发投入金额（r_and_d_investment）和研发人员数量（r_and_d_employees），未定义任何占比类强度指标（如研发强度），且该指标未在 aliases 中出现。,0.3
page_49_right.png,治理绩效,,不兼任高管职务的董事人数,人,2024,2024年,5,5,"{""2024年"": ""5""}",不兼任高管职务的董事人数 人 2024年 5,llm_no_match:不兼任高管职务的董事人数不属于 Core ESG Schema 中定义的任何 field_key；Core Schema 中仅包含董事会人数、独立董事人数及比例、女性董事人数、董事会会议次数等，未涵盖‘不兼任高管职务的董事人数’这一细分结构指标。,0.3
page_49_right.png,治理绩效,,独董人均薪酬,万元,2024,2024年,8,8,"{""2024年"": ""8""}",独董人均薪酬 万元 2024年 8,llm_no_match:独董人均薪酬属于公司治理中的薪酬类经营绩效指标，Core ESG Schema 中无对应 field_key；治理类字段仅涵盖董事会结构、会议、反腐败培训及举报等合规与治理过程指标，不包含薪酬水平。,0.25
page_49_right.png,治理绩效,,审计委员会独董占比,%,2024,2024年,66.6,66.60,"{""2024年"": ""66.60""}",审计委员会独董占比 % 2024年 66.60,llm_no_match:审计委员会独董占比不属于 Core ESG Schema 中定义的任何 field_key；Schema 中仅包含董事会整体独立董事比例（independent_director_ratio），未涵盖专门针对审计委员会的独董占比，该指标属于公司治理细分结构指标，未在标准中列示。,0.3
page_49_right.png,治理绩效,,提名委员会独董占比,%,2024,2024年,66.6,66.60,"{""2024年"": ""66.60""}",提名委员会独董占比 % 2024年 66.60,llm_no_match:提名委员会独董占比属于公司治理结构的细分指标，Core ESG Schema 中仅包含董事会整体层面的独立董事比例（independent_director_ratio），未定义提名委员会等专门委员会的独董占比，不属于标准 field_key。,0.3
page_49_right.png,治理绩效,,薪酬与考核委员会独董占比,%,2024,2024年,66.6,66.60,"{""2024年"": ""66.60""}",薪酬与考核委员会独董占比 % 2024年 66.60,llm_no_match:薪酬与考核委员会独董占比属于公司治理结构的细分维度，Core ESG Schema 中仅包含董事会整体层面的独立董事比例（independent_director_ratio），未定义专门针对某一专门委员会（如薪酬与考核委员会）的独董占比字段，因此不属于 Core ESG Schema。,0.3
page_49_right.png,治理绩效,,女性董事占比,%,2024,2024年,22.2,22.20,"{""2024年"": ""22.20""}",女性董事占比 % 2024年 22.20,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=llm_match:女性董事占比对应的是女性董事人数，但该行指标名称为'女性董事占比'且单位为%，与female_director_ratio字段的别名'女性董事比例'、'独立董事占比'等语义一致，且Core Schema中female_director_ratio明确匹配'女性董事比例'，而'女性董事占比'是其常见同义表述；但注意：field_key应为female_director_ratio而非female_directors，因后者是人数（value_type: number），而本行单位为%，值为22.20，属百分比类型。因此正确field_key是female_director_ratio。,0.95
page_49_right.png,治理绩效,,审议董事会案个数,次,2024,2024年,37,37,"{""2024年"": ""37""}",审议董事会案个数 次 2024年 37,llm_no_match:该指标‘审议董事会案个数’不属于 Core ESG Schema 中任何 field_key；Core Schema 中治理类指标仅包括董事会人数、独立董事人数及比例、董事会会议次数、股东大会次数等，不包含议案审议数量。,0.25
page_49_right.png,治理绩效,,董事参会比例,%,2024,2024年,100,100,"{""2024年"": ""100""}",董事参会比例 % 2024年 100,llm_no_match:董事参会比例未在 Core ESG Schema 中定义；Schema 中存在董事会会议次数、独立董事比例等治理指标，但无‘董事参会比例’或其别名，不属于标准 field_key。,0.3
page_49_right.png,治理绩效,,召开监事会会议次数,次,2024,2024年,2,2,"{""2024年"": ""2""}",召开监事会会议次数 次 2024年 2,llm_no_match:监事会会议次数未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；Core Schema 中仅包含董事会、股东大会、反腐败培训等相关指标，无监事会相关 field_key。,0.25
page_49_right.png,治理绩效,,审议监事会案个数,次,2024,2024年,9,9,"{""2024年"": ""9""}",审议监事会案个数 次 2024年 9,llm_no_match:该指标‘审议监事会案个数’属于公司治理过程性活动统计，Core ESG Schema 中无对应 field_key；治理类字段仅涵盖董事会、股东大会、反腐败培训及举报等明确项，不包括监事会议案审议数量。,0.25
page_49_right.png,治理绩效,,监事参会比例,%,2024,2024年,100,100,"{""2024年"": ""100""}",监事参会比例 % 2024年 100,llm_no_match:监事参会比例属于公司治理过程性指标，但 Core ESG Schema 中无对应 field_key；Schema 中仅包含董事会、股东大会、反腐败相关量化指标（如 board_meetings、shareholder_meetings、anti_corruption_training_sessions 等），未涵盖监事会参会类指标。,0.3
page_49_right.png,治理绩效,,参与股东大会、临时股东大会人数,次,2024,2024年,2,2,"{""2024年"": ""2""}",参与股东大会、临时股东大会人数 次 2024年 2,llm_no_match:参与股东大会、临时股东大会人数属于公司治理活动的参与度统计，但 Core ESG Schema 中无对应 field_key；董事会会议次数（board_meetings）、股东大会会议次数（shareholder_meetings）均指会议召开频次，而非参会人数，故不匹配。,0.3
page_49_right.png,治理绩效,,召开投资者电话会次数,次,2024,2024年,6,6,"{""2024年"": ""6""}",召开投资者电话会次数 次 2024年 6,llm_no_match:该指标属于公司治理沟通活动，Core ESG Schema 中无对应字段（如投资者关系、电话会、路演等均未纳入），不属于 Governance 类标准 field_key。,0.25
page_49_right.png,治理绩效,,交易所互动平台回复投资人问题次数,次,2024,2024年,51,51,"{""2024年"": ""51""}",交易所互动平台回复投资人问题次数 次 2024年 51,llm_no_match:该指标属于投资者关系管理活动，Core ESG Schema 中无对应字段（如无 'investor_relations_responses' 或类似治理类互动指标），且不属于 G 类已有字段（如董事会会议、股东大会、反腐败培训等）。,0.25
page_49_right.png,治理绩效,,对外发布公告数量,份,2024,2024年,83,83,"{""2024年"": ""83""}",对外发布公告数量 份 2024年 83,llm_no_match:对外发布公告数量属于公司治理过程性活动指标，Core ESG Schema 中无对应 field_key（如 board_meetings、shareholder_meetings 等均指会议次数，不涵盖公告发布行为）；该指标未在 aliases 中出现，且不属于环境、社会或治理类标准ESG绩效指标。,0.25
