page_image,table_title,topic,metric_name,unit,values,evidence_text,reason
page_36.png,目标-2025年员工发展项目目标,,评审实验项目,人,"{'2025年目标（HDSA）': '2', '2025年目标（非 HDSA，男性）': '1', '2025年目标（非 HDSA，女性）': '3'}",评审实验项目 人 2025年目标（HDSA） 4 2025年目标（非 HDSA，男性） 1 2025年目标（非 HDSA，女性） 3 2025年目标（HDSA） 2,llm_no_match:该指标名称'评审实验项目'及上下文（含HDSA、性别分组目标）无对应ESG核心字段，不属于环境、社会或治理维度的标准指标，亦非Core ESG Schema中任何field_key的别名或语义匹配项。
page_36.png,目标-2025年员工发展项目目标,,总计,人,"{'2025年目标（HDSA）': '69', '2025年目标（非 HDSA，男性）': '45', '2025年目标（非 HDSA，女性）': '161'}",总计 人 2025年目标（HDSA） 185 2025年目标（非 HDSA，男性） 45 2025年目标（非 HDSA，女性） 161 2025年目标（HDSA） 69,llm_no_match:该指标为‘总计’且数值对应多维目标（HDSA/非HDSA、性别），无明确ESG语义指向；单位‘人’虽与员工类指标一致，但‘总计’本身过于宽泛且上下文为2025年目标值而非实际员工数量，无法唯一、可靠匹配到total_employees或其他具体员工结构字段；Core ESG Schema中无‘目标人数’或‘目标总计人数’类字段。
page_36_left.png,指标和目标-员工培训相关指标,,员工培训次数,次,"{'2024年': '3,169'}","员工培训次数 次 2024年 3,169",llm_no_match:员工培训次数未在 Core ESG Schema 的任何 field_key 的 aliases 中出现；Schema 中仅包含培训总时长、人均培训时长、培训覆盖率、培训投入金额、受训员工人数/人次等维度，不包含‘次数’这一频次类指标。
page_36_left.png,目标-员工培训项目目标,,助学金项目,人,"{'2025年目标 (HDSA)': '15', '2025年目标 (非 HDSA)': '2', '2025年目标 (男性)': '10', '2025年目标 (女性)': '7'}",助学金项目 人 2025年目标 (HDSA) 15 2025年目标 (非 HDSA) 2 2025年目标 (男性) 10 2025年目标 (女性) 7,llm_no_match:助学金项目属于社会公益或员工福利类活动，Core ESG Schema 中无对应 field_key（如 education_support、scholarship_beneficiaries 等未被定义），且不属于 S 类已列指标（如培训、健康、社保等）。
page_36_left.png,目标-员工培训项目目标,,在职培训项目,人,"{'2025年目标 (HDSA)': '8', '2025年目标 (非 HDSA)': '0', '2025年目标 (男性)': '5', '2025年目标 (女性)': '3'}",在职培训项目 人 2025年目标 (HDSA) 8 2025年目标 (非 HDSA) 0 2025年目标 (男性) 5 2025年目标 (女性) 3,llm_no_match:在职培训项目是定性活动描述，非标准化量化指标；Core ESG Schema 中对应培训类指标要求明确为培训时长、覆盖率、投入金额、受训人次等具体可计量维度，而'在职培训项目'本身不表征数量、时长或参与度，无法映射到 trained_employees_count、training_coverage_rate 等任一 field_key。
page_36_left.png,目标-员工培训项目目标,,应届毕业生实习项目,人,"{'2025年目标 (HDSA)': '38', '2025年目标 (非 HDSA)': '2', '2025年目标 (男性)': '22', '2025年目标 (女性)': '18'}",应届毕业生实习项目 人 2025年目标 (HDSA) 38 2025年目标 (非 HDSA) 2 2025年目标 (男性) 22 2025年目标 (女性) 18,llm_no_match:应届毕业生实习项目属于人力资源发展或校企合作类活动，Core ESG Schema 中无对应 field_key；其数值为人数目标，非标准 ESG 绩效指标（如培训覆盖率、培训人次等），且未体现实际执行结果或强度/比例，不属于 S 类标准化指标。
page_36_left.png,目标-员工培训项目目标,,管理层发展项目,人,"{'2025年目标 (HDSA)': '120', '2025年目标 (非 HDSA)': '40', '2025年目标 (男性)': '121', '2025年目标 (女性)': '39'}",管理层发展项目 人 2025年目标 (HDSA) 120 2025年目标 (非 HDSA) 40 2025年目标 (男性) 121 2025年目标 (女性) 39,llm_no_match:该指标描述的是管理层发展项目的人数目标，属于人才发展或组织能力建设类内部管理活动，Core ESG Schema 中无对应 field_key；未在 S 类别中找到与‘管理层发展项目’匹配的字段（如 training_hours_per_employee、trained_employees_count 等均强调培训时长、人次或覆盖率，而非发展项目人数目标），且无 alias 或语义覆盖。
page_36_left.png,目标-员工培训项目目标,,研修实践项目,人,"{'2025年目标 (HDSA)': '4', '2025年目标 (非 HDSA)': '1', '2025年目标 (男性)': '3', '2025年目标 (女性)': '2'}",研修实践项目 人 2025年目标 (HDSA) 4 2025年目标 (非 HDSA) 1 2025年目标 (男性) 3 2025年目标 (女性) 2,llm_no_match:该指标‘研修实践项目’属于公司内部人才培养或特色项目名称，未在 Core ESG Schema 的任何 aliases 中出现；其数值为分维度目标人数，但无对应标准 field_key（如 trained_employees_count、training_coverage_rate 等均要求实际发生量而非目标值，且不匹配‘研修实践项目’这一特定命名）；不属于环境、社会或治理核心披露项。
page_36_left.png,目标-员工培训项目目标,,总计,人,"{'2025年目标 (HDSA)': '185', '2025年目标 (非 HDSA)': '45', '2025年目标 (男性)': '161', '2025年目标 (女性)': '69'}",总计 人 2025年目标 (HDSA) 185 2025年目标 (非 HDSA) 45 2025年目标 (男性) 161 2025年目标 (女性) 69,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=llm_match:指标名称为'总计'，单位为'人'，且包含按性别（男性/女性）拆分的数值，符合'员工总数'定义；其别名包括'员工总数、员工总人数、雇员总数、人员总数、员工人数'，且数值逻辑自洽（161+69=230，但此处为2025年目标值，非实际人数，仍属员工总数范畴）。
page_36_right.png,安全生产管理绩效表,,安全培训时长,小时,"{'2024年': '39,491'}","安全培训时长 小时 2024年 39,491",llm_no_match:安全培训时长不属于 Core ESG Schema 中定义的任何培训相关字段（如 training_total_hours、training_hours_per_employee 等），Schema 中无‘安全培训’专属字段，且未在 aliases 中出现；该指标属于细分安全领域培训，非通用员工培训范畴，匹配依据不足。
page_36_right.png,安全生产管理绩效表,,安全生产培训覆盖率,%,{'2024年': '92.9'},安全生产培训覆盖率 % 2024年 92.9,llm_no_match:安全生产培训覆盖率不属于 Core ESG Schema 中定义的任何 field_key；Schema 中仅有通用员工培训相关指标（如 training_coverage_rate），但未包含‘安全生产’这一限定场景的专项培训覆盖率，且无对应别名支持。
page_36_right.png,安全生产管理绩效表,,工伤保险、安全生产责任险投入,万元,{'2024年': '468.66'},工伤保险、安全生产责任险投入 万元 2024年 468.66,llm_no_match:工伤保险、安全生产责任险投入属于保险费用类经营支出，Core ESG Schema 中无对应字段；虽与员工安全相关，但 Schema 中的 safety 相关指标为工伤率、工亡人数、损失工作日等结果性指标，而非保险投入金额。
page_36_right.png,安全生产管理绩效表,,工伤保险、安全生产责任险人覆盖率为,%,{'2024年': '100'},工伤保险、安全生产责任险人覆盖率为 % 2024年 100,llm_no_match:‘工伤保险、安全生产责任险人覆盖率’未在 Core ESG Schema 中定义；Schema 中仅有 social_insurance_coverage_rate（社会保险覆盖率）和 employee_health_record_coverage_rate（健康档案或体检覆盖率），但未涵盖具体险种组合的覆盖率，且‘安全生产责任险’属于特定商业保险，不属于标准ESG核心指标。
page_38.png,员工生活-社会绩效,员工,员工满意度,%,{'2024年': '82.5%'},员工 员工满意度 % 2024年 82.5%,llm_no_match:员工满意度未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准指标；Schema 中无任何 aliases 或 field_key 涵盖该概念。
page_41.png,量化数据绩效表-社会绩效,,社会责任投入资金,万元,"{'2024年': '2,708.05'}","社会责任投入资金 万元 2024年 2,708.05",llm_no_match:社会责任投入资金属于公司自主定义的社会类投入，Core ESG Schema 中无对应 field_key；类似指标如 'environmental_investment' 仅限环保投入，'training_expense' 仅限培训，'r_and_d_investment' 仅限研发，均不覆盖广义社会责任投入。
page_41.png,量化数据绩效表-社会绩效,,社会责任活动累计参与时长,小时,"{'2024年': '8,766.72'}","社会责任活动累计参与时长 小时 2024年 8,766.72",llm_no_match:社会责任活动累计参与时长不属于 Core ESG Schema 中任何 field_key；Schema 中无对应的社会责任活动时长类指标，相关 S 类指标聚焦于员工培训、健康、安全、社保等具体可量化人事管理维度，而非泛化的社会责任活动参与时长。
page_41_right.png,量化数据绩效表-社会绩效,,社会贡献投入资金,万元,"{'2024年': '2,708.05'}","社会贡献投入资金 万元 2024年 2,708.05",llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
page_41_right.png,量化数据绩效表-社会绩效,,社会贡献活动累计参与时长,小时,"{'2024年': '8,766.72'}","社会贡献活动累计参与时长 小时 2024年 8,766.72",llm_no_match:社会贡献活动累计参与时长属于企业社会责任实践类指标，Core ESG Schema 中无对应 field_key；未在 aliases 或语义上匹配任何现有字段。
page_43.png,环境绩效,能源利用,能源总消耗量,兆瓦时,"{'2022年': '677,853.01', '2023年': '670,633.93', '2024年': '765,688.53'}","能源总消耗量 兆瓦时 2022年 677,853.01 2023年 670,633.93 2024年 765,688.53",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:能源总消耗量与 energy_consumption_total 的中文名及别名（如能源消耗总量、综合能耗、总能源消耗）完全匹配，单位兆瓦时（MWh）在 unit_examples 中明确列出。
page_43.png,环境绩效,水资源利用,年度用水总量,万立方米,"{'2022年': '676.06', '2023年': '425.82', '2024年': '488.80'}",年度用水总量 万立方米 2022年 676.06 2023年 425.82 2024年 488.80,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:年度用水总量与别名'用水量'、'新鲜水用量'语义一致，属于水资源消耗量，单位'万立方米'在water_consumption的unit_examples中明确列出。
page_43.png,环境绩效,水资源利用,节水率,万立方米,"{'2022年': '49.89', '2023年': '250.24', '2024年': '284.40'}",节水率 万立方米 2022年 49.89 2023年 250.24 2024年 284.40,llm_no_match:节水率是效率类衍生指标，Core ESG Schema 中无对应 field_key；schema 中仅有 water_consumption（绝对量）及其强度指标 water_consumption_intensity，但无‘节水率’或类似别名。
page_43.png,环境绩效,水资源利用,矿井水循环利用率,%,"{'2022年': '-', '2023年': '60.53', '2024年': '66.70'}",矿井水循环利用率 % 2022年 - 2023年 60.53 2024年 66.70,llm_no_match:矿井水循环利用率是循环水利用效率指标，Core ESG Schema 中仅有循环水或回用水量（recycled_water_volume），但该字段为强度类比率（%），而 recycled_water_volume 是总量型数值字段；Schema 中无任何‘利用率’‘循环利用率’类强度指标（如 water_recycling_rate 未定义），且该指标名称、含义与现有 field_key 均不匹配。
page_43.png,环境绩效,废弃物管理,固废综合利用率,%,"{'2022年': '29.4', '2023年': '21.8', '2024年': '11.8'}",固废综合利用率 % 2022年 29.4 2023年 21.8 2024年 11.8,llm_no_match:固废综合利用率不在 Core ESG Schema 中定义；Schema 中仅有废弃物回收利用率（waste_recycling_rate），但‘综合利用率’包含资源化、无害化、减量化等多重路径，语义不等价，且无对应别名支持，故不匹配。
page_43.png,环境绩效,废弃物管理,废弃物回收利用率,吨,"{'2022年': '233', '2023年': '165', '2024年': '145'}",废弃物回收利用率 吨 2022年 233 2023年 165 2024年 145,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=llm_match:指标名称'废弃物回收利用率'完全匹配 field_key 'waste_recycling_rate' 的 aliases，且 value_type 为 percentage；虽然 unit 标注为'吨'有误（应为%），但 evidence_text 和 metric_name 明确指向回收利用率，属典型数据录入单位错误，不影响语义匹配。
page_43.png,环境绩效,废弃物管理,可再生资源消耗量及占相应资源总消耗量的比例,%,"{'2022年': '0', '2023年': '0', '2024年': '0'}",可再生资源消耗量及占相应资源总消耗量的比例 % 2022年 0 2023年 0 2024年 0,llm_no_match:Core ESG Schema 中无 '可再生资源消耗量及占相应资源总消耗量的比例' 对应字段；'可再生资源消耗量' 不等同于 '可再生能源使用量'（后者特指能源类，如绿电、光伏等），且该指标含比例维度，Schema 中无匹配的复合型指标；aliases 中未覆盖该表述。
page_43.png,社会绩效,员工权益保障,报告期内吸纳就业人数,人,"{'2022年': '165', '2023年': '235', '2024年': '159'}",报告期内吸纳就业人数 人 2022年 165 2023年 235 2024年 159,llm_no_match:吸纳就业人数属于社会影响类指标，但 Core ESG Schema 中无对应 field_key（如无 'hired_employees' 或 'new_hires' 等字段）；该指标未在任何 aliases 中出现，且不属于员工总数、性别/年龄结构、培训、健康安全等已有 S 类字段范畴。
page_43.png,社会绩效,员工权益保障,劳动合同签订率,%,"{'2022年': '100', '2023年': '100', '2024年': '100'}",劳动合同签订率 % 2022年 100 2023年 100 2024年 100,llm_no_match:劳动合同签订率未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；Schema 中无任何 alias 或 field_key 涉及劳动合同、签订率、用工合规率等表述。
page_43.png,社会绩效,员工权益保障,女性管理者人数,人,"{'2022年': '10', '2023年': '13', '2024年': '12'}",女性管理者人数 人 2022年 10 2023年 13 2024年 12,llm_no_match:Core ESG Schema 中无 '女性管理者人数' 字段；最接近的是 'female_management_ratio'（女性管理层比例），但该指标要求为百分比，而本行是绝对人数，且 Schema 中无对应的人数类字段（如 female_managers_count）。因此不匹配。
page_43.png,社会绩效,员工权益保障,人均带薪休假天数,天,"{'2022年': '34', '2023年': '34', '2024年': '34'}",人均带薪休假天数 天 2022年 34 2023年 34 2024年 34,llm_no_match:人均带薪休假天数未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；Schema 中无任何 alias 或 field_key 涉及带薪休假、休假天数等概念。
page_43.png,社会绩效,职业健康与安全生产,安全培训总时长,小时,"{'2022年': '23,356', '2023年': '41,239', '2024年': '39,491'}","安全培训总时长 小时 2022年 23,356 2023年 41,239 2024年 39,491",llm_no_match:安全培训总时长不属于 Core ESG Schema 中定义的任何 field_key；Schema 中仅有通用员工培训相关指标（如 training_total_hours、training_hours_per_employee 等），但明确限定为‘员工培训’，未包含‘安全培训’这一细分类型；且无 alias 或语义覆盖‘安全培训’，故不匹配。
page_43.png,社会绩效,职业健康与安全生产,安全生产培训覆盖率,%,"{'2022年': '91.0', '2023年': '93.9', '2024年': '92.9'}",安全生产培训覆盖率 % 2022年 91.0 2023年 93.9 2024年 92.9,llm_no_match:安全生产培训覆盖率不属于 Core ESG Schema 中定义的任何 field_key；Schema 中仅有通用员工培训相关指标（如 training_coverage_rate），但未特指‘安全生产’或‘职业健康与安全生产’场景下的培训覆盖率，且无对应别名支持，故不匹配。
page_43.png,社会绩效,职业健康与安全生产,应急演练次数,次,"{'2022年': '134', '2023年': '146', '2024年': '122'}",应急演练次数 次 2022年 134 2023年 146 2024年 122,llm_no_match:应急演练次数未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准指标；Schema 中无任何 alias 或 field_key 涉及应急演练、演练次数、安全培训次数等表述。
page_43.png,社会绩效,职业健康与安全生产,生产安全事故数,次,"{'2022年': '838', '2023年': '972', '2024年': '85'}",生产安全事故数 次 2022年 838 2023年 972 2024年 85,llm_no_match:生产安全事故数未在 Core ESG Schema 中定义；Schema 中有 work_injury_rate、work_related_fatalities、lost_workdays_due_to_injury 等安全相关指标，但无‘生产安全事故数’这一字段，且其别名列表中不包含该表述。
page_43.png,社会绩效,职业健康与安全生产,工伤人数,人,"{'2022年': '15', '2023年': '5', '2024年': '4'}",工伤人数 人 2022年 15 2023年 5 2024年 4,llm_no_match:‘工伤人数’未在 Core ESG Schema 中定义；Schema 中仅包含工伤率（work_injury_rate）、因工死亡人数（work_related_fatalities）、因工伤损失工作日数（lost_workdays_due_to_injury）等指标，但无‘工伤人数’这一离散事件计数字段。
page_43.png,社会绩效,职业健康与安全生产,亡工人数,人,"{'2022年': '0', '2023年': '0', '2024年': '0'}",亡工人数 人 2022年 0 2023年 0 2024年 0,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:亡工人数是因工死亡人数的常见简写，与 field_key 'work_related_fatalities' 的中文名'因工死亡人数'及别名'工亡人数'完全匹配，单位为'人'，符合要求。
page_43.png,社会绩效,职业健康与安全生产,因工伤而损失的工作日天数,天,"{'2022年': '6,856', '2023年': '449', '2024年': '502'}","因工伤而损失的工作日天数 天 2022年 6,856 2023年 449 2024年 502",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:指标名称'因工伤而损失的工作日天数'与field_key 'lost_workdays_due_to_injury'的中文名'因工伤损失工作日数'及aliases完全匹配，单位'天'在unit_examples中明确列出。
page_43.png,社会绩效,职业健康与安全生产,特种作业人员持证上岗率,%,"{'2022年': '100', '2023年': '100', '2024年': '100'}",特种作业人员持证上岗率 % 2022年 100 2023年 100 2024年 100,llm_no_match:特种作业人员持证上岗率未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；Schema 中无任何 alias 或 field_key 涉及‘持证上岗率’、‘特种作业人员’或相关合规性比率指标。
page_43.png,社会绩效,供应链,供应商 ESG 考核数,家,"{'2022年': '7', '2023年': '7', '2024年': '10'}",供应商 ESG 考核数 家 2022年 7 2023年 7 2024年 10,llm_no_match:供应商ESG考核数属于供应链管理实践类指标，Core ESG Schema中无对应field_key；未在aliases中出现，且不属于环境、社会、治理三大类中的任何标准字段。
page_43.png,社会绩效,社会责任,公益慈善投入,万元,"{'2022年': '1,526.04', '2023年': '1,937.19', '2024年': '1,988.79'}","公益慈善投入 万元 2022年 1,526.04 2023年 1,937.19 2024年 1,988.79",llm_no_match:公益慈善投入属于企业社会责任实践中的特色活动投入，Core ESG Schema 中无对应 field_key（如无 'charitable_donations' 或类似字段），且不属于环境、社会（员工、健康、培训、研发、客户投诉等）、治理类标准指标。
page_43_left.png,关键绩效-环境绩效,能源利用,能源总消耗量,兆瓦时,"{'2022年': '677,853.01', '2023年': '670,633.93', '2024年': '765,688.53'}","能源利用 能源总消耗量 兆瓦时 2022年 677,853.01 2023年 670,633.93 2024年 765,688.53",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:能源总消耗量在 Core ESG Schema 中明确列为 energy_consumption_total 的别名，单位兆瓦时（MWh）属于其 unit_examples。
page_43_left.png,关键绩效-环境绩效,水资源利用,年度用水总量,万立方米,"{'2022年': '676.06', '2023年': '425.82', '2024年': '488.80'}",水资源利用 年度用水总量 万立方米 2022年 676.06 2023年 425.82 2024年 488.80,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:年度用水总量与Core ESG Schema中water_consumption的aliases（如'用水量'、'新鲜水用量'）语义一致，且单位'万立方米'在unit_examples中明确列出。
page_43_left.png,关键绩效-环境绩效,水资源利用,节水量,万立方米,"{'2022年': '-49.89', '2023年': '250.24', '2024年': '284.40'}",水资源利用 节水量 万立方米 2022年 -49.89 2023年 250.24 2024年 284.40,llm_no_match:节水量是节约量（即减少量），非实际消耗量；Core ESG Schema 中 water_consumption 指水资源消耗量（绝对用量），而非节水量。Schema 中无‘节水量’或类似别名字段，且该指标属于绩效改善结果，非基础环境资源投入/排放类指标。
page_43_left.png,关键绩效-环境绩效,水资源利用,选矿废水循环利用率,%,"{'2022年': '-', '2023年': '60.53', '2024年': '66.70'}",水资源利用 选矿废水循环利用率 % 2022年 - 2023年 60.53 2024年 66.70,llm_no_match:选矿废水循环利用率是特定工艺的水循环效率指标，Core ESG Schema 中无对应字段；schema 中仅有 'recycled_water_volume'（循环水或回用水量，数值型），不包含‘利用率’类比率指标；且 'water_consumption_intensity' 等强度指标亦指消耗强度，非循环利用率。该指标不属于 Core ESG Schema。
page_43_left.png,关键绩效-环境绩效,废弃物处理,固废综合利用率,%,"{'2022年': '29.4', '2023年': '21.8', '2024年': '11.8'}",废弃物处理 固废综合利用率 % 2022年 29.4 2023年 21.8 2024年 11.8,llm_no_match:固废综合利用率在 Core ESG Schema 中无对应 field_key；Schema 中仅有废弃物回收利用率（waste_recycling_rate），但‘综合利用率’涵盖范围更广（可能包括综合利用、资源化、协同处置等），不等同于回收利用，且未在 aliases 中出现。因此不匹配。
