applicability,category,confidence,evidence,field_key,field_name_cn,indicator_type,industry,merge_reason,missing_reason,page_image,raw_value,route_a_confidence,route_a_reason,route_a_status,route_b2_confidence,route_b2_evidence,route_b2_matched,route_b2_raw_value,route_b2_reason,route_b2_source_pages,route_b2_unit,route_b2_value,route_b2_year,route_b_confidence,route_b_evidence,route_b_matched,route_b_reason,route_b_source_pages,route_b_summary,row_label,source_pages,source_route,status,table_title,topic,unit,value,value_type,year
core,S,0.0,,female_employee_ratio,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,employee_turnover_rate,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,training_total_hours,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,training_hours_per_employee,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.97,员工-员工培训覆盖率 % 2025年 100,training_coverage_rate,,quantitative,pharma,route_a_selected,,page_41.png,100,0.97,normalized_alias_match:员工培训覆盖率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训覆盖率,page_41.png,route_a_appendix_table,extracted,,,%,100,,2025
core,S,0.0,,social_security_coverage,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,employee_medical_checkup_coverage,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,trained_employees_count,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,safety_accident_count,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.95,"安全生产总投入金额
589.25
万元",occupational_health_safety_investment,,quantitative,pharma,route_b2_filled_missing_route_a,,,589.25万元,0.0,,missing,0.95,"安全生产总投入金额
589.25
万元",true,589.25万元,定位到目标字段同义词'安全生产总投入金额'，有明确数值589.25和单位万元，年份为2025年，且无任何forbidden_any词汇干扰，语义一一对应，无需单位转换,[41],万元,589.25,2025,,,,,,,安全生产投入,[41],route_b2_quant_text_rag,extracted,,quant_text_rag,万元,589.25,,2025
core,S,0.9,2025 年12 月29 日，子公司新银象进行了一次产品的模拟召回测试，以验证产品召回管理的可行性和有效性。本次模拟召回顺利结束，在整个召回过程中各部门积极配合，在较短的时间内很好的完成了召回工作，此次召回演练过程全部按预定的计划进行，验证了质量管理体系的《撤回和召回控制程序》可操作且有效，体现出新银象对问题产品的召回能力以及产品溯源的管理规范有序。,safety_emergency_drill_count,,quantitative,pharma,route_b2_filled_missing_route_a,,,一次,0.0,,missing,0.9,2025 年12 月29 日，子公司新银象进行了一次产品的模拟召回测试，以验证产品召回管理的可行性和有效性。本次模拟召回顺利结束，在整个召回过程中各部门积极配合，在较短的时间内很好的完成了召回工作，此次召回演练过程全部按预定的计划进行，验证了质量管理体系的《撤回和召回控制程序》可操作且有效，体现出新银象对问题产品的召回能力以及产品溯源的管理规范有序。,true,一次,定位到同义词'召回演练'，符合'演练'要求且无'培训''事故''投入'等禁用词；提取到明确年份2025、原始数值'一次'、单位'次'，语义一一对应，无需单位转换,[31],次,1,2025,,,,,,,安全应急演练次数,[31],route_b2_quant_text_rag,extracted,,quant_text_rag,次,1,,2025
core,S,0.0,,lost_work_days_due_to_injury,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,r_and_d_personnel_count,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.96,"研发投入金额 万元 2025年 5,367.42",r_and_d_expense,,quantitative,pharma,route_a_selected,,page_42.png,"5,367.42",0.96,normalized_alias_match:研发投入金额; schema_match_validated,extracted,,,,,,,,,,,,,,,,研发投入金额,page_42.png,route_a_appendix_table,extracted,,,万元,5367.42,,2025
core,S,0.0,,public_welfare_investment,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,board_size,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,independent_directors,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,independent_director_ratio,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.9400000000000001,女性董事 名 2024年 2,female_directors,,quantitative,pharma,route_a_selected,,page_9_left.png,2,0.9400000000000001,normalized_alias_match:女性董事; schema_match_validated,extracted,,,,,,,,,,,,,,,,女性董事,page_9_left.png,route_a_appendix_table,extracted,,,名,2,,2024
core,G,0.94,董事会会议 次 2024年 9,board_meetings,,quantitative,pharma,route_a_selected,,page_9_left.png,9,0.94,heuristic_board_meetings_short_label; schema_match_validated,extracted,,,,,,,,,,,,,,,,董事会会议,page_9_left.png,route_a_appendix_table,extracted,,,次,9,,2024
core,G,0.0,,shareholder_meetings,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,anti_corruption_training_sessions,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,anti_corruption_training_participants,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,confirmed_corruption_cases,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,E,0.95,公司基于公司自身业务特性、ESG 治理架构及“客户至上、以人为本、专业进取、诚信共赢”的核心价值观，结合监管机构、国内外客户及合伙伙伴等利益相关方的关切，初步搭建“HEALTH”可持续发展战略，以“健康守护者：以可持续方式，让优质健康产品惠及全球”为愿景使命，涵盖“健康安全、环境保护、进取创新、以人为本、负责任供应链、商业道德”六大战略支柱及19 项议题，全面引领公司ESG 工作和实践。,esg_strategy_targets,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,公司基于公司自身业务特性、ESG 治理架构及“客户至上、以人为本、专业进取、诚信共赢”的核心价值观，结合监管机构、国内外客户及合伙伙伴等利益相关方的关切，初步搭建“HEALTH”可持续发展战略，以“健康守护者：以可持续方式，让优质健康产品惠及全球”为愿景使命，涵盖“健康安全、环境保护、进取创新、以人为本、负责任供应链、商业道德”六大战略支柱及19 项议题，全面引领公司ESG 工作和实践。,true,文本明确提及“HEALTH”可持续发展战略，包含愿景、六大战略支柱及19项议题，属于ESG战略目标的完整表述，符合目标指标定义。,[12],公司基于六大战略支柱构建了‘HEALTH’可持续发展战略，并明确其愿景、目标与对应议题，系统性推动ESG实践。,公司基于六大战略支柱构建了‘HEALTH’可持续发展战略，并明确其愿景、目标与对应议题，系统性推动ESG实践。,[12],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,2025 年，公司结合法规政策、市场环境及自身行业特性、运营模式等内外部因素，初步识别和评估气候相关风险和机遇，并分析其具体影响，从而制定相应的应对措施。下一步，公司将依据上海证券交易所披露建议及国际能源署（IEA）和气候变化专门委员会（IPCC）等数据模型和行业调研，设置高、低气候排放情景，充分分析各情境下气候因素带来的风险与机遇，综合评估公司的气候韧性，逐步健全应对气候变化机制。,climate_risk_management,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,2025 年，公司结合法规政策、市场环境及自身行业特性、运营模式等内外部因素，初步识别和评估气候相关风险和机遇，并分析其具体影响，从而制定相应的应对措施。下一步，公司将依据上海证券交易所披露建议及国际能源署（IEA）和气候变化专门委员会（IPCC）等数据模型和行业调研，设置高、低气候排放情景，充分分析各情境下气候因素带来的风险与机遇，综合评估公司的气候韧性，逐步健全应对气候变化机制。,true,文本明确描述了气候相关风险的识别、评估、情景分析、应对措施及气候韧性建设，完全符合'气候风险识别与管理'指标的定义，且为原文完整段落。,[14],公司识别和评估气候相关风险与机遇，并制定应对措施，建立气候韧性机制。,公司识别和评估气候相关风险与机遇，并制定应对措施，建立气候韧性机制。,[14],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,圣达生物始终把履行环境合规职责深度融入企业运营的核心准则之中，构建起全方位、多层次的环境合规管理体系。公司严格遵守《中华人民共和国环境保护法》《中华人民共和国环境影响评价法》《突发事件应急预案管理办法》《企业事业单位突发环境事件应急预案备案管理办法（试行）》等相关法律法规，结合生产经营实际，内部制定并实施《环保责任制》《环境保护隐患治理管理制度》《突发环境事件应急预案》等管理制度，各子公司亦编制了相关管理规程，实施“全过程、精细化”环境管理。报告期内，圣达生物及子公司均已通过ISO14001:2015环境管理体系认证，构建了系统化、规范化的环境管理与应急响应机制，为公司稳定运营和可持续发展提供了坚实保障。,environmental_management_system,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,圣达生物始终把履行环境合规职责深度融入企业运营的核心准则之中，构建起全方位、多层次的环境合规管理体系。公司严格遵守《中华人民共和国环境保护法》《中华人民共和国环境影响评价法》《突发事件应急预案管理办法》《企业事业单位突发环境事件应急预案备案管理办法（试行）》等相关法律法规，结合生产经营实际，内部制定并实施《环保责任制》《环境保护隐患治理管理制度》《突发环境事件应急预案》等管理制度，各子公司亦编制了相关管理规程，实施“全过程、精细化”环境管理。报告期内，圣达生物及子公司均已通过ISO14001:2015环境管理体系认证，构建了系统化、规范化的环境管理与应急响应机制，为公司稳定运营和可持续发展提供了坚实保障。,true,候选文本明确提及‘构建起全方位、多层次的环境合规管理体系’，并具体列出多项环境管理制度，且明确说明已通过ISO 14001:2015环境管理体系认证，完全符合目标指标的定义和别名要求。,[18],圣达生物构建了全方位、多层次的环境合规管理体系，并通过ISO 14001:2015认证，实施多项环境管理制度。,圣达生物构建了全方位、多层次的环境合规管理体系，并通过ISO 14001:2015认证，实施多项环境管理制度。,[18],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,"公司及各子公司持续推进能源效率提升工作，从设备更新、工艺优化、回收利用等方面系统实施节能改造，夯实绿色制造根基。
节能提效措施一览
维度
2025 年具体措施
设备更新
圣达生物完成供配电系统能效升级，将S9 型变压器全线更换为S15 型一级能效产品，实现能效等级“三级跳”，变压器能源消耗大幅下降；
通辽圣达开展重点用能设备专项整治，淘汰更新6 台高耗能机电设备，逐步消除设备能效瓶颈。
工艺优化
回收利用
新银象对部分工序产生的冷凝水热能进行回收利用，实现余热再回收，进一步提升整体能源利用水平。
溢滔食品也围绕重点用能环节实施多项节能措施：
在干燥生产线中，将喷雾塔配置尾气余热回收及蒸汽冷凝水余热回收装置，实现余热的梯级利用；
在空调系统方面，加装转轮除湿机余热回收设备，对空调运行过程中产生的余热进行回收利用，降低再热能耗。
新银象围绕重点产品线实施节能改进措施，持续提升能源利用效率：
在尼辛产品线中，对尼辛酸化工序进行优化，蒸汽消耗量较原工艺进一步降低，每罐批次可节约蒸汽约 4.2 吨；
在聚赖产品线中，对聚赖生产工序进行工艺改进，取消部分工序的蒸汽使用，进一步降低蒸汽消耗。",energy_saving_measures,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,"公司及各子公司持续推进能源效率提升工作，从设备更新、工艺优化、回收利用等方面系统实施节能改造，夯实绿色制造根基。
节能提效措施一览
维度
2025 年具体措施
设备更新
圣达生物完成供配电系统能效升级，将S9 型变压器全线更换为S15 型一级能效产品，实现能效等级“三级跳”，变压器能源消耗大幅下降；
通辽圣达开展重点用能设备专项整治，淘汰更新6 台高耗能机电设备，逐步消除设备能效瓶颈。
工艺优化
回收利用
新银象对部分工序产生的冷凝水热能进行回收利用，实现余热再回收，进一步提升整体能源利用水平。
溢滔食品也围绕重点用能环节实施多项节能措施：
在干燥生产线中，将喷雾塔配置尾气余热回收及蒸汽冷凝水余热回收装置，实现余热的梯级利用；
在空调系统方面，加装转轮除湿机余热回收设备，对空调运行过程中产生的余热进行回收利用，降低再热能耗。
新银象围绕重点产品线实施节能改进措施，持续提升能源利用效率：
在尼辛产品线中，对尼辛酸化工序进行优化，蒸汽消耗量较原工艺进一步降低，每罐批次可节约蒸汽约 4.2 吨；
在聚赖产品线中，对聚赖生产工序进行工艺改进，取消部分工序的蒸汽使用，进一步降低蒸汽消耗。",true,候选文本明确列出了设备更新、工艺优化和回收利用三类节能措施，并提供了具体实施案例，完全符合'节能减排措施'的定义，且证据为完整原文段落。,[19],公司通过设备更新、工艺优化和回收利用等具体措施实施节能改造，推动能源效率提升。,公司通过设备更新、工艺优化和回收利用等具体措施实施节能改造，推动能源效率提升。,[19],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,"公司在生产过程中实施工艺用水套用，实现生产用水的循环利用，每年可节约用水约 30,000 吨；同时，将纯化水站产生的富余纯化水收集至中水罐，并回用于冷却循环系统，提升了水资源利用效率，每年可进一步节约用水。子公司新银象在生产线中，对冷却水进行回收再利用，作为设备清洗用水；同时优化清洗管理，合理降低设备清洗频次，每年可节约用水约 3,600 吨；此外，新银象通过实施工序用水套用措施，将工序用水进行循环利用，进一步减少新水取用量。",water_management_measures,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,"公司在生产过程中实施工艺用水套用，实现生产用水的循环利用，每年可节约用水约 30,000 吨；同时，将纯化水站产生的富余纯化水收集至中水罐，并回用于冷却循环系统，提升了水资源利用效率，每年可进一步节约用水。子公司新银象在生产线中，对冷却水进行回收再利用，作为设备清洗用水；同时优化清洗管理，合理降低设备清洗频次，每年可节约用水约 3,600 吨；此外，新银象通过实施工序用水套用措施，将工序用水进行循环利用，进一步减少新水取用量。",true,候选文本明确描述了多项具体的水资源管理措施，包括工艺用水循环利用、纯化水回收、冷却水再利用、清洗管理优化和工序用水套用，这些均属于水资源管理措施的直接体现，符合定性指标抽取规则。,[20],公司通过工艺用水套用、循环利用纯化水、回收冷却水及优化清洗管理等措施实现水资源节约与高效利用。,公司通过工艺用水套用、循环利用纯化水、回收冷却水及优化清洗管理等措施实现水资源节约与高效利用。,[20],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,"圣达生物严格遵守《中华人民共和国固体废物污染环境防治法》等相关法律法规与行业标准，内部制定了《固废管理制度》，各子公司亦编制了相关管理规程，坚持以“减量化、资源化、无害化”为原则，规范废弃物分类收集、分类贮存及委托运输、利用或处置，最大限度避免固体废弃物对环境产生负面影响。针对一般工业固废（如粉煤灰，石膏，废硅藻土等）, 公司及各子公司委托有资质第三方进行综合利用等无害化处置，其中有回收利用价值的固废（如废包装材料）收集后定期出售给废旧物资回收方；生活垃圾则由当地市政环卫部门统一清运和处理。针对危险废弃物（如废溶剂、废矿物油、废包材、污泥等），公司及各子公司根据《危险废物贮存污染控制标准》（GB 18597-2023）建设危废暂存仓库，按类别、形态、理化性质分区分类贮存，定期委托有资质第三方进行合规处置，并落实台账制度、转移联单制度，满足《危险废物管理计划和管理台账制定技术导则》（HJ 1259-2022）。",waste_management_measures,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,"圣达生物严格遵守《中华人民共和国固体废物污染环境防治法》等相关法律法规与行业标准，内部制定了《固废管理制度》，各子公司亦编制了相关管理规程，坚持以“减量化、资源化、无害化”为原则，规范废弃物分类收集、分类贮存及委托运输、利用或处置，最大限度避免固体废弃物对环境产生负面影响。针对一般工业固废（如粉煤灰，石膏，废硅藻土等）, 公司及各子公司委托有资质第三方进行综合利用等无害化处置，其中有回收利用价值的固废（如废包装材料）收集后定期出售给废旧物资回收方；生活垃圾则由当地市政环卫部门统一清运和处理。针对危险废弃物（如废溶剂、废矿物油、废包材、污泥等），公司及各子公司根据《危险废物贮存污染控制标准》（GB 18597-2023）建设危废暂存仓库，按类别、形态、理化性质分区分类贮存，定期委托有资质第三方进行合规处置，并落实台账制度、转移联单制度，满足《危险废物管理计划和管理台账制定技术导则》（HJ 1259-2022）。",true,候选文本明确描述了废弃物管理的制度框架、分类处理措施、合规处置流程及减量措施，完全覆盖废弃物管理措施的核心内容，且使用了“制定《固废管理制度》”“规范废弃物分类收集、贮存及委托处置”等直接表述，符合定性指标抽取规则。,[17],公司制定《固废管理制度》并建立分类收集、贮存、委托运输与处置机制，遵循减量化、资源化、无害化原则，对一般和危险废弃物实施合规管理。,公司制定《固废管理制度》并建立分类收集、贮存、委托运输与处置机制，遵循减量化、资源化、无害化原则，对一般和危险废弃物实施合规管理。,[17],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.95,圣达生物严格遵守《中华人民共和国劳动法》《中华人民共和国劳动合同法》《中华人民共和国社会保险法》等法律法规，始终坚持以人为本的发展理念，将员工视为企业可持续发展的核心动力，持续完善员工权益保障与劳工权益管理体系，依法合规用工，切实维护员工的合法权益与职业尊严。为此，公司制定了《劳动人权管理目标与制度》，通过建立涵盖员工健康与安全、工作条件、社会对话等七大类相关量化指标来持续开展监测、评估与改进。,employee_rights_policy,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,圣达生物严格遵守《中华人民共和国劳动法》《中华人民共和国劳动合同法》《中华人民共和国社会保险法》等法律法规，始终坚持以人为本的发展理念，将员工视为企业可持续发展的核心动力，持续完善员工权益保障与劳工权益管理体系，依法合规用工，切实维护员工的合法权益与职业尊严。为此，公司制定了《劳动人权管理目标与制度》，通过建立涵盖员工健康与安全、工作条件、社会对话等七大类相关量化指标来持续开展监测、评估与改进。,true,候选文本明确提及公司制定了《劳动人权管理目标与制度》，并系统性描述了员工权益保障的管理体系，涵盖法律合规、健康安全、工作条件等核心内容，符合'员工权益保障政策'的定义，且证据为完整原文段落。,[22],公司制定多项制度与政策，系统性保障员工权益，包括劳动人权管理、反歧视骚扰、女性员工关爱、休假机制等。,公司制定多项制度与政策，系统性保障员工权益，包括劳动人权管理、反歧视骚扰、女性员工关爱、休假机制等。,[22],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.95,报告期内，圣达生物及子公司均已通过ISO 45001:2018 职业健康和安全管理体系认证，不断提升职业健康安全管理水平，切实保障员工的生命安全与身心健康。,occupational_health_safety_system,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,报告期内，圣达生物及子公司均已通过ISO 45001:2018 职业健康和安全管理体系认证，不断提升职业健康安全管理水平，切实保障员工的生命安全与身心健康。,true,文本明确提及公司通过ISO 45001:2018职业健康和安全管理体系认证，该认证直接对应目标指标'职业健康安全管理体系'，且描述了体系的实施与提升，符合定性指标抽取规则。,[26],圣达生物建立了符合ISO 45001:2018标准的职业健康安全管理体系，并通过制度建设、专职机构设置和全员责任落实持续优化管理。,圣达生物建立了符合ISO 45001:2018标准的职业健康安全管理体系，并通过制度建设、专职机构设置和全员责任落实持续优化管理。,[26],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.95,公司制定了《员工培训管理制度》，建立了覆盖职前培训、在职培训、转岗培训和资格培训的一系列完善的培训体系，通过内部培训与外部脱产培训的方式，精选专业经验丰富、授课能力突出的师资力量，为员工提供系统化、多层次的学习提升平台；并通过书面考试，现场操作考核，口头提问等方式对培训效果进行检验。在全员培训体系的基础上，公司进一步完善分层分类的人才培养体系，通过“圣锐”班（青干班）、“圣途”班（后备干部班）、“圣菁”（新晋管理者）三个梯队，面向不同群体开展差异化培训与成长路径规划，持续夯实人才梯队建设。公司建立P序列（包括技术类、生产类、营销类、职能类）、M序列（管理类）“双通道”职业发展体系，针对两类岗位工作特点分别设置差异化晋升路径与评价方式，并制定公开透明的晋升机制和评审标准，为员工成长与职业发展提供清晰通道。,employee_training_development,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,公司制定了《员工培训管理制度》，建立了覆盖职前培训、在职培训、转岗培训和资格培训的一系列完善的培训体系，通过内部培训与外部脱产培训的方式，精选专业经验丰富、授课能力突出的师资力量，为员工提供系统化、多层次的学习提升平台；并通过书面考试，现场操作考核，口头提问等方式对培训效果进行检验。在全员培训体系的基础上，公司进一步完善分层分类的人才培养体系，通过“圣锐”班（青干班）、“圣途”班（后备干部班）、“圣菁”（新晋管理者）三个梯队，面向不同群体开展差异化培训与成长路径规划，持续夯实人才梯队建设。公司建立P序列（包括技术类、生产类、营销类、职能类）、M序列（管理类）“双通道”职业发展体系，针对两类岗位工作特点分别设置差异化晋升路径与评价方式，并制定公开透明的晋升机制和评审标准，为员工成长与职业发展提供清晰通道。,true,候选文本明确提及了‘培训体系’‘分层分类人才培养’‘双通道职业发展体系’‘晋升机制和评审标准’等与‘员工培训与发展机制’直接相关的政策与措施，且使用了‘系统化’‘完善’‘清晰通道’等描述，完全符合定性指标的抽取标准。,[23],公司建立了系统化的培训体系和双通道职业发展机制，涵盖职前、在职、转岗和资格培训，并通过分层梯队培养与公开晋升标准支持员工成长。,公司建立了系统化的培训体系和双通道职业发展机制，涵盖职前、在职、转岗和资格培训，并通过分层梯队培养与公开晋升标准支持员工成长。,[23],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.95,公司建立《招聘、培训、发展与晋升公平管理程序》，从制度层面完善全流程公平管理，通过公开招聘、无障碍培训、公平晋升及合理便利措施等举措，确保全体员工获得平等、公平的发展机会。同时，公司特制定《反歧视骚扰管理程序》，明确鼓励和支持全体员工，不因种族、宗教、地域、性别、年龄、语言、身体能力等方面的不同而受到歧视，一经发现违规行为，将采用人身安全保护、工作安排调整、专业心理咨询及法律支持等补救措施。,diversity_equal_opportunity,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,公司建立《招聘、培训、发展与晋升公平管理程序》，从制度层面完善全流程公平管理，通过公开招聘、无障碍培训、公平晋升及合理便利措施等举措，确保全体员工获得平等、公平的发展机会。同时，公司特制定《反歧视骚扰管理程序》，明确鼓励和支持全体员工，不因种族、宗教、地域、性别、年龄、语言、身体能力等方面的不同而受到歧视，一经发现违规行为，将采用人身安全保护、工作安排调整、专业心理咨询及法律支持等补救措施。,true,候选文本明确提及了与多元化与平等雇佣政策直接相关的制度文件（《招聘、培训、发展与晋升公平管理程序》和《反歧视骚扰管理程序》），并详细描述了其内容，包括禁止歧视的维度和保障平等机会的具体措施，完全符合目标指标的定义和 aliases。,[24],公司通过制定《招聘、培训、发展与晋升公平管理程序》和《反歧视骚扰管理程序》，明确保障员工在招聘、培训、晋升中获得平等机会，并禁止基于种族、性别、年龄等任何因素的歧视。,公司通过制定《招聘、培训、发展与晋升公平管理程序》和《反歧视骚扰管理程序》，明确保障员工在招聘、培训、晋升中获得平等机会，并禁止基于种族、性别、年龄等任何因素的歧视。,[24],route_b_text_rag,extracted,,正文定性机制,,True,,
