field_key,field_name_cn,category,status,value,unit,year,source_route,confidence,citation_review_status,citation_review_reasons,citation_chunk_id,citation_page_number,citation_rank,citation_hybrid_score,citation_evidence_text,citation_text_excerpt
air_pollutant_emissions,废气或大气污染物排放量,E,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p17_31,17,1,0.01639344,"2025 年环境、社会及公司治理报告 圣达绿境 低碳先行 29 30 2025 年废气排放情况 其中，废气中主要特征污染物合规排放情况为： 圣达生物 万立方米 17,732 安徽圣达 万立方米 4,817 通辽圣达 万立方米 51,210 新银象（含溢滔食品） 万立方米 83,016 公司名称 主要特征污染物 排放总量（吨） 核定的排放总量（吨/ 年） 超标排放情况 圣达生物 二氧化硫 氮氧化物 VOCs 颗粒物 二氧化硫：0.532 氮氧化物：0.66 VOCs：1.0875 颗粒物：0 二氧化硫：0.61 氮氧化物：4.2 VOCs：11.785 颗粒物：0.855 无 安徽圣达 二氧化硫 氮氧化物 VOCs 颗粒物 二氧化硫：0.0862 氮氧化物：0.7462 VOCs：0.7146 颗粒物：0.0260 二氧化硫：0.35 氮氧化物：3.78 VOCs：13.392 颗粒物：0.4 无 通辽圣达 二氧化硫 氮氧化物 颗粒物 二氧化硫：54.3442 氮氧化物：75.1331 颗粒物：4.8313 二氧化硫：240.08 氮氧化物：324.83 颗粒物：59.11 无 新银象...","2025 年环境、社会及公司治理报告 圣达绿境 低碳先行 29 30 2025 年废气排放情况 其中，废气中主要特征污染物合规排放情况为： 圣达生物 万立方米 17,732 安徽圣达 万立方米 4,817 通辽圣达 万立方米 51,210 新银象（含溢滔食品） 万立方米 83,016 公司名称 主要特征污染物 排放总量（吨） 核定的排放总量（吨/ 年） 超标排放情况 圣达生物 二氧化硫 氮氧化物 VOCs 颗粒物 二氧化硫：0.532..."
non_hazardous_waste,一般废弃物产生量,E,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p17_33,17,1,0.07139344,"频次，减少溶剂、 机油等消耗，推进源头控制和安全环保。 2025 年废弃物排放情况 有害废弃物产生总量 圣达生物 吨 699 无害废弃物产生总量 圣达生物 吨 40 安徽圣达 吨 149 安徽圣达 吨 30 14,228 通辽圣达 吨 通辽圣达 吨 1 新银象（含溢滔食品） 吨 2 新银象（含溢滔食品） 吨 3,881","频次，减少溶剂、 机油等消耗，推进源头控制和安全环保。 2025 年废弃物排放情况 有害废弃物产生总量 圣达生物 吨 699 无害废弃物产生总量 圣达生物 吨 40 安徽圣达 吨 149 安徽圣达 吨 30 14,228 通辽圣达 吨 通辽圣达 吨 1 新银象（含溢滔食品） 吨 2 新银象（含溢滔食品） 吨 3,881"
hazardous_waste,危险废弃物产生量,E,extracted,699,吨,2024,route_a_appendix_table,0.93,auto_cited,,table_page_17,17,1,,有害废弃物-产生总量 吨 2024年 699,有害废弃物-产生总量 吨 2024年 699
environmental_investment,环保投入金额,E,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p41_89,41,1,0.01639344,"2025 年环境、社会及公司治理报告 附录 77 78 环境合规管理 员工 指标 2025 年 单位 重大环保违规事件 0 件 因环境合规问题受到行政处罚或追究刑事责任 0 件 环境保护总投入金额 5,756.46 万元 环境保护相关培训活动次数 25 次 环境保护相关培训活动参与人次 1,001 人次 指标 次级指标 2025 年 单位 期末在职员工总人数 / 1,083 人 期末在职员工结构（按性别） 男性 710 人 女性 373 人 期末在职员工结构（按年龄） 30 岁及以下 202 人 30 岁至50 岁 617 人 50 岁及以上 264 人 期末在职员工结构（按专业构成） 生产人员 765 人 销售人员 42 人 技术人员 163 人 财务人员 24 人 行政人员 89 人 期末在职员工结构（按教育程度） 博士研究生 3 人 硕士研究生 41 人 本科 254 人 大专 205 人 高中及以下 580 人 劳动合同签订比例 / 100 % 员工五险一金覆盖比例 / 100 % 劳动诉讼、劳动仲裁等与员工纠纷事件 / 0 件 员工培训总次数 / 440 次 员工培训总时数...","2025 年环境、社会及公司治理报告 附录 77 78 环境合规管理 员工 指标 2025 年 单位 重大环保违规事件 0 件 因环境合规问题受到行政处罚或追究刑事责任 0 件 环境保护总投入金额 5,756.46 万元 环境保护相关培训活动次数 25 次 环境保护相关培训活动参与人次 1,001 人次 指标 次级指标 2025 年 单位 期末在职员工总人数 / 1,083 人 期末在职员工结构（按性别） 男性 710 人 女性 37..."
environmental_penalty_count,环境违规或处罚事件数量,E,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p28_56,28,1,0.07915152,2025 年环境、社会及公司治理报告 圣达担当 价值共创 51 52 供应链管理 可持续采购 圣达生物高度重视与行业伙伴的合作，持续加强供应链风险管理，积极践行负责任采购，推动落实供应链可持续发展要求， 致力于与供应商等价值链伙伴建立长期、稳定、可持续的合作关系。依托《采购运行管理办法》《招标管理办法》及《可 持续采购管理制度与目标》，公司采购部、质量部等牵头各级管理部门协同实施供应商可持续管理的执行落地。 通过可持续供应链的建设和完善，公司持续鼓励、推动供应商建立健全自身ESG 管理体系。2025 年，公司原辅料供应商 签订包含环境、劳工和人权要求条款的采购合同占比达100%，参加企业社会责任、环境现场审核供应商占比70%，同时 通过ISO 45001 认证供应商占比20%，通过ISO 14001 认证供应商占比35%。 公司将可持续、负责任理念融入供应商管理全流程，构建覆盖准入、合作、评估及退出的全生命周期绿色供应链管理体系： 筛选准入 合作入库 绩效评估 分类管理 在供应商引入阶段，公司实施严格的“360°全景调查” 机制。在对供应商资质许可审查、产品质量检测的 同时，通过公开...,2025 年环境、社会及公司治理报告 圣达担当 价值共创 51 52 供应链管理 可持续采购 圣达生物高度重视与行业伙伴的合作，持续加强供应链风险管理，积极践行负责任采购，推动落实供应链可持续发展要求， 致力于与供应商等价值链伙伴建立长期、稳定、可持续的合作关系。依托《采购运行管理办法》《招标管理办法》及《可 持续采购管理制度与目标》，公司采购部、质量部等牵头各级管理部门协同实施供应商可持续管理的执行落地。 通过可持续供应链的建设和完...
total_employees,员工总数,S,extracted,1083,人,2025,route_a_appendix_table,0.93,auto_cited,,table_page_41,41,1,,"员工-期末在职员工总人数 人 2025年 1,083","员工-期末在职员工总人数 人 2025年 1,083"
male_employees,男性员工人数,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p11_19,11,1,0.01612903,关键部门负责人，最终汇总形成各议题的财务 重要性评估结果。 步骤三：评估、确定ESG 议题的重要性程度 社会贡献 产品和服务安全与质量 创新驱动 员工 循环经济 污染物排放 水资源利用 废弃物处理 能源利用 反不正当竞争 乡村振兴 尽职调查 供应链安全 环境合规管理 利益相关方沟通数据安全与客户隐私保护 应对气候变化 生态系统和生物多样性保护 反商业贿赂及反贪污 财务重要性 低 高 影 响 重 要 性 高,关键部门负责人，最终汇总形成各议题的财务 重要性评估结果。 步骤三：评估、确定ESG 议题的重要性程度 社会贡献 产品和服务安全与质量 创新驱动 员工 循环经济 污染物排放 水资源利用 废弃物处理 能源利用 反不正当竞争 乡村振兴 尽职调查 供应链安全 环境合规管理 利益相关方沟通数据安全与客户隐私保护 应对气候变化 生态系统和生物多样性保护 反商业贿赂及反贪污 财务重要性 低 高 影 响 重 要 性 高
female_employees,女性员工人数,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p24_48,24,1,0.08538462,聘、无障碍培训、公平晋升及合理便利措施等举措，确保全体员工获得平等、公平的发展机会。 同时，公司特制定《反歧视骚扰管理程序》，明确鼓励和支持全体员工，不因种族、宗教、地域、性别、年龄、语言、身 体能力等方面的不同而受到歧视，一经发现违规行为，将采用人身安全保护、工作安排调整、专业心理咨询及法律支持等 补救措施。公司设立公开的投诉举报热线、实体申诉箱及在线“CEO 直通车”等立体化投诉举报渠道，鼓励员工以实名或 匿名、口头或书面地形式报告违法违规行为，并确保相关异议与诉求均能得到及时核查、妥善处置并反馈结果，形成“受理- 核查- 问责- 反馈”的全流程闭环，确保监督机制有效运行，对违法违规行为实施零容忍问责。 此外，公司持续完善员工关怀体系，围绕女性员工关爱、困难员工帮扶与身心健康支持等方面开展暖心举措，提升员工获 得感与组织凝聚力。 “圣爱暖重阳”：退休职工回家温情活动 2025 年10 月28 日，圣达生物诚挚邀请退休职工“回家”，参与以 “圣爱暖重阳·耆乐共此时” 为主题的退休职 工回家温情活动，共赴金秋之约。公司邀请老前辈们实地感受产业升级与创新成果，直观触摸企业发展的新脉搏；...,聘、无障碍培训、公平晋升及合理便利措施等举措，确保全体员工获得平等、公平的发展机会。 同时，公司特制定《反歧视骚扰管理程序》，明确鼓励和支持全体员工，不因种族、宗教、地域、性别、年龄、语言、身 体能力等方面的不同而受到歧视，一经发现违规行为，将采用人身安全保护、工作安排调整、专业心理咨询及法律支持等 补救措施。公司设立公开的投诉举报热线、实体申诉箱及在线“CEO 直通车”等立体化投诉举报渠道，鼓励员工以实名或 匿名、口头或书面地形式报...
female_employee_ratio,女性员工比例,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p24_47,24,1,0.01639344,2025 年环境、社会及公司治理报告 圣达担当 价值共创 43 44 激励保障 女性员工关爱 为进一步提高员工凝聚力和公司竞争力，促进公司长期、持续、健康发展，圣达生物制定了《浙江圣达生物药业股份有限 公司2024 年员工持股计划》，对公司的董事，监事，高级管理人员和其他核心骨干展开不超过公司股本总额10% 的股份 激励计划，并通过全体持股人选举产生管理委员会，对持股计划全程进行监督和管理。 2025 年，公司推进员工持股计划 落地实施，完成股份非交易过户，并同步修订持股计划管理办法，进一步完善激励机制与执行规则，增强核心团队稳定性 与长期发展动力。此外，为了促进公司人才自身素质和业务技能的提升，公司同时制定《员工职业（执业）资格与学历、 技能提升激励办法》对员工提供学习激励，对在职期间考取作业资格、执业资格及其他准入资格证书的员工给予现金奖励。 公司重视女性员工权益保障，坚持同工同酬与平等发展原则，完善孕期、产期、哺乳期等 特殊保护措施，并定期开展女性员工关怀的活动，比如组织春游、提供免费健康体检、节 日慰问等。2025 年5 月，为关爱公司女职工身心健康，公司工会联合街道工会、县...,2025 年环境、社会及公司治理报告 圣达担当 价值共创 43 44 激励保障 女性员工关爱 为进一步提高员工凝聚力和公司竞争力，促进公司长期、持续、健康发展，圣达生物制定了《浙江圣达生物药业股份有限 公司2024 年员工持股计划》，对公司的董事，监事，高级管理人员和其他核心骨干展开不超过公司股本总额10% 的股份 激励计划，并通过全体持股人选举产生管理委员会，对持股计划全程进行监督和管理。 2025 年，公司推进员工持股计划 落地实...
employee_turnover_rate,员工流失率,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p10_15,10,1,0.01639344,体系 • 保持良好的盈利能力 • 定期发布年报、公告等公开信息 • 定期业绩说明会 国内外客户 • 尽职调查（不定期） • 行业展会（每年） • 客户拜访（不定期） • 客户满意度调查（每年） • 高质量、安全创新 的产品 • 便捷、高效的服务 • 可持续采购 • 推动产品与服务创新 • 持续提升产品质量、确保产品安全 • 加强客户关系维护，听取客户反馈 意见 • 全面提升可持续绩效与表现 供应商与合作伙伴 • 供应商大会（每年） • 供应商审查与评估（每 年） • 日常工作沟通（不定期） • 行业研讨合作（不定期） • 诚信合作 • 交流赋能 • 健全供应商评估管理机制 • 将ESG 纳入供应商管理全流程 • 开展供应商交流与培训 • 积极赋能行业发展 利益相关方 沟通渠道与频率 期望与要求 响应行动 员工 • 职工代表大会（每年） • 员工教育与培训（不定 期） • 员工交流活动（不定期） • 内部沟通平台（实时） • 员工申诉渠道（实时） • 劳工合法权益保障 • 平等、多元及包容 的工作环境 • 完善的薪酬福利体 系 • 清晰的培训计划及 职业发展路径 • 职业健康与安全 •...,体系 • 保持良好的盈利能力 • 定期发布年报、公告等公开信息 • 定期业绩说明会 国内外客户 • 尽职调查（不定期） • 行业展会（每年） • 客户拜访（不定期） • 客户满意度调查（每年） • 高质量、安全创新 的产品 • 便捷、高效的服务 • 可持续采购 • 推动产品与服务创新 • 持续提升产品质量、确保产品安全 • 加强客户关系维护，听取客户反馈 意见 • 全面提升可持续绩效与表现 供应商与合作伙伴 • 供应商大会（每年） •...
