field_key,name_cn,category,indicator_type,status,value,raw_value,unit,year,row_label,topic,confidence,match_reason,page_image,evidence_text
nox_emissions,氮氧化物排放量,E,quantitative,missing,,,,,,,0.0,,,
particulate_matter_emissions,颗粒物排放量,E,quantitative,missing,,,,,,,0.0,,,
hazardous_waste,危险废弃物产生或排放量,E,quantitative,missing,,,,,,,0.0,,,
non_hazardous_waste,无害废弃物产生或排放量,E,quantitative,missing,,,,,,,0.0,,,
total_waste,废弃物总量,E,quantitative,missing,,,,,,,0.0,,,
waste_recycling_rate,废弃物回收利用率,E,quantitative,missing,,,,,,,0.0,,,
environmental_investment,环保投入金额,E,quantitative,missing,,,,,,,0.0,,,
environmental_violation_cases,环境违规或处罚事件数量,E,quantitative,missing,,,,,,,0.0,,,
total_employees,员工总数,S,quantitative,extracted,1771,"1,771",人,2024,员工总数,,0.93,heuristic_total_employees; schema_match_validated,page_85.png,"员工总数 人 2023年 1,630 2024年 1,771"
male_employees,男性员工人数,S,quantitative,missing,,,,,,,0.0,,,
female_employees,女性员工人数,S,quantitative,missing,,,,,,,0.0,,,
female_employee_ratio,女性员工比例,S,quantitative,missing,,,,,,,0.0,,,
female_management_ratio,女性管理层比例,S,quantitative,missing,,,,,,,0.0,,,
minority_employees,少数民族员工人数,S,quantitative,missing,,,,,,,0.0,,,
employees_under_30,30岁以下员工人数,S,quantitative,missing,,,,,,,0.0,,,
employees_30_to_50,30至50岁员工人数,S,quantitative,missing,,,,,,,0.0,,,
employees_over_50,50岁以上员工人数,S,quantitative,missing,,,,,,,0.0,,,
employee_turnover_rate,员工流失率,S,quantitative,missing,,,,,,,0.0,,,
training_total_hours,员工培训总时长,S,quantitative,missing,,,,,,,0.0,,,
training_hours_per_employee,人均培训时长,S,quantitative,missing,,,,,,,0.0,,,
training_coverage_rate,员工培训覆盖率,S,quantitative,extracted,100,100,%,2024,采购培训覆盖率,,0.93,alias_match:培训覆盖率; schema_match_validated,page_83_left.png,采购培训覆盖率 % 2024年 100
training_expense,培训投入金额,S,quantitative,missing,,,,,,,0.0,,,
trained_employees_count,受训员工人数或人次,S,quantitative,missing,,,,,,,0.0,,,
work_injury_rate,工伤率,S,quantitative,extracted,0,0%,%,2024,工伤率,,0.91,alias_match:工伤率; schema_match_validated,page_85.png,工伤率 % 2023年 0% 2024年 0%
work_related_fatalities,因工死亡人数,S,quantitative,missing,,,,,,,0.0,,,
lost_workdays_due_to_injury,因工伤损失工作日数,S,quantitative,extracted,0,0,天,2024,因工伤损失工作日数,,0.96,alias_match:因工伤损失工作日数; schema_match_validated,page_85_left.png,因工伤损失工作日数 天 2023年 0 2024年 0
social_insurance_coverage_rate,社会保险覆盖率,S,quantitative,extracted,100,100%,%,2024,社会保险覆盖率,,0.95,alias_match:社会保险覆盖率; schema_match_validated,page_85.png,社会保险覆盖率 % 2023年 100% 2024年 100%
employee_health_record_coverage_rate,员工健康档案或体检覆盖率,S,quantitative,missing,,,,,,,0.0,,,
r_and_d_investment,研发投入金额,S,quantitative,extracted,6910.57,6910.57,万元,2024,研发投入,,0.92,alias_match:研发投入; schema_match_validated,page_85.png,"研发投入 万元 2023年 6,642.72 2024年 6910.57"
r_and_d_employees,研发人员数量,S,quantitative,extracted,521,521,人,2024,研发人员数量,,0.94,alias_match:研发人员数量; schema_match_validated,page_85.png,研发人员数量 人 2023年 440 2024年 521
authorized_patents_new,当年新增授权专利数量,S,quantitative,missing,,,,,,,0.0,,,
authorized_patents_total,累计授权专利数量,S,quantitative,missing,,,,,,,0.0,,,
customer_complaints,客户投诉数量,S,quantitative,missing,,,,,,,0.0,,,
board_size,董事会人数,G,quantitative,missing,,,,,,,0.0,,,
independent_directors,独立董事人数,G,quantitative,missing,,,,,,,0.0,,,
independent_director_ratio,独立董事比例,G,quantitative,missing,,,,,,,0.0,,,
female_directors,女性董事人数,G,quantitative,missing,,,,,,,0.0,,,
board_meetings,董事会会议次数,G,quantitative,missing,,,,,,,0.0,,,
shareholder_meetings,股东大会会议次数,G,quantitative,missing,,,,,,,0.0,,,
anti_corruption_training_sessions,反腐败培训次数,G,quantitative,missing,,,,,,,0.0,,,
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,missing,,,,,,,0.0,,,
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,missing,,,,,,,0.0,,,
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,missing,,,,,,,0.0,,,
whistleblowing_cases,举报案件数量,G,quantitative,missing,,,,,,,0.0,,,
patent_applications_new,当年申请专利数量,S,quantitative,missing,,,,,,,0.0,,,
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,missing,,,,,,,0.0,,,
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,missing,,,,,,,0.0,,,
anti_corruption_policy,反腐败政策,G,qualitative,missing,,,,,,,0.0,,,
whistleblowing_mechanism,举报机制,G,qualitative,missing,,,,,,,0.0,,,
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,missing,,,,,,,0.0,,,
