column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.0,经济绩效 总资产 亿元 2024年 100.00,总资产,page_19.png,100.00,no_schema_match,量化数据绩效表,经济绩效,亿元,100,"{""2024年"": ""100.00""}",2024
2024年,0.94,2024年 能源消耗强度 1.47 吨标准煤/百万元,能源消耗强度,page_44.png,1.47,rejected_by_schema_validator:unit_type_mismatch:intensity; original_reason=heuristic_energy_consumption_intensity,关键绩效,,吨标准煤/百万元,1.47,"{""2024年"": ""1.47""}",2024
应对措施,0.0,"极端天气
· 工厂、车间、办公楼建筑及设备可能被破坏，造成资产损失；设备损坏、服务中断或重大设备损坏可能直接或间接拖累业务运营连贯性和经济利益
短期
自身运营/上下游
增加运营成本和员工维护成本
· 制定自然灾害的应急响应预案
· 完善自然灾害应急响应机制
· 识别可能资产损坏，购买必要的保险",极端天气,page_46.png,"· 制定自然灾害的应急响应预案
· 完善自然灾害应急响应机制
· 识别可能资产损坏，购买必要的保险",no_schema_match,风险或机遇类型,风险,,"· 制定自然灾害的应急响应预案
· 完善自然灾害应急响应机制
· 识别可能资产损坏，购买必要的保险","{""风险或机遇描述"": ""· 工厂、车间、办公楼建筑及设备可能被破坏，造成资产损失；设备损坏、服务中断或重大设备损坏可能直接或间接拖累业务运营连贯性和经济利益"", ""影响时间"": ""短期"", ""价值链范围"": ""自身运营/上下游"", ""潜在影响"": ""增加运营成本和员工维护成本"", ""应对措施"": ""· 制定自然灾害的应急响应预案\n· 完善自然灾害应急响应机制\n· 识别可能资产损坏，购买必要的保险""}",
应对措施,0.0,"持续高温、干旱等
· 气温升高可能导致公司能耗增加，运营成本上涨
短期
自身运营/上下游
加大固定资产损失
· 配备完善设施、科学安排生产计划，提高运营效率",持续高温、干旱等,page_46.png,· 配备完善设施、科学安排生产计划，提高运营效率,no_schema_match,风险或机遇类型,风险,,· 配备完善设施、科学安排生产计划，提高运营效率,"{""风险或机遇描述"": ""· 气温升高可能导致公司能耗增加，运营成本上涨"", ""影响时间"": ""短期"", ""价值链范围"": ""自身运营/上下游"", ""潜在影响"": ""加大固定资产损失"", ""应对措施"": ""· 配备完善设施、科学安排生产计划，提高运营效率""}",
应对措施,0.0,"政策和法律风险
· 关于温室气体排放的政策法规增加可能提高公司合规运营成本
中-长期
自身运营
降低能源采购成本和营业收入增加
· 密切关注环境法律法规，积极响应变化并及时应对",政策和法律风险,page_46.png,· 密切关注环境法律法规，积极响应变化并及时应对,business_performance_not_core_esg,风险或机遇类型,风险,,· 密切关注环境法律法规，积极响应变化并及时应对,"{""风险或机遇描述"": ""· 关于温室气体排放的政策法规增加可能提高公司合规运营成本"", ""影响时间"": ""中-长期"", ""价值链范围"": ""自身运营"", ""潜在影响"": ""降低能源采购成本和营业收入增加"", ""应对措施"": ""· 密切关注环境法律法规，积极响应变化并及时应对""}",
应对措施,0.0,"技术风险
· 未及时识别并应用低碳技术，导致同业竞争劣势削弱
中-长期
自身运营
增加运营成本
· 持续研究应用低碳技术，积极开拓行业合作",技术风险,page_46.png,· 持续研究应用低碳技术，积极开拓行业合作,no_schema_match,风险或机遇类型,风险,,· 持续研究应用低碳技术，积极开拓行业合作,"{""风险或机遇描述"": ""· 未及时识别并应用低碳技术，导致同业竞争劣势削弱"", ""影响时间"": ""中-长期"", ""价值链范围"": ""自身运营"", ""潜在影响"": ""增加运营成本"", ""应对措施"": ""· 持续研究应用低碳技术，积极开拓行业合作""}",
应对措施,0.0,"市场风险
· 上下游供应链、客户偏好转变可能会增加对绿色低碳产品关注需求
短期
上游/自身运营/下游
提升运营成本/收入减少
· 积极开发绿色低碳产品，深耕市场领域，满足需求",市场风险,page_46.png,· 积极开发绿色低碳产品，深耕市场领域，满足需求,no_schema_match,风险或机遇类型,风险,,· 积极开发绿色低碳产品，深耕市场领域，满足需求,"{""风险或机遇描述"": ""· 上下游供应链、客户偏好转变可能会增加对绿色低碳产品关注需求"", ""影响时间"": ""短期"", ""价值链范围"": ""上游/自身运营/下游"", ""潜在影响"": ""提升运营成本/收入减少"", ""应对措施"": ""· 积极开发绿色低碳产品，深耕市场领域，满足需求""}",
应对措施,0.0,"声誉风险
· 因在应对气候变化及可持续领域表现不佳，导致利益相关方负面反馈
短期
自身运营
增加合规成本
· 加强公司“双碳”工作管理，积极回应利益相关方关切",声誉风险,page_46.png,· 加强公司“双碳”工作管理，积极回应利益相关方关切,no_schema_match,风险或机遇类型,风险,,· 加强公司“双碳”工作管理，积极回应利益相关方关切,"{""风险或机遇描述"": ""· 因在应对气候变化及可持续领域表现不佳，导致利益相关方负面反馈"", ""影响时间"": ""短期"", ""价值链范围"": ""自身运营"", ""潜在影响"": ""增加合规成本"", ""应对措施"": ""· 加强公司“双碳”工作管理，积极回应利益相关方关切""}",
应对措施,0.0,"机遇
政策和法律
· 国家政府对新能源扶持力度进一步加大
短期-长期
自身运营
降低能源采购成本和营业收入增加
· 积极响应政策，创新新能源产品，降低产品碳排放，发展清洁能源项目和终端电力消费等措施",政策和法律,page_46.png,· 积极响应政策，创新新能源产品，降低产品碳排放，发展清洁能源项目和终端电力消费等措施,business_performance_not_core_esg,风险或机遇类型,机遇,,· 积极响应政策，创新新能源产品，降低产品碳排放，发展清洁能源项目和终端电力消费等措施,"{""风险或机遇描述"": ""· 国家政府对新能源扶持力度进一步加大"", ""影响时间"": ""短期-长期"", ""价值链范围"": ""自身运营"", ""潜在影响"": ""降低能源采购成本和营业收入增加"", ""应对措施"": ""· 积极响应政策，创新新能源产品，降低产品碳排放，发展清洁能源项目和终端电力消费等措施""}",
应对措施,0.0,"机遇
产品和服务
· 在低碳经济转型背景下，绿色低碳产品与服务的社会需求可能增加
中-长期
自身运营
收入上升
· 进一步开发和提供低碳产品与服务以及解决方案",产品和服务,page_46.png,· 进一步开发和提供低碳产品与服务以及解决方案,no_schema_match,风险或机遇类型,机遇,,· 进一步开发和提供低碳产品与服务以及解决方案,"{""风险或机遇描述"": ""· 在低碳经济转型背景下，绿色低碳产品与服务的社会需求可能增加"", ""影响时间"": ""中-长期"", ""价值链范围"": ""自身运营"", ""潜在影响"": ""收入上升"", ""应对措施"": ""· 进一步开发和提供低碳产品与服务以及解决方案""}",
2024,0.0,重复用水消耗量占比 % 2024 98.84,重复用水消耗量占比,page_49.png,98.84,no_schema_match,关键绩效表-环境范畴,,%,98.84,"{""2024"": ""98.84""}",2024
2024,0.0,"水资源消耗强度 吨/百万元 2024 6,124.62",水资源消耗强度,page_49.png,"6,124.62",no_schema_match,关键绩效表-环境范畴,,吨/百万元,6124.62,"{""2024"": ""6,124.62""}",2024
2024,0.94,能源消耗强度 吨标准煤/百万元 2024 1.47,能源消耗强度,page_49.png,1.47,rejected_by_schema_validator:unit_type_mismatch:intensity; original_reason=heuristic_energy_consumption_intensity,关键绩效表-环境范畴,,吨标准煤/百万元,1.47,"{""2024"": ""1.47""}",2024
2024,0.0,一般工业固体废物处置量 吨 2024 346,一般工业固体废物处置量,page_49.png,346,no_schema_match,关键绩效表-环境范畴,,吨,346,"{""2024"": ""346""}",2024
2024,0.0,少数民族员工 人 2024 69,少数民族员工,page_49.png,69,no_schema_match,关键绩效表-社会范畴,,人,69,"{""2024"": ""69""}",2024
2024,0.0,残疾员工 人 2024 15,残疾员工,page_49.png,15,no_schema_match,关键绩效表-社会范畴,,人,15,"{""2024"": ""15""}",2024
2024,0.0,"生产人员 人 2024 1,305",生产人员,page_49.png,"1,305",no_schema_match,关键绩效表-社会范畴,,人,1305,"{""2024"": ""1,305""}",2024
2024,0.0,销售人员 人 2024 51,销售人员,page_49.png,51,no_schema_match,关键绩效表-社会范畴,,人,51,"{""2024"": ""51""}",2024
2024,0.0,技术人员 人 2024 336,技术人员,page_49.png,336,no_schema_match,关键绩效表-社会范畴,,人,336,"{""2024"": ""336""}",2024
2024,0.0,财务人员 人 2024 45,财务人员,page_49.png,45,no_schema_match,关键绩效表-社会范畴,,人,45,"{""2024"": ""45""}",2024
2024,0.0,行政人员 人 2024 354,行政人员,page_49.png,354,no_schema_match,关键绩效表-社会范畴,,人,354,"{""2024"": ""354""}",2024
2024,0.0,博士研究生 人 2024 63,博士研究生,page_49.png,63,no_schema_match,关键绩效表-社会范畴,,人,63,"{""2024"": ""63""}",2024
2024,0.0,硕士研究生 人 2024 238,硕士研究生,page_49.png,238,no_schema_match,关键绩效表-社会范畴,,人,238,"{""2024"": ""238""}",2024
2024,0.0,本科 人 2024 419,本科,page_49.png,419,education_dimension_not_core_metric,关键绩效表-社会范畴,,人,419,"{""2024"": ""419""}",2024
2024,0.0,专科 人 2024 360,专科,page_49.png,360,education_dimension_not_core_metric,关键绩效表-社会范畴,,人,360,"{""2024"": ""360""}",2024
2024,0.0,"高中及以下 人 2024 1,011",高中及以下,page_49.png,"1,011",education_dimension_not_core_metric,关键绩效表-社会范畴,,人,1011,"{""2024"": ""1,011""}",2024
2024,0.0,男性 人 2024 253,男性,page_49.png,253,no_schema_match,关键绩效表-社会范畴,,人,253,"{""2024"": ""253""}",2024
2024,0.0,女性 人 2024 57,女性,page_49.png,57,no_schema_match,关键绩效表-社会范畴,,人,57,"{""2024"": ""57""}",2024
2024,0.0,应届毕业生 人 2024 52,应届毕业生,page_49.png,52,no_schema_match,关键绩效表-社会范畴,,人,52,"{""2024"": ""52""}",2024
2024,0.0,社会招聘 人 2024 258,社会招聘,page_49.png,258,no_schema_match,关键绩效表-社会范畴,,人,258,"{""2024"": ""258""}",2024
2024,0.0,报告期内发生的产品和服务相关的安全与质量重大责任事故拟赔偿涉及的金额 万元 2024 0,报告期内发生的产品和服务相关的安全与质量重大责任事故拟赔偿涉及的金额,page_49.png,0,no_schema_match,关键绩效表-社会范畴,,万元,0,"{""2024"": ""0""}",2024
2024,0.0,数据安全事件涉及的金额 件 2024 0,数据安全事件涉及的金额,page_49.png,0,no_schema_match,关键绩效表-社会范畴,,件,0,"{""2024"": ""0""}",2024
2024,0.0,泄露客户隐私事件涉及的金额 万元 2024 0,泄露客户隐私事件涉及的金额,page_49.png,0,no_schema_match,关键绩效表-社会范畴,,万元,0,"{""2024"": ""0""}",2024
2024,0.0,违反科技伦理事件数量 件 2024 0,违反科技伦理事件数量,page_49.png,0,no_schema_match,关键绩效表-社会范畴,,件,0,"{""2024"": ""0""}",2024
2024年,0.94,会议召开情况 股东大会 次 2024 2,股东大会,page_50.png,2,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_shareholder_meetings_short_label,治理范畴,,次,2,"{""2024年"": ""2""}",2024
2024年,0.94,会议召开情况 董事会 次 2024 11,董事会,page_50.png,11,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_board_meetings_short_label,治理范畴,,次,11,"{""2024年"": ""11""}",2024
2024年,0.0,会议召开情况 监事会 次 2024 9,监事会,page_50.png,9,no_schema_match,治理范畴,,次,9,"{""2024年"": ""9""}",2024
2024年,0.0,议案审议情况 股东大会 项 2024 28,股东大会,page_50.png,28,no_schema_match,治理范畴,,项,28,"{""2024年"": ""28""}",2024
2024年,0.0,议案审议情况 董事会 项 2024 74,董事会,page_50.png,74,no_schema_match,治理范畴,,项,74,"{""2024年"": ""74""}",2024
2024年,0.0,议案审议情况 监事会 项 2024 34,监事会,page_50.png,34,no_schema_match,治理范畴,,项,34,"{""2024年"": ""34""}",2024
2024年,0.0,监事人数 人 2024 3,监事人数,page_50.png,3,no_schema_match,治理范畴,,人,3,"{""2024年"": ""3""}",2024
2024年,0.92,反商业贿赂及反贪污培训次数 场次 2024 47,反商业贿赂及反贪污培训次数,page_50.png,47,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_anti_corruption_training_sessions,治理范畴,,场次,47,"{""2024年"": ""47""}",2024
2024年,0.94,反商业贿赂及反贪污培训时长 小时 2024 45.5,反商业贿赂及反贪污培训时长,page_50.png,45.5,rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_anti_corruption_training_hours,治理范畴,,小时,45.5,"{""2024年"": ""45.5""}",2024
2024年,0.0,环境 应对气候变化 第二十一条至第二十八条 绿色低碳发展,应对气候变化,page_50.png,第二十一条至第二十八条,no_schema_match,索引,环境,,第二十一条至第二十八条,"{""2024年"": ""第二十一条至第二十八条""}",2024
2024年,0.0,环境 污染物排放 第三十条 绿色低碳发展,污染物排放,page_50.png,第三十条,no_schema_match,索引,环境,,第三十条,"{""2024年"": ""第三十条""}",2024
2024年,0.0,环境 废弃物处理 第三十一条 绿色低碳发展,废弃物处理,page_50.png,第三十一条,no_schema_match,索引,环境,,第三十一条,"{""2024年"": ""第三十一条""}",2024
2024年,0.0,环境 生态系统和生物多样性保护 第三十二条 不适用，该议题既不具备经济重要性，亦不具有影响重大性,生态系统和生物多样性保护,page_50.png,第三十二条,no_schema_match,索引,环境,,第三十二条,"{""2024年"": ""第三十二条""}",2024
2024年,0.0,环境 环境合规管理 第三十二条 绿色低碳发展,环境合规管理,page_50.png,第三十二条,no_schema_match,索引,环境,,第三十二条,"{""2024年"": ""第三十二条""}",2024
2024年,0.0,环境 能源利用 第三十五条 绿色低碳发展,能源利用,page_50.png,第三十五条,no_schema_match,索引,环境,,第三十五条,"{""2024年"": ""第三十五条""}",2024
2024年,0.0,环境 水资源利用 第三十六条 绿色低碳发展,水资源利用,page_50.png,第三十六条,no_schema_match,索引,环境,,第三十六条,"{""2024年"": ""第三十六条""}",2024
2024年,0.0,环境 循环经济 第三十七条 绿色低碳发展,循环经济,page_50.png,第三十七条,no_schema_match,索引,环境,,第三十七条,"{""2024年"": ""第三十七条""}",2024
2024年,0.0,环境 乡村振兴 第三十九条 承担社会责任,乡村振兴,page_50.png,第三十九条,no_schema_match,索引,环境,,第三十九条,"{""2024年"": ""第三十九条""}",2024
2024年,0.0,社会 社会贡献 第四十四条 承担社会责任,社会贡献,page_50.png,第四十四条,no_schema_match,索引,社会,,第四十四条,"{""2024年"": ""第四十四条""}",2024
2024年,0.0,社会 创新驱动 第四十二条 创新为力 集众智探宇,创新驱动,page_50.png,第四十二条,no_schema_match,索引,社会,,第四十二条,"{""2024年"": ""第四十二条""}",2024
2024年,0.0,科技伦理 科技伦理 第四十二条 不适用，公司主营业务不涉及科技伦理方面,科技伦理,page_50.png,第四十二条,no_schema_match,索引,科技伦理,,第四十二条,"{""2024年"": ""第四十二条""}",2024
2024年,0.0,可持续发展相关治理 供应链安全 第十五条 深化供应链管理,供应链安全,page_50.png,第十五条,no_schema_match,索引,可持续发展相关治理,,第十五条,"{""2024年"": ""第十五条""}",2024
2024年,0.0,可持续发展相关治理 平等对待中小企业 第四十六条 维护各方权益,平等对待中小企业,page_50.png,第四十六条,no_schema_match,索引,可持续发展相关治理,,第四十六条,"{""2024年"": ""第四十六条""}",2024
2024年,0.0,可持续发展相关治理 产品和服务安全与质量 第四十七条 提升服务品质,产品和服务安全与质量,page_50.png,第四十七条,no_schema_match,索引,可持续发展相关治理,,第四十七条,"{""2024年"": ""第四十七条""}",2024
2024年,0.0,可持续发展相关治理 数据安全与客户隐私/保护 第十八条 重视信息管理,数据安全与客户隐私/保护,page_50.png,第十八条,no_schema_match,索引,可持续发展相关治理,,第十八条,"{""2024年"": ""第十八条""}",2024
2024年,0.0,可持续发展相关治理 员工 第五十条 以人为本 聚众智慧梦,员工,page_50.png,第五十条,no_schema_match,索引,可持续发展相关治理,,第五十条,"{""2024年"": ""第五十条""}",2024
2024年,0.0,可持续发展相关治理 尽职调查 第五十二条 坚守 ESG 管理,尽职调查,page_50.png,第五十二条,no_schema_match,索引,可持续发展相关治理,,第五十二条,"{""2024年"": ""第五十二条""}",2024
2024年,0.0,可持续发展相关治理 利益相关方沟通 第五十三条 坚持 ESG 管理,利益相关方沟通,page_50.png,第五十三条,no_schema_match,索引,可持续发展相关治理,,第五十三条,"{""2024年"": ""第五十三条""}",2024
2024年,0.0,可持续发展相关治理 反商业贿赂及反贪污 第五十五条 创新运营机制 清风廉波严守纪,反商业贿赂及反贪污,page_50.png,第五十五条,no_schema_match,索引,可持续发展相关治理,,第五十五条,"{""2024年"": ""第五十五条""}",2024
2024年,0.0,可持续发展相关治理 反不正当竞争 第五十六条 创新运营机制 清风廉波严守纪,反不正当竞争,page_50.png,第五十六条,no_schema_match,索引,可持续发展相关治理,,第五十六条,"{""2024年"": ""第五十六条""}",2024
