applicability,category,confidence,evidence,field_key,field_name_cn,indicator_type,industry,merge_reason,missing_reason,page_image,raw_value,route_a_confidence,route_a_reason,route_a_status,route_b2_confidence,route_b2_evidence,route_b2_matched,route_b2_raw_value,route_b2_reason,route_b2_source_pages,route_b2_unit,route_b2_value,route_b2_year,route_b_confidence,route_b_evidence,route_b_matched,route_b_reason,route_b_source_pages,route_b_summary,row_label,source_pages,source_route,status,table_title,topic,unit,value,value_type,year
core,S,0.92,职业发展 接受考核的女性员工人数(人) 129,female_employees,女性员工人数,quantitative,manufacturing,route_a_selected,,page_40.png,129,0.92,heuristic_female_employees; schema_match_validated,extracted,,,,,,,,,,,,,,,,接受考核的女性员工人数(人),page_40.png,route_a_appendix_table,extracted,S2: 人才发展,职业发展,人,129,number,2024
core,S,0.0,,female_employee_ratio,女性员工比例,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,percentage,
core,S,0.95,"员工流失率
10.05%",employee_turnover_rate,员工流失率,quantitative,manufacturing,route_b2_filled_missing_route_a,,,10.05%,0.0,not_found,missing,0.95,"员工流失率
10.05%",true,10.05%,在附录关键绩效表中明确出现目标字段同义词'员工流失率'，并有对应数值10.05%和年份2024（表头为2024年度），语义一一对应，单位为%，无需转换,[40],%,10.05,2024,,,,,,,员工流失率,[40],route_b2_quant_text_rag,extracted,,quant_text_rag,%,10.05,percentage,2024
core,S,0.9500000000000001,培训总时长 18 小时,training_total_hours,员工培训总时长,quantitative,manufacturing,route_a_selected,,page_14.png,18,0.9500000000000001,normalized_alias_match:培训总时长; schema_match_validated,extracted,,,,,,,,,,,,,,,,培训总时长,page_14.png,route_a_appendix_table,extracted,关键绩效表-风险管理培训,,小时,18,number,2024
core,S,0.0,,training_hours_per_employee,人均培训时长,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.97,员工培训 员工培训覆盖率(%) 100,training_coverage_rate,员工培训覆盖率,quantitative,manufacturing,route_a_selected,,page_40.png,100,0.97,normalized_alias_match:员工培训覆盖率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训覆盖率(%),page_40.png,route_a_appendix_table,extracted,S2: 人才发展,员工培训,%,100,percentage,2024
core,S,0.95,报告期内，社会保险覆盖率 100%,social_security_coverage,社会保险覆盖率,quantitative,manufacturing,route_b2_filled_missing_route_a,,,100%,0.0,not_found,missing,0.95,报告期内，社会保险覆盖率 100%,true,100%,定位到目标字段同义词'社会保险覆盖率'，提取到明确数值100%和年份2024（通过上下文'报告期内'指2024年），单位为%，与目标单位一致，无需转换,[28],%,100,2024,,,,,,,社会保险覆盖率,[28],route_b2_quant_text_rag,extracted,,quant_text_rag,%,100,percentage,2024
core,S,0.9,员工健康 公司员工职业健康体检覆盖率 % 2024年 100,employee_medical_checkup_coverage,员工体检覆盖率,quantitative,manufacturing,route_a_selected,,page_32.png,100,0.9,heuristic_employee_medical_checkup_coverage_alias; schema_match_validated,extracted,,,,,,,,,,,,,,,,公司员工职业健康体检覆盖率,page_32.png,route_a_appendix_table,extracted,关键绩效表-员工健康,员工健康,%,100,percentage,2024
core,S,0.9,党建活动 国有企业党培训人次 人次 2024年 632,trained_employees_count,受训员工人数,quantitative,manufacturing,route_a_selected,,page_12.png,632,0.9,heuristic_trained_employees_count; alias_soft_warning:training_participants,extracted,,,,,,,,,,,,,,,,国有企业党培训人次,page_12.png,route_a_appendix_table,extracted,关键绩效表-党建活动,党建活动,人次,632,number,2024
core,S,0.0,,safety_accident_count,安全生产事故数量,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.9400000000000001,关键绩效 报告期内。 全公司开展了安全生产各类检查（各单位自查、班组检查等），安全投入 284.75 万元,occupational_health_safety_investment,安全生产投入,quantitative,manufacturing,route_a_selected,,page_31.png,284.75,0.9400000000000001,normalized_alias_match:安全投入; schema_match_validated,extracted,,,,,,,,,,,,,,,,安全投入金额,page_31.png,route_a_appendix_table,extracted,量化数据绩效表-安全生产,安全生产管理责任制度,万元,284.75,number,2024
core,S,0.95,报告期内，公司共开展应急演练活动12 次,safety_emergency_drill_count,安全应急演练次数,quantitative,manufacturing,route_b2_filled_missing_route_a,,,12 次,0.0,not_found,missing,0.95,报告期内，公司共开展应急演练活动12 次,true,12 次,定位到目标字段同义词'应急演练活动'，明确数值'12次'，年份为2024年（证据中为'2024年'的数字形式''，对应2024），单位为'次'，符合目标单位，无 forbidden_any 干扰,[32],次,12,2024,,,,,,,安全应急演练次数,[32],route_b2_quant_text_rag,extracted,,quant_text_rag,次,12,number,2024
core,S,0.9400000000000001,安全生产 承包商：损失工时工作事故率(LTIR)(每百万工时) 2024年 0,lost_work_days_due_to_injury,因工伤损失工作日数,quantitative,manufacturing,route_a_selected,,page_41.png,0,0.9400000000000001,normalized_alias_match:损失工时; schema_match_validated,extracted,,,,,,,,,,,,,,,,承包商：损失工时工作事故率(LTIR)(每百万工时),page_41.png,route_a_appendix_table,extracted,S5: 职业健康与安全-安全生产,安全生产,,0,number,2024
core,S,0.96,研发人员数量 人 2024年 113,r_and_d_personnel_count,研发人员数量,quantitative,manufacturing,route_a_selected,,page_18.png,113,0.96,normalized_alias_match:研发人员数量; schema_match_validated,extracted,,,,,,,,,,,,,,,,研发人员数量,page_18.png,route_a_appendix_table,extracted,关键绩效-研发人员情况,,人,113,number,2024
core,S,0.9400000000000001,"研发投入 万元 2022年 2,022.38 2023年 2,552.49 2024年 4,295.80",r_and_d_expense,研发投入金额,quantitative,manufacturing,route_a_selected,,page_18.png,"4,295.80",0.9400000000000001,normalized_alias_match:研发投入; schema_match_validated,extracted,,,,,,,,,,,,,,,,研发投入,page_18.png,route_a_appendix_table,extracted,研发规划与投入-研发绩效,,万元,4295.8,number,2024
core,S,0.0,,public_welfare_investment,公益投入金额,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,board_size,董事会人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,independent_directors,独立董事人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.96,董事会 独立董事占比 % 2024年 33.33,independent_director_ratio,独立董事比例,quantitative,manufacturing,route_a_selected,,page_13.png,33.33,0.96,normalized_alias_match:独立董事占比; schema_match_validated,extracted,,,,,,,,,,,,,,,,董事会独立性,page_13.png,route_a_appendix_table,extracted,关键绩效表-治理维度,董事会,%,33.33,percentage,2024
core,G,0.0,,female_directors,女性董事人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.94,董事会 公司共召开董事会次数 次 2024年 7,board_meetings,董事会会议次数,quantitative,manufacturing,route_a_selected,,page_12.png,7,0.94,heuristic_board_meetings_short_label; schema_match_validated,extracted,,,,,,,,,,,,,,,,公司共召开董事会次数,page_12.png,route_a_appendix_table,extracted,关键绩效表-董事会,董事会,次,7,number,2024
core,G,0.95,报告期内，公司共召开股东大会2次,shareholder_meetings,股东大会会议次数,quantitative,manufacturing,route_b2_filled_missing_route_a,,,2次,0.0,not_found,missing,0.95,报告期内，公司共召开股东大会2次,true,2次,定位到目标字段同义词'股东大会'，提取到明确数值'2'和单位'次'，上下文明确为股东大会会议次数，无董事会/监事会干扰，年份根据上下文推断为报告期2024年,[12],次,2,2024,,,,,,,股东大会会议次数,[12],route_b2_quant_text_rag,extracted,,quant_text_rag,次,2,number,2024
core,G,0.0,,anti_corruption_training_sessions,反腐败培训次数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,anti_corruption_training_participants,反腐败培训人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,confirmed_corruption_cases,确认腐败案件数量,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.95,制定ESG 工作目标和发展方向,esg_strategy_targets,ESG战略目标,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,制定ESG 工作目标和发展方向,true,候选文本中明确提到'制定ESG工作目标和发展方向'，该表述直接对应ESG战略目标的定义，且来源于董事会战略与ESG委员会的职责描述，符合定性指标抽取规则。,[7],公司制定ESG工作目标和发展方向，并通过董事会战略与ESG委员会审议和批准ESG管理制度与报告。,公司制定ESG工作目标和发展方向，并通过董事会战略与ESG委员会审议和批准ESG管理制度与报告。,[7],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.0,,climate_risk_management,气候风险识别与管理,qualitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,boolean_or_text,
core,E,0.9,加强环境管理体系建,environmental_management_system,环境管理体系,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.9,加强环境管理体系建,true,候选文本中明确提到‘加强环境管理体系建’，虽为不完整句，但结合下文page 5中‘通过了ISO 14002环境管理体系认证’（应为ISO 14001笔误），可确认环境管理体系被明确报告。根据规则，需以原文为准，‘加强环境管理体系建’为直接证据，且page 5的认证信息进一步佐证该指标被报告。,[4],公司加强环境管理体系建设和完善环境管理制度，并通过ISO 14001环境管理体系认证。,公司加强环境管理体系建设和完善环境管理制度，并通过ISO 14001环境管理体系认证。,[4],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,公司致力于能源管理的创新与优化，通过加大创新投入和实施节能技术改造，不断提升能源利用效率，探索更加高效、环保的能源管理模式。,energy_saving_measures,节能减排措施,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司致力于能源管理的创新与优化，通过加大创新投入和实施节能技术改造，不断提升能源利用效率，探索更加高效、环保的能源管理模式。,true,候选文本明确提及'节能技术改造'和'提升能源利用效率'，属于'节能措施'的直接表述，且与'节能减排'主题高度相关，符合目标指标的别名定义。,[9],公司通过加大创新投入和实施节能技术改造，提升能源利用效率，并将节能减排指标融入经营绩效考核体系。,公司通过加大创新投入和实施节能技术改造，提升能源利用效率，并将节能减排指标融入经营绩效考核体系。,[9],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,为提升水资源利用效率，公司全面排查了厕所内的漏水点，并更换为快开水龙头，有效避免了“跑、冒、滴、漏”现象的发生，切实减少了水资源浪费。公司加工中心事业部购置了通过式超声波喷淋清洗机（以下简称清洗机），清洗机在清洗过程中使用的水量较少，减少了不必要的水资源浪费；清洗机的喷淋系统还配置了带式除油机，经除油后的水可循环使用或进行深度处理，节油节水，实现资源的可持续利用；通过清洗机的循环过滤系统，有效地利用清洗液，减少了废液产生，起到了保护环境的效果。公司加工中心事业部购置的驾驶式洗地机，相对于传统的手工打扫地面，具有十分明显的节水效果，2L水可清洗60㎡左右的地面；洗地机配备的吸水橡胶条，可确保将污水完全吸入水箱，避免水的浪费。,water_management_measures,水资源管理措施,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,为提升水资源利用效率，公司全面排查了厕所内的漏水点，并更换为快开水龙头，有效避免了“跑、冒、滴、漏”现象的发生，切实减少了水资源浪费。公司加工中心事业部购置了通过式超声波喷淋清洗机（以下简称清洗机），清洗机在清洗过程中使用的水量较少，减少了不必要的水资源浪费；清洗机的喷淋系统还配置了带式除油机，经除油后的水可循环使用或进行深度处理，节油节水，实现资源的可持续利用；通过清洗机的循环过滤系统，有效地利用清洗液，减少了废液产生，起到了保护环境的效果。公司加工中心事业部购置的驾驶式洗地机，相对于传统的手工打扫地面，具有十分明显的节水效果，2L水可清洗60㎡左右的地面；洗地机配备的吸水橡胶条，可确保将污水完全吸入水箱，避免水的浪费。,true,候选文本明确描述了多项具体的水资源管理措施，包括设备改造、技术升级和循环利用，直接对应“水资源管理措施”指标，且所有内容均来自原文，未做任何推断或补全。,[37],公司通过排查漏水点、更换快开水龙头、购置节水型清洗机和洗地机、循环利用水资源等措施提升水资源利用效率。,公司通过排查漏水点、更换快开水龙头、购置节水型清洗机和洗地机、循环利用水资源等措施提升水资源利用效率。,[37],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,公司遵循《国家危险废物名录》对固体危险废弃物进行分类，依据《一般工业固体废弃物贮存、处置场污染控制标准》和《危险废弃物贮存污染控制标准》的要求建设固体废弃物的临时储存场并及时清运处置。公司重视危险废物的贮存、转移和处置工作，与有资质的危废处置公司签订了委托处置协议，并交由专业的危废处理厂家进行安全、高效的处理工作。遵循减量化、资源化的原则，集中于固定场所堆置，并按统一标准进行无害化处理。,waste_management_measures,废弃物管理措施,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司遵循《国家危险废物名录》对固体危险废弃物进行分类，依据《一般工业固体废弃物贮存、处置场污染控制标准》和《危险废弃物贮存污染控制标准》的要求建设固体废弃物的临时储存场并及时清运处置。公司重视危险废物的贮存、转移和处置工作，与有资质的危废处置公司签订了委托处置协议，并交由专业的危废处理厂家进行安全、高效的处理工作。遵循减量化、资源化的原则，集中于固定场所堆置，并按统一标准进行无害化处理。,true,候选文本明确描述了固体废弃物和危险废弃物的分类、储存、处置流程及管理原则，符合废弃物管理措施的定义，且引用了相关标准和具体操作方式，证据完整且直接支持该指标。,[38],公司对固体废弃物进行分类管理，建设符合标准的临时储存场，委托有资质的危废处置公司进行安全处理，并遵循减量化、资源化和无害化原则。,公司对固体废弃物进行分类管理，建设符合标准的临时储存场，委托有资质的危废处置公司进行安全处理，并遵循减量化、资源化和无害化原则。,[38],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.9,保障员工权益,employee_rights_policy,员工权益保障政策,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.9,保障员工权益,true,候选文本在第12页的实质性议题清单中明确列出'保障员工权益'，该表述直接对应'员工权益保障政策'的定义，且为报告原文，未作推断或补全。,[12],公司明确提及保障员工权益，并将其作为ESG实质性议题之一。,公司明确提及保障员工权益，并将其作为ESG实质性议题之一。,[12],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,公司秉承 “预防为主、防治结合” 的职业病防治方针和 “安全第一、预防为主、综合治理” 的安全生产方针，建立健全职业健康与安全生产管理体系，严格遵守《中华人民共和国职业病防治法》《中华人民共和国安全生产法》等相关法律法规，制定《安全生产管理制度》，设立安全环保部和安全生产委员会，致力于为员工创造健康、安全的工作环境。公司通过了 ISO 45001 职业健康安全管理体系认证。,occupational_health_safety_system,职业健康安全管理体系,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司秉承 “预防为主、防治结合” 的职业病防治方针和 “安全第一、预防为主、综合治理” 的安全生产方针，建立健全职业健康与安全生产管理体系，严格遵守《中华人民共和国职业病防治法》《中华人民共和国安全生产法》等相关法律法规，制定《安全生产管理制度》，设立安全环保部和安全生产委员会，致力于为员工创造健康、安全的工作环境。公司通过了 ISO 45001 职业健康安全管理体系认证。,true,候选文本明确提及“建立健全职业健康与安全生产管理体系”并直接说明“通过了 ISO 45001 职业健康安全管理体系认证”，与目标指标的别名“职业健康安全管理体系”完全对应，符合定性指标抽取规则。,[30],公司建立健全职业健康与安全生产管理体系，并通过了ISO 45001职业健康安全管理体系认证。,公司建立健全职业健康与安全生产管理体系，并通过了ISO 45001职业健康安全管理体系认证。,[30],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,公司秉持“以人为本”的发展理念，高度重视员工培训与发展。年，公司发布《关于印发年度教育培训计划的通知》，系统规划年度员工培训计划，以满足员工职业发展需求。公司融合内部自主培训与外部授课培训，依托国机集团网络学院平台及线下授课资源，构建了丰富、灵活且多元化的培训课程体系。通过有计划、有目标的教育培训，公司在知识、技能和思想层面为员工提供全方位支持，助力员工职业成长。公司建立员工职业发展通道，持续优化用人选人机制，保障人才可持续发展。,employee_training_development,员工培训与发展机制,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司秉持“以人为本”的发展理念，高度重视员工培训与发展。年，公司发布《关于印发年度教育培训计划的通知》，系统规划年度员工培训计划，以满足员工职业发展需求。公司融合内部自主培训与外部授课培训，依托国机集团网络学院平台及线下授课资源，构建了丰富、灵活且多元化的培训课程体系。通过有计划、有目标的教育培训，公司在知识、技能和思想层面为员工提供全方位支持，助力员工职业成长。公司建立员工职业发展通道，持续优化用人选人机制，保障人才可持续发展。,true,候选文本明确提及了员工培训与发展机制的具体措施，包括年度培训计划的发布、培训体系的构建、职业发展通道的建立以及人才可持续发展的保障，完全符合目标指标的定义。,[29],公司建立并完善员工职业发展通道，构建多元化培训课程体系，系统规划年度培训计划，支持员工知识、技能和思想层面的发展。,公司建立并完善员工职业发展通道，构建多元化培训课程体系，系统规划年度培训计划，支持员工知识、技能和思想层面的发展。,[29],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,公司招聘流程秉承公平竞争、公开透明、择优录取原则，确保求职者机会平等， 确保员工不受性别、年龄、种族、宗教信仰、残疾状况、婚姻状况、生育状况、性取向等因素影响招聘录用、薪酬待遇、职业发展等。公司坚决禁止一切形式的骚扰、雇佣童工以及强迫劳动，创造多元、平等、包容的工作环境。,diversity_equal_opportunity,多元化与平等雇佣政策,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司招聘流程秉承公平竞争、公开透明、择优录取原则，确保求职者机会平等， 确保员工不受性别、年龄、种族、宗教信仰、残疾状况、婚姻状况、生育状况、性取向等因素影响招聘录用、薪酬待遇、职业发展等。公司坚决禁止一切形式的骚扰、雇佣童工以及强迫劳动，创造多元、平等、包容的工作环境。,true,候选文本明确提及‘机会平等’‘多元、平等、包容的工作环境’，并列出具体禁止歧视的因素（如性别、年龄、种族、残疾等），直接对应‘多元化与平等雇佣政策’指标，且有完整句子作为证据。,[27],公司制定并执行多元化与平等雇佣政策，确保招聘、薪酬和职业发展不受性别、年龄、种族、宗教信仰、残疾状况等因素影响。,公司制定并执行多元化与平等雇佣政策，确保招聘、薪酬和职业发展不受性别、年龄、种族、宗教信仰、残疾状况等因素影响。,[27],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.92,为规范供应商管理，优化采购流程，降低采购成本，公司制定了《供应商管理制度》并严格执行。根据供应商管理办法，公司对供应商提交的资质文件和材料进行严格审核。采购部门、质量检验部门、技术质量部及技术中心共同参与，重点评估供应商的生产设备、经营状况、质量控制体系、研发能力以及产品实际使用表现。同时，公司还会进行样品检测和小样检测，优先选择已通过产品质量认证和质量体系认证的供应商作为合格供方。报告期内，公司内部通过可持续采购培训的采购员比例100%。,supplier_esg_assessment,供应商ESG管理机制,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.92,为规范供应商管理，优化采购流程，降低采购成本，公司制定了《供应商管理制度》并严格执行。根据供应商管理办法，公司对供应商提交的资质文件和材料进行严格审核。采购部门、质量检验部门、技术质量部及技术中心共同参与，重点评估供应商的生产设备、经营状况、质量控制体系、研发能力以及产品实际使用表现。同时，公司还会进行样品检测和小样检测，优先选择已通过产品质量认证和质量体系认证的供应商作为合格供方。报告期内，公司内部通过可持续采购培训的采购员比例100%。,true,文本明确提及《供应商管理制度》、供应商评估流程（多部门联合审核）、供应商认证要求（质量/环境/职业健康安全体系）、可持续采购培训，以及优先选择认证供应商，这些内容完整覆盖了供应商ESG管理机制的核心要素，符合定性指标抽取规则。,[25],公司制定了《供应商管理制度》并严格执行，通过多部门联合评估供应商的资质、质量控制体系、研发能力及产品表现，并推动可持续采购培训和供应商认证管理。,公司制定了《供应商管理制度》并严格执行，通过多部门联合评估供应商的资质、质量控制体系、研发能力及产品表现，并推动可持续采购培训和供应商认证管理。,[25],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
