column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.0,年度发生7-10级工伤 <1人/次成直接经济损失10万元（含）-30万元/次的事故 <3起，年度累计工伤 <6起。,年度发生7-10级工伤 <1人/次成直接经济损失10万元（含）-30万元/次的事故 <3起，年度累计工伤 <6起。,page_27.png,<1人/次成直接经济损失10万元（含）-30万元/次的事故 <3起，年度累计工伤 <6起。,no_schema_match,中航风电2024年安全生产目标,,,<1人/次成直接经济损失10万元（含）-30万元/次的事故 <3起，年度累计工伤 <6起。,"{""2024年"": ""<1人/次成直接经济损失10万元（含）-30万元/次的事故 <3起，年度累计工伤 <6起。""}",2024
2024年,0.0,杜绝酒后驾车，且公司员工负主要责任并造成第三年人身死亡的交通事故 <1起，不发生职业病病例或发生职业中毒事故。,杜绝酒后驾车，且公司员工负主要责任并造成第三年人身死亡的交通事故 <1起，不发生职业病病例或发生职业中毒事故。,page_27.png,<1起，不发生职业病病例或发生职业中毒事故。,no_schema_match,中航风电2024年安全生产目标,,,<1起，不发生职业病病例或发生职业中毒事故。,"{""2024年"": ""<1起，不发生职业病病例或发生职业中毒事故。""}",2024
2024年,0.0,对各省工程项目和在远海风电场进行“四不两直”安全检查覆盖率 100%，安全隐患发现率 ≥90%，安全隐患整改及时率 ≥90%。,对各省工程项目和在远海风电场进行“四不两直”安全检查覆盖率 100%，安全隐患发现率 ≥90%，安全隐患整改及时率 ≥90%。,page_27.png,"100%, ≥90%, ≥90%",no_schema_match,中航风电2024年安全生产目标,,%,"100%, ≥90%, ≥90%","{""2024年"": ""100%, ≥90%, ≥90%""}",2024
2024年,0.0,公司乡村振兴投入金额 万元 2024年 17318,公司乡村振兴投入金额,page_33.png,17318,no_schema_match,量化数据绩效表-乡村振兴,,万元,17318,"{""2024年"": ""17318""}",2024
2024年,0.0,云南南华、丘北、勐腊对口帮扶县采购茶叶、腊肉、核桃等农副产品金额 万元 2024年 42.73,云南南华、丘北、勐腊对口帮扶县采购茶叶、腊肉、核桃等农副产品金额,page_33.png,42.73,no_schema_match,量化数据绩效表-乡村振兴,,万元,42.73,"{""2024年"": ""42.73""}",2024
2024年,0.0,四川南部县采购理塘6.16万元 万元 2024年 6.16,四川南部县采购理塘6.16万元,page_33.png,6.16,no_schema_match,量化数据绩效表-乡村振兴,,万元,6.16,"{""2024年"": ""6.16""}",2024
2024年,0.0,新疆合营投资建设3个风电场项目，总投资额 亿元 2024年 70,新疆合营投资建设3个风电场项目，总投资额,page_33.png,70,no_schema_match,量化数据绩效表-乡村振兴,,亿元,70,"{""2024年"": ""70""}",2024
2024年,0.0,预计到2025年将带动就业人数 人 2024年 125,预计到2025年将带动就业人数,page_33.png,125,no_schema_match,量化数据绩效表-乡村振兴,,人,125,"{""2024年"": ""125""}",2024
2024年,0.0,预计增加政府税收收入 万元 2024年 1720,预计增加政府税收收入,page_33.png,1720,no_schema_match,量化数据绩效表-乡村振兴,,万元,1720,"{""2024年"": ""1720""}",2024
2024年,0.0,获得兵二Ⅱ期8万千瓦风电项目批复，重点开发巴州若羌罗布风口区，预计投资 亿元 2024年 3.8,获得兵二Ⅱ期8万千瓦风电项目批复，重点开发巴州若羌罗布风口区，预计投资,page_33.png,3.8,no_schema_match,量化数据绩效表-乡村振兴,,亿元,3.8,"{""2024年"": ""3.8""}",2024
2024年,0.0,公司社会志愿服务活动惠及人数 人 2024年 4000,公司社会志愿服务活动惠及人数,page_33.png,4000,no_schema_match,量化数据绩效表-投身公益慈善,,人,4000,"{""2024年"": ""4000""}",2024
2024年,0.0,总资产 亿元 2022年 75.29 2023年 480.81 2024年 481.04,总资产,page_36.png,481.04,no_schema_match,关键绩效,,亿元,481.04,"{""2022年"": ""75.29"", ""2023年"": ""480.81"", ""2024年"": ""481.04""}",2024
2024年,0.0,营业收入 亿元 2022年 33.49 2023年 144.86 2024年 84.23,营业收入,page_36.png,84.23,business_performance_not_core_esg,关键绩效,,亿元,84.23,"{""2022年"": ""33.49"", ""2023年"": ""144.86"", ""2024年"": ""84.23""}",2024
2024年,0.0,利税总额 亿元 2022年 1.18 2023年 1.5 2024年 3.51,利税总额,page_36.png,3.51,no_schema_match,关键绩效,,亿元,3.51,"{""2022年"": ""1.18"", ""2023年"": ""1.5"", ""2024年"": ""3.51""}",2024
2024年,0.0,净利润 亿元 2022年 1.1 2023年 1.62 2024年 1.46,净利润,page_36.png,1.46,business_performance_not_core_esg,关键绩效,,亿元,1.46,"{""2022年"": ""1.1"", ""2023年"": ""1.62"", ""2024年"": ""1.46""}",2024
2024年,0.0,纳税总额 亿元 2022年 0.77 2023年 2.07 2024年 6.16,纳税总额,page_36.png,6.16,business_performance_not_core_esg,关键绩效,,亿元,6.16,"{""2022年"": ""0.77"", ""2023年"": ""2.07"", ""2024年"": ""6.16""}",2024
2024年,0.0,报告期内派东分红总额 亿元 2022年 0.44 2023年 0.33 2024年 0.5,报告期内派东分红总额,page_36.png,0.5,no_schema_match,关键绩效,,亿元,0.5,"{""2022年"": ""0.44"", ""2023年"": ""0.33"", ""2024年"": ""0.5""}",2024
2024年,0.0,净资产收益率 % 2022年 2.52 2023年 1.76 2024年 1.91,净资产收益率,page_36.png,1.91,business_performance_not_core_esg,关键绩效,,%,1.91,"{""2022年"": ""2.52"", ""2023年"": ""1.76"", ""2024年"": ""1.91""}",2024
2024年,0.0,总资产报酬率 % 2022年 2.12 2023年 1.41 2024年 1.58,总资产报酬率,page_36.png,1.58,no_schema_match,关键绩效,,%,1.58,"{""2022年"": ""2.12"", ""2023年"": ""1.41"", ""2024年"": ""1.58""}",2024
2024年,0.0,资产负债率 % 2022年 42.24 2023年 76.36 2024年 75.27,资产负债率,page_36.png,75.27,business_performance_not_core_esg,关键绩效,,%,75.27,"{""2022年"": ""42.24"", ""2023年"": ""76.36"", ""2024年"": ""75.27""}",2024
2024年,0.0,国有资本保值增值率 % 2022年 102.76 2023年 162.22 2024年 101.44,国有资本保值增值率,page_36.png,101.44,no_schema_match,关键绩效,,%,101.44,"{""2022年"": ""102.76"", ""2023年"": ""162.22"", ""2024年"": ""101.44""}",2024
2024年,0.0,守法合规培训次数 次 2022年 15 2023年 32 2024年 33,守法合规培训次数,page_36.png,33,no_schema_match,关键绩效,,次,33,"{""2022年"": ""15"", ""2023年"": ""32"", ""2024年"": ""33""}",2024
2024年,0.9342857142857143,反贪腐培训次数 次 2022年 6 2023年 54 2024年 58,反贪腐培训次数,page_36.png,58,rejected_by_schema_validator:required_keyword_missing; original_reason=fuzzy_alias_match:0.86:反腐败培训次数,关键绩效,,次,58,"{""2022年"": ""6"", ""2023年"": ""54"", ""2024年"": ""58""}",2024
2024年,0.0,ESG培训次数 次 2022年 3 2023年 3 2024年 2,ESG培训次数,page_36.png,2,no_schema_match,关键绩效,,次,2,"{""2022年"": ""3"", ""2023年"": ""3"", ""2024年"": ""2""}",2024
2024年,0.92,研发投入占主营业务收入比例 % 2022年 2.42 2023年 4.38 2024年 5.53,研发投入占主营业务收入比例,page_36.png,5.53,rejected_by_schema_validator:unit_type_mismatch:money; original_reason=alias_match:研发投入,关键绩效,,%,5.53,"{""2022年"": ""2.42"", ""2023年"": ""4.38"", ""2024年"": ""5.53""}",2024
2024年,0.93,研发人员占员工总人数比例 % 2022年 34.67 2023年 24.19 2024年 25.76,研发人员占员工总人数比例,page_36.png,25.76,rejected_by_schema_validator:unit_type_mismatch:person_count; original_reason=heuristic_total_employees,关键绩效,,%,25.76,"{""2022年"": ""34.67"", ""2023年"": ""24.19"", ""2024年"": ""25.76""}",2024
2024年,0.0,有效专利数 件 2022年 462 2023年 105C 2024年 1007,有效专利数,page_36.png,1007,no_schema_match,关键绩效,,件,1007,"{""2022年"": ""462"", ""2023年"": ""105C"", ""2024年"": ""1007""}",2024
2024年,0.0,每百万元台收有效专利数 件 2022年 0.14 2023年 0.07 2024年 0.12,每百万元台收有效专利数,page_36.png,0.12,no_schema_match,关键绩效,,件,0.12,"{""2022年"": ""0.14"", ""2023年"": ""0.07"", ""2024年"": ""0.12""}",2024
2024年,0.0,完成专利受理 件 2022年 236 2023年 86 2024年 501,完成专利受理,page_36.png,501,no_schema_match,关键绩效,,件,501,"{""2022年"": ""236"", ""2023年"": ""86"", ""2024年"": ""501""}",2024
2024年,0.88,环保专利授权 件 56 15 175,环保专利授权,page_37.png,175,rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_authorized_patents_new,ESG 绩效数据表-环境绩效,,件,175,"{""2022年"": ""56"", ""2023年"": ""15"", ""2024年"": ""175""}",2024
2024年,0.0,全员劳动生产率 万元/人 49.12 49.16 57.16,全员劳动生产率,page_37.png,57.16,no_schema_match,ESG 绩效数据表-环境绩效,,万元/人,57.16,"{""2022年"": ""49.12"", ""2023年"": ""49.16"", ""2024年"": ""57.16""}",2024
2024年,0.94,环保总投入 万元 4149.58 5538.72 5538.72,环保总投入,page_37.png,5538.72,rejected_by_schema_validator:required_keyword_missing; original_reason=fuzzy_alias_match:0.89:环保投入,ESG 绩效数据表-环境绩效,,万元,5538.72,"{""2022年"": ""4149.58"", ""2023年"": ""5538.72"", ""2024年"": ""5538.72""}",2024
2024年,0.0,环保总投入占营业收入比例 % 3.29 0.66 0.66,环保总投入占营业收入比例,page_37.png,0.66,business_performance_not_core_esg,ESG 绩效数据表-环境绩效,,%,0.66,"{""2022年"": ""3.29"", ""2023年"": ""0.66"", ""2024年"": ""0.66""}",2024
2024年,0.93,环保培训覆盖率 % 100 100 100,环保培训覆盖率,page_37.png,100,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:培训覆盖率,ESG 绩效数据表-环境绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,全年上网电量 亿千瓦时 14.47 33.34 33.34,全年上网电量,page_37.png,33.34,no_schema_match,ESG 绩效数据表-环境绩效,,亿千瓦时,33.34,"{""2022年"": ""14.47"", ""2023年"": ""33.34"", ""2024年"": ""33.34""}",2024
2024年,0.0,年度市电用量 万千瓦时 47794.48 53133.88 53133.88,年度市电用量,page_37.png,53133.88,no_schema_match,ESG 绩效数据表-环境绩效,,万千瓦时,53133.88,"{""2022年"": ""47794.48"", ""2023年"": ""53133.88"", ""2024年"": ""53133.88""}",2024
2024年,0.0,能耗消耗总量 吨标准煤 13335.31 9082.19 9082.19,能耗消耗总量,page_37.png,9082.19,no_schema_match,ESG 绩效数据表-环境绩效,,吨标准煤,9082.19,"{""2022年"": ""13335.31"", ""2023年"": ""9082.19"", ""2024年"": ""9082.19""}",2024
2024年,0.0,清洁能源使用量 千瓦时 1274704 1499027.31 1499027.31,清洁能源使用量,page_37.png,1499027.31,no_schema_match,ESG 绩效数据表-环境绩效,,千瓦时,1499027.31,"{""2022年"": ""1274704"", ""2023年"": ""1499027.31"", ""2024年"": ""1499027.31""}",2024
2024年,0.0,减少秸秆二氧化硫当量 万吨 147.95 442.63 442.63,减少秸秆二氧化硫当量,page_37.png,442.63,no_schema_match,ESG 绩效数据表-环境绩效,,万吨,442.63,"{""2022年"": ""147.95"", ""2023年"": ""442.63"", ""2024年"": ""442.63""}",2024
2024年,0.93,一般废弃物排放量 吨 10908.04 48743 48743,一般废弃物排放量,page_37.png,48743,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_non_hazardous_waste,ESG 绩效数据表-环境绩效,,吨,48743,"{""2022年"": ""10908.04"", ""2023年"": ""48743"", ""2024年"": ""48743""}",2024
2024年,0.0,工业固体废物重复利用率 % 100 100 100,工业固体废物重复利用率,page_37.png,100,no_schema_match,ESG 绩效数据表-环境绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,固废处置合规率 % 100 100 100,固废处置合规率,page_37.png,100,no_schema_match,ESG 绩效数据表-环境绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,污染物排放达标率 % 100 100 100,污染物排放达标率,page_37.png,100,no_schema_match,ESG 绩效数据表-环境绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,主要污染物排放达标率 % 100 100 100,主要污染物排放达标率,page_37.png,100,no_schema_match,ESG 绩效数据表-环境绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,按专业构成,按专业构成,page_37.png,,no_schema_match,ESG 绩效数据表-环境绩效,,,,"{""2022年"": null, ""2023年"": null, ""2024年"": null}",2024
2024年,0.0,生产技术人员 人 1235 3893 2685,生产技术人员,page_37.png,2685,no_schema_match,ESG 绩效数据表-环境绩效,,人,2685,"{""2022年"": ""1235"", ""2023年"": ""3893"", ""2024年"": ""2685""}",2024
2024年,0.0,销售人员 人 71 224 274,销售人员,page_37.png,274,no_schema_match,ESG 绩效数据表-环境绩效,,人,274,"{""2022年"": ""71"", ""2023年"": ""224"", ""2024年"": ""274""}",2024
2024年,0.0,财务人员 人 48 155 104,财务人员,page_37.png,104,no_schema_match,ESG 绩效数据表-环境绩效,,人,104,"{""2022年"": ""48"", ""2023年"": ""155"", ""2024年"": ""104""}",2024
2024年,0.0,按专业构成 行政人员 218 467 633,按专业构成,page_37.png,633,no_schema_match,ESG 绩效数据表-社会绩效,,行政人员,633,"{""2022年"": ""218"", ""2023年"": ""467"", ""2024年"": ""633""}",2024
2024年,0.0,按教育程度 研究生及以上学历 350 885 803,按教育程度,page_37.png,803,no_schema_match,ESG 绩效数据表-社会绩效,,研究生及以上学历,803,"{""2022年"": ""350"", ""2023年"": ""885"", ""2024年"": ""803""}",2024
2024年,0.0,本科 人 928 2587 2067,本科,page_37.png,2067,education_dimension_not_core_metric,ESG 绩效数据表-社会绩效,,人,2067,"{""2022年"": ""928"", ""2023年"": ""2587"", ""2024年"": ""2067""}",2024
2024年,0.0,大专及以下学历 人 294 1227 826,大专及以下学历,page_37.png,826,no_schema_match,ESG 绩效数据表-社会绩效,,人,826,"{""2022年"": ""294"", ""2023年"": ""1227"", ""2024年"": ""826""}",2024
2024年,0.92,按性别构成 女性员工比例 % 29.9 24.53 20.4,按性别构成,page_37.png,20.4,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:女性员工,ESG 绩效数据表-社会绩效,,女性员工比例,20.4,"{""2022年"": ""29.9"", ""2023年"": ""24.53"", ""2024年"": ""20.4""}",2024
2024年,0.0,女性管理者占比 % 35.2 12.76 14.95,女性管理者占比,page_37.png,14.95,no_schema_match,ESG 绩效数据表-社会绩效,,%,14.95,"{""2022年"": ""35.2"", ""2023年"": ""12.76"", ""2024年"": ""14.95""}",2024
2024年,0.0,劳动合同签订率 % 100 100 100,劳动合同签订率,page_37.png,100,no_schema_match,ESG 绩效数据表-社会绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,工会覆盖率 % 100 100 100,工会覆盖率,page_37.png,100,no_schema_match,ESG 绩效数据表-社会绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,健康安全覆盖率 % 100 100 100,健康安全覆盖率,page_37.png,100,no_schema_match,ESG 绩效数据表-社会绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,员工培训次数 次 34 4709 3266,员工培训次数,page_37.png,3266,no_schema_match,ESG 绩效数据表-社会绩效,,次,3266,"{""2022年"": ""34"", ""2023年"": ""4709"", ""2024年"": ""3266""}",2024
2024年,0.0,员工培训支出金额 万元 239.78 881.84 562.205,员工培训支出金额,page_37.png,562.205,no_schema_match,ESG 绩效数据表-社会绩效,,万元,562.205,"{""2022年"": ""239.78"", ""2023年"": ""881.84"", ""2024年"": ""562.205""}",2024
2024年,0.0,新增职业病 人 0 0 0,新增职业病,page_37.png,0,no_schema_match,ESG 绩效数据表-社会绩效,,人,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
2024年,0.0,安全生产投入占营业收入比例 % 0.406 0.086 0.1524,安全生产投入占营业收入比例,page_37.png,0.1524,business_performance_not_core_esg,ESG 绩效数据表-社会绩效,,%,0.1524,"{""2022年"": ""0.406"", ""2023年"": ""0.086"", ""2024年"": ""0.1524""}",2024
2024年,0.0,安全教育与培训次数 人次 2578 30814 89158,安全教育与培训次数,page_37.png,89158,no_schema_match,ESG 绩效数据表-社会绩效,,人次,89158,"{""2022年"": ""2578"", ""2023年"": ""30814"", ""2024年"": ""89158""}",2024
2024年,0.93,安全培训覆盖率 % 100 100 100,安全培训覆盖率,page_37.png,100,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:培训覆盖率,ESG 绩效数据表-社会绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,产品合格率 % 100 99.08 100,产品合格率,page_37.png,100,no_schema_match,ESG 绩效数据表-社会绩效,,%,100,"{""2022年"": ""100"", ""2023年"": ""99.08"", ""2024年"": ""100""}",2024
2024年,0.0,报告期内发生客户健康与安全负面事件 件 2022年 0 2023年 0 2024年 0,报告期内发生客户健康与安全负面事件,page_38.png,0,no_schema_match,ESG 数据表,,件,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
2024年,0.0,审核的供应商数量 家 2022年 675 2023年 1416 2024年 427,审核的供应商数量,page_38.png,427,no_schema_match,ESG 数据表,,家,427,"{""2022年"": ""675"", ""2023年"": ""1416"", ""2024年"": ""427""}",2024
2024年,0.0,乡村振兴总投资金额 万元 2022年 - 2023年 11.12 2024年 13.18,乡村振兴总投资金额,page_38.png,13.18,no_schema_match,ESG 数据表,,万元,13.18,"{""2022年"": ""-"", ""2023年"": ""11.12"", ""2024年"": ""13.18""}",2024
2024年,0.0,志愿服务参与人次 人次 2022年 283 2023年 710 2024年 693,志愿服务参与人次,page_38.png,693,no_schema_match,ESG 数据表,,人次,693,"{""2022年"": ""283"", ""2023年"": ""710"", ""2024年"": ""693""}",2024
2024年,0.0,年度志愿活动总时长 小时 2022年 4173 2023年 7347 2024年 6747,年度志愿活动总时长,page_38.png,6747,no_schema_match,ESG 数据表,,小时,6747,"{""2022年"": ""4173"", ""2023年"": ""7347"", ""2024年"": ""6747""}",2024
