metric_name,count,suggested_action,suggested_field_key,suggested_name_cn,suggested_alias,score,validator_status,validator_reason,unit,topic_examples,table_title_examples,page_examples,report_examples,candidate_details
间接能源消耗,2,keep_unknown,,,,0,,no_candidate,吨标准煤,能源,环境绩效-能源;关键绩效表-环境绩效,page_53.png;page_53_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
全年能源消耗强度,2,keep_unknown,,,,0,,no_candidate,吨标准煤/百万元,能源,环境绩效-能源;关键绩效表-环境绩效,page_53.png;page_53_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
监事会召开次数,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
战略委员会会议召开次数,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
薪酬与考核委员会会议召开次数,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
提名委员会会议召开次数,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
审计委员会会议召开次数,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
开展税务合规培训场次,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
发布公告数量,2,keep_unknown,,,,0,,no_candidate,个,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
开展数据安全相关培训场次,2,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
培训累计时长,2,keep_unknown,,,,0,,no_candidate,小时,,治理绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
针对内部开展培训场次,2,keep_unknown,,,,0,,no_candidate,次,,社会绩效-供应商管理;社会绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
内部培训累计时长,2,keep_unknown,,,,0,,no_candidate,小时,,社会绩效-供应商管理;社会绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
针对供应商开展培训场次,2,keep_unknown,,,,0,,no_candidate,次,,社会绩效-供应商管理;社会绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
供应商培训累计时长,2,keep_unknown,,,,0,,no_candidate,小时,,社会绩效-供应商管理;社会绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
供应商总数,2,keep_unknown,,,,0,,no_candidate,家,,社会绩效-供应商管理;社会绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
公司内部通过可持续采购培训的采购员比例,2,keep_unknown,,,,0,,no_candidate,%,,社会绩效-供应商管理;社会绩效,page_53.png;page_53_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
研发人员占比,2,keep_unknown,,,,0,,no_candidate,%,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
软件著作权,2,keep_unknown,,,,0,,no_candidate,件,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
每百万营收软件著作权数,2,keep_unknown,,,,0,,no_candidate,件/百万元,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
有效专利总数,2,keep_unknown,,,,0,,no_candidate,件,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
每百万营收有效专利数,2,keep_unknown,,,,0,,no_candidate,件/百万元,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
绩效考核覆盖率,2,keep_unknown,,,,0,,no_candidate,%,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
发放职工生育补贴,2,keep_unknown,,,,0,,no_candidate,万元,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
发放残疾人补贴,2,keep_unknown,,,,0,,no_candidate,万元,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
商业保险覆盖率,2,keep_unknown,,,,0,,no_candidate,%,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
爱心助学投入金额,2,keep_unknown,,,,0,,no_candidate,元,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
支持公益项目投入金额,2,keep_unknown,,,,0,,no_candidate,元,,附录：关键绩效表-社会绩效,page_54.png;page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
报告期内新进员工,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况;员工雇佣情况及员工流失情况表,page_54.png;page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
报告期内享受产假女员工,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况;员工雇佣情况及员工流失情况表,page_54.png;page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
按用工形式,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况;员工雇佣情况及员工流失情况表,page_54.png;page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
按民族,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况;员工雇佣情况及员工流失情况表,page_54.png;page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
员工流失情况,2,keep_unknown,,,,0,,no_candidate,%,,员工雇佣情况;员工雇佣情况及员工流失情况表,page_54.png;page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
30岁及以下,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
41至50岁,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
50岁及以下,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
高级管理层,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
中级管理层,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
港澳台地区员工,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
海外员工,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
中专及以下,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
本、专科,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
硕士及以上,2,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
帮助困难学子完成学业 改善其学习环境,1,keep_unknown,,,,0,,no_candidate,元,爱心助学,公益回馈,page_51.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
设立爱心基金会 为弱势群体提供 生活帮助、医疗救助,1,keep_unknown,,,,0,,no_candidate,元,扶危济困,公益回馈,page_51.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
支持慈善基金会 开展各类公益项目 涵盖扶贫、助老、环保等多个领域,1,keep_unknown,,,,0,,no_candidate,元,支持公益项目,公益回馈,page_51.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
爱心助学,1,keep_unknown,,,,0,,no_candidate,元,公益回馈,公益回馈-捐赠金额统计,page_51_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
扶危济困,1,keep_unknown,,,,0,,no_candidate,元,公益回馈,公益回馈-捐赠金额统计,page_51_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
支持公益项目,1,keep_unknown,,,,0,,no_candidate,元,公益回馈,公益回馈-捐赠金额统计,page_51_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
燃料总量,1,keep_unknown,,,,0,,no_candidate,升,,环境绩效-能源,page_53.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
柴油总量,1,keep_unknown,,,,0,,no_candidate,升,能源,关键绩效表-环境绩效,page_53_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
扶贫济困投入金额,1,keep_unknown,,,,0,,no_candidate,元,,附录：关键绩效表-社会绩效,page_54.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
劳动合同签约率,1,keep_unknown,,,,0,,no_candidate,%,,员工雇佣情况,page_54.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
女员工产假消返率,1,keep_unknown,,,,0,,no_candidate,%,,员工雇佣情况,page_54.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
按地区,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况,page_54.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
扶危济困投入金额,1,keep_unknown,,,,0,,no_candidate,元,,附录：关键绩效表-社会绩效,page_54_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
劳动合同覆盖率,1,keep_unknown,,,,0,,no_candidate,%,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
女员工产假期满返岗率,1,keep_unknown,,,,0,,no_candidate,%,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
正式员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
劳务人员,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
实习员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
普通员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
中国大陆员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
汉族员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
少数民族员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
少数民族员工比例,1,keep_unknown,,,,0,,no_candidate,%,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
基层员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
中国内地员工,1,keep_unknown,,,,0,,no_candidate,人,,员工雇佣情况及员工流失情况表,page_54_right.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,[]
