field_key,name_cn,category,indicator_type,status,value,raw_value,unit,year,row_label,topic,confidence,match_reason,page_image,evidence_text
total_waste,废弃物总量,E,quantitative,extracted,830913.88,"830,913.88",吨,2024,废弃物产生总量,,0.95,alias_match:废弃物产生总量; schema_match_validated,page_51_left.png,"废弃物处理 废弃物产生总量 吨 2022年 758,590.17 2023年 845,240.84 2024年 830,913.88"
waste_recycling_rate,废弃物回收利用率,E,quantitative,missing,,,,,,,0.0,,,
environmental_investment,环保投入金额,E,quantitative,extracted,5.9,5.9,亿元,2024,环保投入,环境合规管理,0.92,heuristic_environmental_investment; schema_match_validated,page_50.png,环境合规管理 环保投入 亿元 2022年 2.3 2023年 2.5 2024年 5.9
environmental_violation_cases,环境违规或处罚事件数量,E,quantitative,missing,,,,,,,0.0,,,
total_employees,员工总数,S,quantitative,extracted,25132,"25,132",人,2024,员工总数,员工,0.93,heuristic_total_employees; schema_match_validated,page_53.png,"员工总数 人 2022年 25,644 2023年 25,118 2024年 25,132"
male_employees,男性员工人数,S,quantitative,extracted,18671,"18,671",人,2024,男性,,0.9,alias_match:男性; schema_match_validated,page_53_right.png,"按性别划分 男性 人 18,535 18,361 18,671"
female_employees,女性员工人数,S,quantitative,extracted,6461,"6,461",人,2024,女性,,0.9,alias_match:女性; schema_match_validated,page_53_right.png,"按性别划分 女性 人 6,929 6,757 6,461"
female_employee_ratio,女性员工比例,S,quantitative,missing,,,,,,,0.0,,,
female_management_ratio,女性管理层比例,S,quantitative,missing,,,,,,,0.0,,,
minority_employees,少数民族员工人数,S,quantitative,extracted,112,112,人,2024,按民族划分,员工,0.92,alias_match:少数民族; schema_match_validated,page_53.png,按民族划分 少数民族 人 2022年 79 2023年 89 2024年 112
employees_under_30,30岁以下员工人数,S,quantitative,missing,,,,,,,0.0,,,
employees_30_to_50,30至50岁员工人数,S,quantitative,extracted,105,105,人,2024,按年龄划分,员工,0.95,llm_match:指标名称'按年龄划分'结合evidence_text中明确写出'30至50岁'，单位为'人'，数值为整数人数，与field_key employees_30_to_50的定义、别名（如'30至50岁员工人数'）和unit_examples（人）完全一致。; schema_match_validated,page_53.png,按年龄划分 30至50岁 人 2022年 81 2023年 109 2024年 105
employees_over_50,50岁以上员工人数,S,quantitative,missing,,,,,,,0.0,,,
employee_turnover_rate,员工流失率,S,quantitative,extracted,2.76,2.76,%,2024,员工离职率,员工,0.93,alias_match:员工离职率; schema_match_validated,page_53.png,员工离职率 % 2022年 1.16 2023年 1.93 2024年 2.76
training_total_hours,员工培训总时长,S,quantitative,missing,,,,,,,0.0,,,
training_hours_per_employee,人均培训时长,S,quantitative,missing,,,,,,,0.0,,,
training_coverage_rate,员工培训覆盖率,S,quantitative,missing,,,,,,,0.0,,,
training_expense,培训投入金额,S,quantitative,missing,,,,,,,0.0,,,
trained_employees_count,受训员工人数或人次,S,quantitative,missing,,,,,,,0.0,,,
work_injury_rate,工伤率,S,quantitative,extracted,0.03269,0.03269,%,2024,二十万小时记录工伤事故率（TRIR）²,,0.93,alias_match:工伤事故率; schema_match_validated,page_53.png,二十万小时记录工伤事故率（TRIR）² % 2022年 0.0173 2023年 0.0173 2024年 0.03269
work_related_fatalities,因工死亡人数,S,quantitative,extracted,0,0,人,2024,员工工亡死亡人数,,0.95,llm_match:员工工亡死亡人数与'因工死亡人数'语义完全一致，属于S类社会维度指标，且别名中明确包含'工亡人数'。; schema_match_validated,page_53.png,员工工亡死亡人数 人 2022年 0 2023年 0 2024年 0
lost_workdays_due_to_injury,因工伤损失工作日数,S,quantitative,missing,,,,,,,0.0,,,
social_insurance_coverage_rate,社会保险覆盖率,S,quantitative,extracted,100,100,%,2024,社会保险覆盖率,员工,0.95,alias_match:社会保险覆盖率; schema_match_validated,page_53.png,社会保险覆盖率 % 2022年 100 2023年 103 2024年 100
employee_health_record_coverage_rate,员工健康档案或体检覆盖率,S,quantitative,extracted,100,100,%,2024,体检覆盖率,,0.93,alias_match:体检覆盖率; schema_match_validated,page_53.png,体检覆盖率 % 2022年 100 2023年 100 2024年 100
r_and_d_investment,研发投入金额,S,quantitative,extracted,4.35,4.35,亿元,2024,研发投入金额,,0.92,alias_match:研发投入; schema_match_validated,page_52.png,研发投入金额 亿元 2.36 3.22 4.35
r_and_d_employees,研发人员数量,S,quantitative,extracted,2580,"2,580",人,2024,研发人员数量,,0.94,alias_match:研发人员数量; schema_match_validated,page_52.png,"研发人员数量 人 2,574 2,576 2,580"
authorized_patents_new,当年新增授权专利数量,S,quantitative,missing,,,,,,,0.0,,,
authorized_patents_total,累计授权专利数量,S,quantitative,extracted,1601,"1,601",件,2024,截至报告期末有效专利数量,,0.96,alias_match:截至报告期末有效专利数量; schema_match_validated,page_52_left.png,"截至报告期末有效专利数量 件 1,350 1,483 1,601"
customer_complaints,客户投诉数量,S,quantitative,missing,,,,,,,0.0,,,
board_size,董事会人数,G,quantitative,extracted,11,11,人,2024,董事人数,,0.92,alias_match:董事人数; schema_match_validated,page_54.png,董事人数 人 2022年 11 2023年 9 2024年 11
independent_directors,独立董事人数,G,quantitative,extracted,4,4,人,2024,独立董事人数,,0.94,alias_match:独立董事人数; schema_match_validated,page_54.png,独立董事人数 人 2022年 4 2023年 4 2024年 4
independent_director_ratio,独立董事比例,G,quantitative,missing,,,,,,,0.0,,,
female_directors,女性董事人数,G,quantitative,missing,,,,,,,0.0,,,
board_meetings,董事会会议次数,G,quantitative,extracted,18,18,次,2024,召开董事会次数,董事会,0.93,alias_match:董事会次数; schema_match_validated,page_44_right.png,董事会 召开董事会次数 次 2024年 18
shareholder_meetings,股东大会会议次数,G,quantitative,extracted,1,1,次,2024,召开年度股东大会次数,股东大会,0.94,alias_match:股东大会次数; schema_match_validated,page_44_right.png,股东大会 召开年度股东大会次数 次 2024年 1
anti_corruption_training_sessions,反腐败培训次数,G,quantitative,missing,,,,,,,0.0,,,
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,missing,,,,,,,0.0,,,
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,missing,,,,,,,0.0,,,
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,missing,,,,,,,0.0,,,
whistleblowing_cases,举报案件数量,G,quantitative,missing,,,,,,,0.0,,,
patent_applications_new,当年申请专利数量,S,quantitative,extracted,342,342,件,2024,报告期内专利申请数量,,0.94,alias_match:专利申请数量; schema_match_validated,page_52.png,报告期内专利申请数量 件 210 259 342
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,missing,,,,,,,0.0,,,
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,missing,,,,,,,0.0,,,
anti_corruption_policy,反腐败政策,G,qualitative,missing,,,,,,,0.0,,,
whistleblowing_mechanism,举报机制,G,qualitative,missing,,,,,,,0.0,,,
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,missing,,,,,,,0.0,,,
