page_image,table_title,topic,metric_name,unit,year,column_label,value,raw_value,values,evidence_text,reason,confidence
page_49.png,治理绩效,,董事、监事及高级管理人员报酬（包含现任和离任）,万元人民币,2024,2024年,489.5,489.50,"{""2024年"": ""489.50""}",董事、监事及高级管理人员报酬（包含现任和离任） 万元人民币 2024年 489.50,llm_no_match:该指标为董事、监事及高级管理人员报酬，属于薪酬披露类经营或治理细节信息，Core ESG Schema 中无对应 field_key；虽出现在‘治理绩效’表中，但未被定义为标准治理指标（如董事会人数、独立董事比例等），且不属于 G 类已列字段。,0.25
page_49.png,治理绩效,,接受反商业贿赂及反贪污培训的平均时长,小时,2024,2024年,4.94,4.94,"{""2024年"": ""4.94""}",接受反商业贿赂及反贪污培训的平均时长 小时 2024年 4.94,llm_no_match:Core ESG Schema 中无 '平均时长' 类指标；已有反腐败培训相关字段（anti_corruption_training_hours、anti_corruption_training_sessions 等）均要求为总量或次数，不包含人均/平均维度；'接受...的平均时长' 属于衍生计算指标，未在 aliases 或定义中覆盖。,0.3
page_49.png,治理绩效,,参加反商业贿赂及反贪污培训的董事人数及高级管理人员占比,%,2024,2024年,100,100,"{""2024年"": ""100""}",参加反商业贿赂及反贪污培训的董事人数及高级管理人员占比 % 2024年 100,llm_no_match:该指标为‘参加反商业贿赂及反贪污培训的董事人数及高级管理人员占比’，Core ESG Schema 中仅有反腐败培训参与人数、次数、时长及反腐败培训覆盖相关字段（如 anti_corruption_training_participants、anti_corruption_training_sessions、anti_corruption_training_hours），但无针对董事及高管群体的专项培训覆盖率字段；且 field_key 中无任何 alias 包含‘董事人数及高级管理人员占比’或类似分母限定为董监高、分子为其中参训者的比例型定义。因此不匹配。,0.3
page_49.png,治理绩效,,董事及高级管理人员接受反商业贿赂及反贪污培训的平均时长,小时/人,2024,2024年,3.75,3.75,"{""2024年"": ""3.75""}",董事及高级管理人员接受反商业贿赂及反贪污培训的平均时长 小时/人 2024年 3.75,llm_no_match:Core ESG Schema 中无‘平均时长’类指标；存在 anti_corruption_training_hours（反腐败培训总时长），但该指标明确限定为‘董事及高级管理人员’且为‘平均时长（小时/人）’，而 schema 中对应字段为总时长（单位：小时），未涵盖人均/平均维度，不满足严格匹配要求。,0.3
page_49.png,社会绩效-员工权益,,劳动合同签订率,%,2024,2024年,100,100,"{""2024年"": ""100""}",劳动合同签订率 % 2024年 100,llm_no_match:劳动合同签订率属于劳动关系管理类指标，Core ESG Schema 中无对应 field_key；虽属社会维度（S），但未在标准字段中定义，且不属于员工总数、性别比例、培训、工伤、社保覆盖率等已列明的 S 类指标。,0.3
page_49.png,社会绩效-员工权益,,社会保险覆盖,%,2024,2024年,100,100,"{""2024年"": ""100""}",社会保险覆盖 % 2024年 100,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:指标名称'社会保险覆盖'与field_key 'social_insurance_coverage_rate'的aliases'社会保险覆盖率'、'社保覆盖率'高度一致，单位为%，且属于S类社会维度指标。,0.95
page_49.png,报告后记-关键绩效表,,享受产假员工数,人,2024,2024年,57,57,"{""2024年"": ""57""}",享受产假员工数 人 2024年 57,llm_no_match:享受产假员工数属于人力资源福利执行类指标，Core ESG Schema 中无对应 field_key；虽与员工相关，但未在 S 类字段（如 total_employees、female_employees、training 等）中定义该具体福利项，不属于标准化 ESG 指标。,0.3
page_49.png,报告后记-关键绩效表,,享受产假返聘率,%,2024,2024年,100,100,"{""2024年"": ""100""}",享受产假返聘率 % 2024年 100,llm_no_match:享受产假返聘率属于人力资源管理中的特定福利实践指标，Core ESG Schema 中无对应 field_key；未在任何 aliases 或 category（S 类）中定义该指标，不属于标准 ESG 披露项。,0.2
page_49.png,报告后记-关键绩效表,,职代会审议通过项目数,项,2024,2024年,3,3,"{""2024年"": ""3""}",职代会审议通过项目数 项 2024年 3,llm_no_match:职代会审议通过项目数属于公司治理过程性活动指标，Core ESG Schema 中无对应 field_key（如董事会会议次数、股东大会次数等均不涵盖职代会事项），且未在 aliases 或语义上匹配任何现有字段。,0.25
page_49.png,报告后记-关键绩效表,,工会审议通过项目数,项,2024,2024年,3,3,"{""2024年"": ""3""}",工会审议通过项目数 项 2024年 3,llm_no_match:工会审议通过项目数属于公司治理过程中的内部民主管理活动指标，Core ESG Schema 中无对应 field_key（如 board_meetings、shareholder_meetings 等均指向法定治理机构，不涵盖工会）。该指标未在任何 aliases 中出现，且不属于环境、社会或治理类标准披露项。,0.25
page_49.png,报告后记-关键绩效表,,工会会员占在职员工的比例,%,2024,2024年,21,21,"{""2024年"": ""21""}",工会会员占在职员工的比例 % 2024年 21,llm_no_match:工会会员占比未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；Schema 中无任何 alias 或 field_key 涉及工会、会员、职工组织覆盖率等概念。,0.3
page_49.png,员工雇佣,,30-40岁（含30岁，不含40岁）,人,2024,2024年,526,526,"{""2024年"": ""526""}",30-40岁（含30岁，不含40岁） 人 2024年 526,llm_no_match:Core ESG Schema 中无 '30-40岁' 年龄分段字段；仅定义了 employees_under_30、employees_30_to_50、employees_over_50 三个标准区间，而 '30-40岁（含30岁，不含40岁）' 是细分子区间，不属于标准化 field_key。,0.3
page_49.png,员工雇佣,,40-50岁（含40岁，不含50岁）,人,2024,2024年,181,181,"{""2024年"": ""181""}",40-50岁（含40岁，不含50岁） 人 2024年 181,llm_no_match:该指标描述的是40-50岁员工人数，但Core ESG Schema中仅定义了employees_30_to_50（30至50岁员工人数），其aliases明确包含'30至50岁员工人数'、'30-50岁员工人数'等宽泛表述，未涵盖'40-50岁（含40岁，不含50岁）'这一严格区间切分；该粒度超出Schema定义范围，不属于标准字段。,0.3
page_49.png,员工雇佣,,高级管理层,人,2024,2024年,9,9,"{""2024年"": ""9""}",高级管理层 人 2024年 9,llm_no_match:高级管理层人数不属于 Core ESG Schema 中定义的任何 field_key；Schema 中仅包含董事会、独立董事、女性董事等治理相关结构指标，但无‘高级管理层’总人数字段。,0.3
page_49.png,员工雇佣,,中级管理层,人,2024,2024年,47,47,"{""2024年"": ""47""}",中级管理层 人 2024年 47,llm_no_match:中级管理层人数不属于 Core ESG Schema 中定义的任何 field_key；Schema 中仅包含女性管理层比例（female_management_ratio），但不包含中级管理层总人数这一指标。,0.3
page_49.png,员工雇佣,,其他员工,人,2024,2024年,855,855,"{""2024年"": ""855""}",其他员工 人 2024年 855,llm_no_match:“其他员工”是分类模糊的自定义人员类别，Core ESG Schema 中无对应 field_key；既非标准人口结构维度（如性别、年龄、民族），也未在 aliases 中出现，不属于 S 类标准化指标。,0.25
page_49_left.png,治理绩效,,董事、监事及高级管理人员报酬（包含现任和离任）,万元人民币,2024,2024年,489.3,489.30,"{""2024年"": ""489.30""}",董事、监事及高级管理人员报酬（包含现任和离任） 万元人民币 2024年 489.30,llm_no_match:该指标为董事、监事及高级管理人员报酬，属于公司治理中的薪酬披露范畴，但 Core ESG Schema 中无对应 field_key（如无 'executive_compensation' 或 'board_compensation' 等字段）；治理类字段仅涵盖董事会结构、会议、反腐败培训与举报等，不包含薪酬金额。因此不属于 Core ESG Schema。,0.25
page_49_left.png,治理绩效,,接受反商业贿赂及反贪污培训的平均时长,小时,2024,2024年,4.94,4.94,"{""2024年"": ""4.94""}",接受反商业贿赂及反贪污培训的平均时长 小时 2024年 4.94,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=llm_match:指标名称'接受反商业贿赂及反贪污培训的平均时长'与field_key 'anti_corruption_training_hours'的aliases中'向董事及高级管理人员提供的反商业贿赂及反贪污培训总时长'、'提供的反商业贿赂及反贪污培训总时长'等语义高度一致，且单位为小时，符合value_type: number和unit_examples: 小时；虽含'平均'二字，但结合上下文（单值、表格行标题为'平均时长'），实际表示人均/平均意义上的总培训时长统计口径，属于该字段合理覆盖范围。,0.95
page_49_left.png,治理绩效,,参加反商业贿赂及反贪污培训的董事人数及高级管理人员占比,%,2024,2024年,100,100,"{""2024年"": ""100""}",参加反商业贿赂及反贪污培训的董事人数及高级管理人员占比 % 2024年 100,llm_no_match:Core ESG Schema 中无对应字段描述‘董事及高级管理人员在反商业贿赂及反贪污培训中的占比’；已有字段 anti_corruption_training_participants 和 anti_corruption_training_hours 均为总量或时长指标，不涉及特定人群（董监高）的覆盖率或占比；该指标属于治理实践细分维度，但未被纳入 Core Schema。,0.3
page_49_left.png,治理绩效,,董事及高级管理人员接受反商业贿赂及反贪污培训的平均时长,小时/人,2024,2024年,3.75,3.75,"{""2024年"": ""3.75""}",董事及高级管理人员接受反商业贿赂及反贪污培训的平均时长 小时/人 2024年 3.75,llm_no_match:Core ESG Schema 中无‘平均时长’类指标；存在的是反腐败培训总时长（anti_corruption_training_hours）和人均培训时长（training_hours_per_employee），但前者属G类且未限定‘董事及高级管理人员’，后者属S类且面向全体员工。该指标为细分人群（董监高）的平均时长，Schema中无对应field_key，故不匹配。,0.3
page_49_left.png,社会绩效-员工权益,,劳动合同签订率,%,2024,2024年,100,100,"{""2024年"": ""100""}",劳动合同签订率 % 2024年 100,llm_no_match:劳动合同签订率未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准字段；虽属员工权益范畴，但 Schema 中无对应 field_key（如 social_insurance_coverage_rate、employee_health_record_coverage_rate 等均为覆盖率类指标，但无劳动合同签订率别名或等效定义）。,0.3
page_49_right.png,报告后记-治理绩效,,享受产假员工数,人,2024,2024年,57,57,"{""2024年"": ""57""}",享受产假员工数 人 2024年 57,llm_no_match:享受产假员工数属于人力资源福利执行类指标，Core ESG Schema 中无对应 field_key；虽与员工相关，但未在 S 类别中定义产假相关字段（如 maternity_leave_count 等），不属于现有标准字段。,0.3
page_49_right.png,报告后记-治理绩效,,享受产假返岗率,%,2024,2024年,100,100,"{""2024年"": ""100""}",享受产假返岗率 % 2024年 100,llm_no_match:享受产假返岗率属于人力资源管理中的特定福利执行效果指标，Core ESG Schema 中无对应 field_key；虽与员工相关，但未在 S 类指标中定义（如无 aliases 包含‘产假返岗’‘返岗率’等），且不属于女性员工比例、培训覆盖率、流失率等已有字段。,0.3
page_49_right.png,报告后记-治理绩效,,职代会审议通过项目数,项,2024,2024年,3,3,"{""2024年"": ""3""}",职代会审议通过项目数 项 2024年 3,llm_no_match:职代会审议通过项目数属于公司治理过程性活动指标，Core ESG Schema 中无对应 field_key（如董事会会议次数、股东大会次数等已定义，但职代会相关指标未纳入）。,0.25
page_49_right.png,报告后记-治理绩效,,工会审议通过项目数,项,2024,2024年,3,3,"{""2024年"": ""3""}",工会审议通过项目数 项 2024年 3,llm_no_match:工会审议通过项目数属于公司治理过程性活动指标，Core ESG Schema 中无对应 field_key；治理类字段聚焦于董事会、股东会、反腐败、举报等法定/国际通行治理结构与合规议题，不涵盖工会内部审议事项。,0.25
page_49_right.png,报告后记-治理绩效,,工会会员占在职员工的比例,%,2024,2024年,21,21,"{""2024年"": ""21""}",工会会员占在职员工的比例 % 2024年 21,llm_no_match:工会会员占比属于公司治理中的员工组织建设范畴，但 Core ESG Schema 中无对应 field_key（如无 'union_membership_rate' 或类似字段），且未在 aliases 中覆盖。该指标不属于 G 类现有字段（如 board_size、independent_director_ratio 等），也不属于 S 类现有员工结构或权益类指标（如 female_employee_ratio、social_insurance_coverage_rate 等）。因此不匹配。,0.3
page_49_right.png,员工雇佣-社会绩效,,30-40岁（含30岁，不含40岁）员工数,人,2024,2024年,526,526,"{""2024年"": ""526""}",30-40岁（含30岁，不含40岁）员工数 人 2024年 526,llm_no_match:Core ESG Schema 中仅定义了 30岁以下、30至50岁、50岁以上三类年龄分段员工人数，未包含 '30-40岁（含30岁，不含40岁）' 这一精细分段，不属于标准 field_key。,0.3
page_49_right.png,员工雇佣-社会绩效,,40-50岁（含40岁，不含50岁）员工数,人,2024,2024年,181,181,"{""2024年"": ""181""}",40-50岁（含40岁，不含50岁）员工数 人 2024年 181,llm_no_match:Core ESG Schema 中无针对 '40-50岁（含40岁，不含50岁）员工数' 的精确匹配字段；已有年龄分段字段仅覆盖 '30岁以下'、'30至50岁'、'50岁以上'，而本指标为闭开区间（40≤age<50），与 'employees_30_to_50'（30至50岁，通常理解为包含两端）在边界定义上不一致，且 Schema 未提供更细粒度的年龄分段字段，故无法可靠匹配。,0.3
page_49_right.png,员工雇佣-社会绩效,,高级管理层员工数,人,2024,2024年,9,9,"{""2024年"": ""9""}",高级管理层员工数 人 2024年 9,llm_no_match:高级管理层员工数未在 Core ESG Schema 中定义；Schema 中仅有女性管理层比例（female_management_ratio），但无‘高级管理层员工总数’或类似通用字段。该指标属于公司治理或内部管理细化数据，不属于标准 ESG 核心字段。,0.3
page_49_right.png,员工雇佣-社会绩效,,中级管理层员工数,人,2024,2024年,47,47,"{""2024年"": ""47""}",中级管理层员工数 人 2024年 47,llm_no_match:中级管理层员工数未在 Core ESG Schema 中定义；Schema 中仅包含女性管理层比例（female_management_ratio），不包含管理层人数或分级管理层人数指标。,0.3
page_49_right.png,员工雇佣-社会绩效,,其他员工数,人,2024,2024年,855,855,"{""2024年"": ""855""}",其他员工数 人 2024年 855,llm_no_match:“其他员工数”未在 Core ESG Schema 中定义，不属于标准员工结构分类（如男女、年龄、民族等），也无对应别名或语义映射，属于自定义或非标分类指标。,0.25
page_50.png,按教育程度划分员工数,按教育程度划分员工数,博士,人,2024,2024年,1,1,"{""2024年"": ""1""}",按教育程度划分员工数 博士 人 2024年 1,llm_no_match:按教育程度划分的员工数（如博士）属于人力资源结构细分指标，Core ESG Schema 中无对应 field_key；虽有员工总数、性别、年龄、培训等字段，但无教育程度相关字段。,0.25
page_50.png,按教育程度划分员工数,按教育程度划分员工数,硕士,人,2024,2024年,78,78,"{""2024年"": ""78""}",按教育程度划分员工数 硕士 人 2024年 78,llm_no_match:按教育程度划分的员工数（如硕士）不属于 Core ESG Schema 中定义的任何 field_key；Schema 中无教育程度相关字段，该指标属于人力资源结构细分，未被纳入标准ESG披露核心指标。,0.25
page_50.png,按教育程度划分员工数,按教育程度划分员工数,本科,人,2024,2024年,594,594,"{""2024年"": ""594""}",按教育程度划分员工数 本科 人 2024年 594,llm_no_match:按教育程度划分的员工数（如‘本科’）属于人力资源结构细分指标，Core ESG Schema 中无对应 field_key；虽有员工总数、性别、年龄、培训等字段，但无教育程度相关字段。,0.3
page_50.png,按教育程度划分员工数,按教育程度划分员工数,大专,人,2024,2024年,215,215,"{""2024年"": ""215""}",按教育程度划分员工数 大专 人 2024年 215,llm_no_match:按教育程度划分的员工数（如‘大专’）属于人力资源结构细分指标，Core ESG Schema 中无对应 field_key；Schema 中仅包含员工总数、性别、年龄、培训、健康、社保等维度，未涵盖学历/教育程度分类。,0.25
page_50.png,按教育程度划分员工数,按教育程度划分员工数,高中及以下,人,2024,2024年,23,23,"{""2024年"": ""23""}",按教育程度划分员工数 高中及以下 人 2024年 23,llm_no_match:按教育程度划分的员工数（如‘高中及以下’）属于人力资源结构细分指标，Core ESG Schema 中未定义任何教育程度相关字段，不属于标准 ESG 指标。,0.2
