page_image,table_title,topic,metric_name,unit,values,evidence_text,reason
page_38.png,风险类型与应对措施表,,市场需求变化风险,,,市场需求变化风险 消费者对绿色环保产品的偏好日益增强，未来，公司若不能满足产品需求，可能面临市场需求下降，市场份额缩小的风险。 中、长期 开发和推广环保、低碳的产品，满足市场对可持续发展的需求。加强品牌宣传，提升消费者对环保产品的认知和接受度，增强公司的市场竞争力。,no_schema_match
page_38.png,机遇类型与应对措施表,能源来源,,,,能源来源 从长期来看，提升能效将作为运营带来直接的成本节约，并为限制全球排放做出贡献。 降低运营成本，实现降本增效。 采取措施来优化设备和流程，减少能源浪费，并推动员工参与节能减排行动。,no_schema_match
page_38.png,机遇类型与应对措施表,产品与服务,,,,产品与服务 随着清洁能源、节能技术等快速发展，若公司在未来5-8年不能及时跟进技术革新，可能导致产品和服务落后，失去市场竞争力。 通过满足客户对低排放产品与服务的需求从而增加公司营收。 加快低碳转型，积极参与低碳建设；减少包装材料，采用可降解材料。,no_schema_match
page_39.png,废水排放量,,化学需氧量,吨,{'2024年': '59.25'},化学需氧量 吨 2024年 59.25,no_schema_match
page_39.png,废水排放量,,氨氮,吨,{'2024年': '30.00'},氨氮 吨 2024年 30.00,no_schema_match
page_39.png,废水排放量,,废水排放强度,吨/万元营收,{'2024年': '0.508'},废水排放强度 吨/万元营收 2024年 0.508,no_schema_match
page_39.png,污水排放污染物浓度,,化学需氧量,吨,{'2024年': '2.27'},化学需氧量 吨 2024年 2.27,no_schema_match
page_39.png,污水排放污染物浓度,,氨氮,吨,{'2024年': '0.0317'},氨氮 吨 2024年 0.0317,no_schema_match
page_40.png,量化数据绩效表-废气管理,,颗粒物,吨,{'2024年': '1.30'},颗粒物 吨 2024年 1.30,no_schema_match
page_40.png,量化数据绩效表-废气管理,,二氧化硫,吨,{'2024年': '0.11'},二氧化硫 吨 2024年 0.11,no_schema_match
page_40.png,量化数据绩效表-废气管理,,氮氧化物,吨,{'2024年': '0.66'},氮氧化物 吨 2024年 0.66,no_schema_match
page_40.png,量化数据绩效表-废气管理,,挥发性有机物,吨,{'2024年': '2.17'},挥发性有机物 吨 2024年 2.17,no_schema_match
page_40.png,量化数据绩效表-废弃物管理,,一般固体废物,吨,{'2024年': '547.46'},一般固体废物 吨 2024年 547.46,rejected_by_schema_validator:required_keyword_missing; original_reason=fuzzy_alias_match:0.92:一般固体废弃物
page_40.png,量化数据绩效表-废弃物管理,,一般废物产生强度,吨/万元营收,{'2024年': '0.001'},一般废物产生强度 吨/万元营收 2024年 0.001,no_schema_match
page_40.png,量化数据绩效表-废弃物管理,,危废废物产生强度,吨/万元营收,{'2024年': '0.0007'},危废废物产生强度 吨/万元营收 2024年 0.0007,intensity_or_per_capita_not_total_field; original_reason=heuristic_hazardous_waste
page_41.png,环保培训绩效表,环保培训,开展环保培训次数,次,{'2024年': '4'},环保培训 开展环保培训次数 次 2024年 4,no_schema_match
page_41.png,环保培训绩效表,环保培训,参与人次,人次,{'2024年': '1310'},环保培训 参与人次 人次 2024年 1310,no_schema_match
page_65.png,关键绩效-经济绩效,,资产总额,亿元,"{'2023年': '155.90', '2024年': '155.26'}",资产总额 亿元 2023年 155.90 2024年 155.26,business_performance_not_core_esg
page_65.png,关键绩效-经济绩效,,营业收入,亿元,"{'2023年': '103.12', '2024年': '100.21'}",营业收入 亿元 2023年 103.12 2024年 100.21,business_performance_not_core_esg
page_65.png,关键绩效-经济绩效,,所有者权益,亿元,"{'2023年': '77.20', '2024年': '79.83'}",所有者权益 亿元 2023年 77.20 2024年 79.83,no_schema_match
page_65.png,关键绩效-经济绩效,,利润总额,亿元,"{'2023年': '7.39', '2024年': '7.96'}",利润总额 亿元 2023年 7.39 2024年 7.96,business_performance_not_core_esg
page_65.png,关键绩效-科创绩效,,研发投入比上年同期增长,%,"{'2023年': '10.49', '2024年': '-1.64'}",研发投入比上年同期增长 % 2023年 10.49 2024年 -1.64,rejected_by_schema_validator:unit_type_mismatch:money; original_reason=alias_match:研发投入
page_65.png,关键绩效-科创绩效,,研发投入总额占营业收入比例,%,"{'2023年': '4.43', '2024年': '4.35'}",研发投入总额占营业收入比例 % 2023年 4.43 2024年 4.35,business_performance_not_core_esg
page_65.png,关键绩效-科创绩效,,研发人员占员工总人数的比例,%,"{'2023年': '13.8', '2024年': '13.73'}",研发人员占员工总人数的比例 % 2023年 13.8 2024年 13.73,rejected_by_schema_validator:unit_type_mismatch:person_count; original_reason=heuristic_total_employees
page_65.png,关键绩效-科创绩效,,技术创新项目,项,"{'2023年': '384', '2024年': '130'}",技术创新项目 项 2023年 384 2024年 130,no_schema_match
page_65.png,关键绩效-科创绩效,,累计有效专利,项,"{'2023年': '2390', '2024年': '2436'}",累计有效专利 项 2023年 2390 2024年 2436,no_schema_match
page_65.png,关键绩效-科创绩效,,累计专利授权数,项,"{'2023年': '3580', '2024年': '3778'}",累计专利授权数 项 2023年 3580 2024年 3778,no_schema_match
page_65.png,关键绩效-科创绩效,,累计发明专利授权数,项,"{'2023年': '310', '2024年': '220'}",累计发明专利授权数 项 2023年 310 2024年 220,no_schema_match
page_65.png,关键绩效-科创绩效,,累计发明专利授权数,项,"{'2023年': '285', '2024年': '283'}",累计发明专利授权数 项 2023年 285 2024年 283,no_schema_match
page_65.png,关键绩效-科创绩效,,发明专利申请数,项,"{'2023年': '87', '2024年': '76'}",发明专利申请数 项 2023年 87 2024年 76,no_schema_match
page_65.png,关键绩效-科创绩效,,已获发明专利授权数,项,"{'2023年': '26', '2024年': '26'}",已获发明专利授权数 项 2023年 26 2024年 26,rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_authorized_patents_new
page_65.png,关键绩效-科创绩效,,累计软件著作权,项,"{'2023年': '274', '2024年': '360'}",累计软件著作权 项 2023年 274 2024年 360,no_schema_match
page_65.png,关键绩效-科创绩效,,已获软件著作权,项,"{'2023年': '70', '2024年': '89'}",已获软件著作权 项 2023年 70 2024年 89,no_schema_match
page_65.png,关键绩效-科创绩效,,累计起草国家标准,项,"{'2023年': '37', '2024年': '42'}",累计起草国家标准 项 2023年 37 2024年 42,no_schema_match
page_65.png,关键绩效-科创绩效,,累计起草行业标准,项,"{'2023年': '89', '2024年': '89'}",累计起草行业标准 项 2023年 89 2024年 89,no_schema_match
page_65.png,关键绩效-社会绩效,,劳动合同签订率,%,"{'2023年': '100', '2024年': '100'}",劳动合同签订率 % 2023年 100 2024年 100,no_schema_match
page_65.png,关键绩效-社会绩效,,员工投诉事件总数,件,"{'2023年': '0', '2024年': '0'}",员工投诉事件总数 件 2023年 0 2024年 0,no_schema_match
page_65.png,关键绩效-社会绩效,,社会招聘,人,"{'2023年': '558', '2024年': '560'}",社会招聘 人 2023年 558 2024年 560,no_schema_match
page_65.png,关键绩效-社会绩效,,校园招聘,人,"{'2023年': '197', '2024年': '194'}",校园招聘 人 2023年 197 2024年 194,no_schema_match
page_65.png,关键绩效-社会绩效,,离职员工数量,人,"{'2023年': '715', '2024年': '675'}",离职员工数量 人 2023年 715 2024年 675,no_schema_match
page_65.png,关键绩效-社会绩效,,其中本科及以上,人,"{'2023年': '2674', '2024年': '3705'}",其中本科及以上 人 2023年 2674 2024年 3705,no_schema_match
page_65.png,关键绩效-社会绩效,,其中本科以下,人,"{'2023年': '5535', '2024年': '4429'}",其中本科以下 人 2023年 5535 2024年 4429,no_schema_match
page_65.png,关键绩效-社会绩效,,其中30岁及以下的员工总数,人,"{'2023年': '3078', '2024年': '2993'}",其中30岁及以下的员工总数 人 2023年 3078 2024年 2993,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工总数
page_65.png,关键绩效-社会绩效,,其中31-50岁的员工总数,人,"{'2023年': '4523', '2024年': '4650'}",其中31-50岁的员工总数 人 2023年 4523 2024年 4650,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工总数
page_65.png,关键绩效-社会绩效,,其中50岁及以上的员工总数,人,"{'2023年': '608', '2024年': '492'}",其中50岁及以上的员工总数 人 2023年 608 2024年 492,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工总数
page_65.png,关键绩效-社会绩效,,其中汉族,人,"{'2023年': '8014', '2024年': '8023'}",其中汉族 人 2023年 8014 2024年 8023,no_schema_match
page_65.png,关键绩效-社会绩效,,其中少数民族,人,"{'2023年': '195', '2024年': '112'}",其中少数民族 人 2023年 195 2024年 112,no_schema_match
page_65.png,关键绩效-社会绩效,,员工培训场次,场次,"{'2023年': '353', '2024年': '334'}",员工培训场次 场次 2023年 353 2024年 334,no_schema_match
page_65.png,关键绩效-社会绩效,,员工培训时间,小时,"{'2023年': '4243', '2024年': '3506'}",员工培训时间 小时 2023年 4243 2024年 3506,no_schema_match
page_65.png,关键绩效-社会绩效,,员工培训总投入,万元,"{'2023年': '205.2', '2024年': '144.4'}",员工培训总投入 万元 2023年 205.2 2024年 144.4,no_schema_match
page_65.png,关键绩效-社会绩效,,人均带薪年休假天数,天,"{'2023年': '8.28', '2024年': '7.65'}",人均带薪年休假天数 天 2023年 8.28 2024年 7.65,no_schema_match
page_65.png,关键绩效-社会绩效,,女员工教育培训场次,场次,"{'2023年': '4', '2024年': '5'}",女员工教育培训场次 场次 2023年 4 2024年 5,no_schema_match
page_65.png,关键绩效-社会绩效,,女员工教育培训参与人次,人次,"{'2023年': '440', '2024年': '435'}",女员工教育培训参与人次 人次 2023年 440 2024年 435,no_schema_match
page_65.png,关键绩效-社会绩效,,女员工教育培训时长,小时,"{'2023年': '6', '2024年': '10'}",女员工教育培训时长 小时 2023年 6 2024年 10,no_schema_match
page_65.png,关键绩效-社会绩效,,工会入会率,%,"{'2023年': '100', '2024年': '100'}",工会入会率 % 2023年 100 2024年 100,no_schema_match
page_66.png,社会绩效,,平等协商会议落实员工代表提案数量,个,"{'2023年': '72', '2024年': '64'}",平等协商会议落实员工代表提案数量 个 2023年 72 2024年 64,no_schema_match
page_66.png,社会绩效,,新招职业病人员,人,"{'2023年': '0', '2024年': '0'}",新招职业病人员 人 2023年 0 2024年 0,no_schema_match
page_66.png,社会绩效,,疑似职业病人员,人,"{'2023年': '0', '2024年': '0'}",疑似职业病人员 人 2023年 0 2024年 0,no_schema_match
page_66.png,社会绩效,,工伤保险覆盖率,%,"{'2023年': '100', '2024年': '100'}",工伤保险覆盖率 % 2023年 100 2024年 100,no_schema_match
page_66.png,社会绩效,,重大安全隐患,次,"{'2023年': '0', '2024年': '0'}",重大安全隐患 次 2023年 0 2024年 0,no_schema_match
page_66.png,社会绩效,,重大安全事故,件,"{'2023年': '0', '2024年': '0'}",重大安全事故 件 2023年 0 2024年 0,no_schema_match
page_66.png,社会绩效,,安全检查次数,场次,"{'2023年': '387', '2024年': '346'}",安全检查次数 场次 2023年 387 2024年 346,no_schema_match
page_66.png,社会绩效,,安全培训覆盖率,%,"{'2023年': '100', '2024年': '100'}",安全培训覆盖率 % 2023年 100 2024年 100,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:培训覆盖率
page_66.png,社会绩效,,安全培训场次,场次,"{'2023年': '12', '2024年': '16'}",安全培训场次 场次 2023年 12 2024年 16,no_schema_match
page_66.png,社会绩效,,安全培训参与人次,人次,"{'2023年': '5851', '2024年': '17600'}",安全培训参与人次 人次 2023年 5851 2024年 17600,no_schema_match
page_66.png,社会绩效,,安全应急参与人次,人次,"{'2023年': '4762', '2024年': '6965'}",安全应急参与人次 人次 2023年 4762 2024年 6965,no_schema_match
page_66.png,社会绩效,,乡村振兴投入(预计),万元,"{'2023年': '148.48', '2024年': '199.14'}",乡村振兴投入(预计) 万元 2023年 148.48 2024年 199.14,no_schema_match
page_66.png,社会绩效,,乡村振兴投入,万元,"{'2023年': '25.75', '2024年': '50.66'}",乡村振兴投入 万元 2023年 25.75 2024年 50.66,no_schema_match
page_66.png,社会绩效,,青年志愿者人数,人,"{'2023年': '350', '2024年': '382'}",青年志愿者人数 人 2023年 350 2024年 382,no_schema_match
page_66.png,社会绩效,,青年志愿者活动时长,小时,"{'2023年': '860', '2024年': '1242'}",青年志愿者活动时长 小时 2023年 860 2024年 1242,no_schema_match
page_66.png,社会绩效,,青年志愿者活动参与人次,人次,"{'2023年': '422', '2024年': '540'}",青年志愿者活动参与人次 人次 2023年 422 2024年 540,no_schema_match
page_66.png,社会绩效,,青年志愿者活动场次,场次,"{'2023年': '12', '2024年': '15'}",青年志愿者活动场次 场次 2023年 12 2024年 15,no_schema_match
page_66.png,社会绩效,,供应商数量,家,"{'2023年': '994', '2024年': '1004'}",供应商数量 家 2023年 994 2024年 1004,no_schema_match
page_66.png,社会绩效,,供应商评价覆盖率,%,"{'2023年': '100', '2024年': '100'}",供应商评价覆盖率 % 2023年 100 2024年 100,no_schema_match
page_66.png,社会绩效,,开展供应商培训次数,次,"{'2023年': '/', '2024年': '2'}",开展供应商培训次数 次 2023年 / 2024年 2,no_schema_match
page_66.png,社会绩效,,帮扶困难员工总投入,万元,"{'2023年': '/', '2024年': '18.2'}",帮扶困难员工总投入 万元 2023年 / 2024年 18.2,no_schema_match
page_66.png,社会绩效,,百万营收团队员工帮扶人数,人/百万营收,"{'2023年': '/', '2024年': '0.035'}",百万营收团队员工帮扶人数 人/百万营收 2023年 / 2024年 0.035,no_schema_match
page_66.png,治理绩效-业绩说明会,,业绩说明会,次,"{'2023年': '3', '2024年': '4'}",业绩说明会 次 2023年 3 2024年 4,no_schema_match
page_66.png,治理绩效-业绩说明会,,接听投资者热线,次,"{'2023年': '600余', '2024年': '700余'}",接听投资者热线 次 2023年 600余 2024年 700余,no_schema_match
page_66.png,治理绩效-业绩说明会,,回复投资者邮件,封,"{'2023年': '30余', '2024年': '20余'}",回复投资者邮件 封 2023年 30余 2024年 20余,no_schema_match
page_66.png,治理绩效-业绩说明会,,回复e互动,条,"{'2023年': '20', '2024年': '33'}",回复e互动 条 2023年 20 2024年 33,no_schema_match
page_66.png,治理绩效-业绩说明会,,e互动回复率,%,"{'2023年': '100', '2024年': '100'}",e互动回复率 % 2023年 100 2024年 100,no_schema_match
page_66.png,治理绩效-环境绩效,,分布式光伏发电装机容量,MW,"{'2023年': '8.2', '2024年': '9.76'}",分布式光伏发电装机容量 MW 2023年 8.2 2024年 9.76,no_schema_match
page_66.png,治理绩效-环境绩效,,分布式清洁能源发电量,兆瓦时,"{'2023年': '6405.81', '2024年': '11290.93'}",分布式清洁能源发电量 兆瓦时 2023年 6405.81 2024年 11290.93,no_schema_match
page_66.png,治理绩效-环境绩效,,分布式清洁能源使用量,兆瓦时,"{'2023年': '4738.99', '2024年': '6984.88'}",分布式清洁能源使用量 兆瓦时 2023年 4738.99 2024年 6984.88,no_schema_match
page_66.png,治理绩效-环境绩效,,国家电网电量,兆瓦时,"{'2023年': '17086.31', '2024年': '23043.35'}",国家电网电量 兆瓦时 2023年 17086.31 2024年 23043.35,no_schema_match
page_66.png,治理绩效-环境绩效,,汽油,吨,"{'2023年': '27.35', '2024年': '86.97'}",汽油 吨 2023年 27.35 2024年 86.97,no_schema_match
page_66.png,治理绩效-环境绩效,,清洁能源占比,%,"{'2023年': '21.7', '2024年': '23.3'}",清洁能源占比 % 2023年 21.7 2024年 23.3,no_schema_match
page_66.png,治理绩效-环境绩效,,二氧化碳当量,吨,"{'2023年': '1874.0', '2024年': '2674.96'}",二氧化碳当量 吨 2023年 1874.0 2024年 2674.96,no_schema_match
page_66.png,治理绩效-环境绩效,,二氧化硫当量,吨,"{'2023年': '11683.60', '2024年': '19066.22'}",二氧化硫当量 吨 2023年 11683.60 2024年 19066.22,no_schema_match
page_66.png,治理绩效-环境绩效,,二氧化氮当量,吨,"{'2023年': '13557.60', '2024年': '17741.19'}",二氧化氮当量 吨 2023年 13557.60 2024年 17741.19,no_schema_match
page_66.png,治理绩效-环境绩效,,报告期内发生突发环境事件,件,"{'2023年': '0', '2024年': '0'}",报告期内发生突发环境事件 件 2023年 0 2024年 0,no_schema_match
page_66.png,治理绩效-环境绩效,,污染排放达标情况,%,"{'2023年': '100', '2024年': '100'}",污染排放达标情况 % 2023年 100 2024年 100,no_schema_match
page_66.png,治理绩效-环境绩效,,二氧化硫,吨,"{'2023年': '0.138', '2024年': '0.11'}",二氧化硫 吨 2023年 0.138 2024年 0.11,no_schema_match
page_66.png,治理绩效-环境绩效,,氮氧化物,吨,"{'2023年': '0.304', '2024年': '0.66'}",氮氧化物 吨 2023年 0.304 2024年 0.66,no_schema_match
page_66.png,治理绩效-环境绩效,,颗粒物,吨,"{'2023年': '0.176', '2024年': '1.30'}",颗粒物 吨 2023年 0.176 2024年 1.30,no_schema_match
page_66.png,治理绩效-环境绩效,,挥发性有机物,吨,"{'2023年': '1.561', '2024年': '2.17'}",挥发性有机物 吨 2023年 1.561 2024年 2.17,no_schema_match
page_66.png,治理绩效-治理绩效,,董事会审议及通过议案数量,项,"{'2023年': '60', '2024年': '38'}",董事会审议及通过议案数量 项 2023年 60 2024年 38,no_schema_match
page_66.png,治理绩效-治理绩效,,股东大会审议及通过的议案数量,项,"{'2023年': '17', '2024年': '11'}",股东大会审议及通过的议案数量 项 2023年 17 2024年 11,no_schema_match
page_66.png,治理绩效-治理绩效,,发布各类公告,份,"{'2023年': '86', '2024年': '49'}",发布各类公告 份 2023年 86 2024年 49,no_schema_match
page_66.png,治理绩效-治理绩效,,其中定期报告,份,"{'2023年': '4', '2024年': '4'}",其中定期报告 份 2023年 4 2024年 4,no_schema_match
page_66.png,治理绩效-治理绩效,,其中临时公告,份,"{'2023年': '82', '2024年': '45'}",其中临时公告 份 2023年 82 2024年 45,no_schema_match
page_67.png,环境绩效,,化学需氧量排放量,吨,{'2024年': '6.116'},化学需氧量排放量 吨 2024年 6.116,no_schema_match
page_67.png,环境绩效,,废水排放强度,吨/万元营收,{'2024年': '0.594'},废水排放强度 吨/万元营收 2024年 0.594,no_schema_match
page_67.png,环境绩效,,氨氮排放量,吨,{'2024年': '3.709'},氨氮排放量 吨 2024年 3.709,no_schema_match
page_67.png,环境绩效,,一般固体废物产生量,吨,{'2024年': '453'},一般固体废物产生量 吨 2024年 453,no_schema_match
page_67.png,环境绩效,,一般固体废物产生强度,吨/万元营收,{'2024年': '0.001'},一般固体废物产生强度 吨/万元营收 2024年 0.001,no_schema_match
page_67.png,环境绩效,,危险废物产生强度,吨/万元营收,{'2024年': '0.006'},危险废物产生强度 吨/万元营收 2024年 0.006,intensity_or_per_capita_not_total_field; original_reason=heuristic_hazardous_waste
page_67.png,环境绩效,,排污许可执行报告完成情况,%,{'2024年': '100'},排污许可执行报告完成情况 % 2024年 100,no_schema_match
page_67.png,环境绩效,,耗水量,吨/万元营收,{'2024年': '0.594'},耗水量 吨/万元营收 2024年 0.594,intensity_or_per_capita_not_total_field; original_reason=heuristic_water_ocr_correction
page_67.png,环境绩效,,环保相关培训场次,场,{'2024年': '10余'},环保相关培训场次 场 2024年 10余,no_schema_match
page_67.png,环境绩效,,环保相关培训参与人次,人次,{'2024年': '2300余'},环保相关培训参与人次 人次 2024年 2300余,no_schema_match
page_67.png,环境绩效,,环保内审总参与人次,人次,{'2024年': '46'},环保内审总参与人次 人次 2024年 46,no_schema_match
