field_key,field_name_cn,category,status,value,unit,year,source_route,confidence,citation_review_status,citation_review_reasons,citation_chunk_id,citation_page_number,citation_rank,citation_hybrid_score,citation_evidence_text,citation_text_excerpt
environmental_penalty_count,环境违规或处罚事件数量,E,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p51_90,51,1,0.01639344,"例 因违反职业健康与安全法律法规而受到处罚的事件数 人 人 人 % 件 总计 5,474 0 9,065 100 0 华海药业举办第 个安全月活动 25 报告期内，华海药业危化品生产企业安全责任险覆盖率为100%，共计投入32.78 万元。 2024年度企业社会责任报告 浙江华海药业股份有限公司 97 98 | CSR 管理 | 规范治理 | 稳健运营 | 环境保护 | 人才发展 | 社会贡献|","例 因违反职业健康与安全法律法规而受到处罚的事件数 人 人 人 % 件 总计 5,474 0 9,065 100 0 华海药业举办第 个安全月活动 25 报告期内，华海药业危化品生产企业安全责任险覆盖率为100%，共计投入32.78 万元。 2024年度企业社会责任报告 浙江华海药业股份有限公司 97 98 | CSR 管理 | 规范治理 | 稳健运营 | 环境保护 | 人才发展 | 社会贡献|"
total_employees,员工总数,S,extracted,9065,人,2024,route_a_appendix_table,0.93,auto_cited,,table_page_58,58,1,,"应对气候变化 员工总人数 人 9,065","应对气候变化 员工总人数 人 9,065"
male_employees,男性员工人数,S,extracted,5341,人,2024,route_a_appendix_table,0.92,auto_cited,,table_page_58,58,1,,"应对气候变化 男性员工人数 人 5,341","应对气候变化 男性员工人数 人 5,341"
female_employees,女性员工人数,S,extracted,3724,人,2024,route_a_appendix_table,0.92,auto_cited,,table_page_58,58,1,,"应对气候变化 女性员工人数 人 3,724","应对气候变化 女性员工人数 人 3,724"
female_employee_ratio,女性员工比例,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p41_75,41,1,0.01612903,"行为合法合规。2024年，华海药业录用人员中最小年龄为18周岁。 公司员工总数为 人 9,065 % 其中博士占比 1.5 % 硕士占比 9.9 % 本科占比 32.6 余人 其中海外高层次人才 100 拥有海外员工数量近 人 200 员工分布/ 按性别 3,724 5,341 女性 男性 员工分布/ 按年龄 2,808 6,257 40岁及以上 40岁以下 华海药业始终坚持“员工是华海最宝贵的财富”的员工理念，深入实施“人才强企”政策，不断完善人才规划、助力员工发展、 保障员工健康，持续提升员工的归属感与满意度，赋能员工与企业共同成长。 少数民族员工 人 273 % 占比 3 2024年度企业社会责任报告 浙江华海药业股份有限公司 77 78 | CSR 管理 | 规范治理 | 稳健运营 | 环境保护 | 人才发展 | 社会贡献|","行为合法合规。2024年，华海药业录用人员中最小年龄为18周岁。 公司员工总数为 人 9,065 % 其中博士占比 1.5 % 硕士占比 9.9 % 本科占比 32.6 余人 其中海外高层次人才 100 拥有海外员工数量近 人 200 员工分布/ 按性别 3,724 5,341 女性 男性 员工分布/ 按年龄 2,808 6,257 40岁及以上 40岁以下 华海药业始终坚持“员工是华海最宝贵的财富”的员工理念，深入实施“人才强企”政..."
employee_turnover_rate,员工流失率,S,extracted,16.02,%,2024,route_a_appendix_table,0.9500000000000001,auto_cited,,table_page_58,58,1,,应对气候变化 员工流失率 % 16.02,应对气候变化 员工流失率 % 16.02
training_total_hours,员工培训总时长,S,extracted,766921,小时,2024,route_a_appendix_table,0.9500000000000001,auto_cited,,table_page_58,58,1,,"应对气候变化 员工接受培训总时长 小时 766,921","应对气候变化 员工接受培训总时长 小时 766,921"
training_hours_per_employee,人均培训时长,S,extracted,1,小时,2024,route_b2_quant_text_rag,0.95,auto_cited,,p59_102,59,5,-0.00360656,员工人均接受反商业贿赂及反贪污培训时长：1小时/ 人,议题 披露项 单位 总计 违反产品和服务有关法律法规的事件数 因违反产品和服务有关法律法规而受到的罚款总额 接获关于产品及服务的投诉总数 接获关于产品及服务的投诉处理率 累计纳入国家医保的产品 客户满意度调查结果 供应商总数 中国内地地区的供应商数 港澳台及海外地区的供应商数 接受环境、劳工、道德等方面评估的供应商数 公益捐赠金额 员工接受反商业贿赂及反贪污培训的总时长 员工人均接受反商业贿赂及反贪污培训时长 接受反商业贿赂及反贪污培...
training_coverage_rate,员工培训覆盖率,S,extracted,100,%,2024,route_a_appendix_table,0.97,auto_cited,,table_page_58,58,1,,应对气候变化 员工培训覆盖率 % 100,应对气候变化 员工培训覆盖率 % 100
social_security_coverage,社会保险覆盖率,S,extracted,100,%,2024,route_a_appendix_table,0.92,auto_cited,,table_page_58,58,1,,应对气候变化 社会保险覆盖率 % 100,应对气候变化 社会保险覆盖率 % 100
employee_medical_checkup_coverage,员工体检覆盖率,S,extracted,100,%,2024,route_a_appendix_table,0.9,auto_cited,,table_page_58,58,1,,应对气候变化 员工体检覆盖率 % 100,应对气候变化 员工体检覆盖率 % 100
trained_employees_count,受训员工人数,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p45_81,45,1,0.01612903,"案例 开办“华海迎新季”新员工训练营 7月，华海药业为300名来自全国各地的新员工举办主题为“华章初启，百川入海”的2024新员工训练营活动。公 司通过“总裁大讲堂”分享华海创业故事，向新员工传承华海精神、共筑百年梦想；通过课程培训为新员工传递 知识与华海文化，素质拓展帮助新人快速融入华海团队；用“文化打卡”的方式帮助新员工认识公司各部门，提 升自豪感与归属感。我们通过多种形式的培训与交流，让新华海人带着对未来职业生涯的美好愿望，体会华海 药业的责任与担当。 员工培训绩效 披露项 单位 接受培训的员工总人数 接受培训的女性员工人数 接受培训的男性员工人数 员工培训覆盖率 员工接受培训总时长 女性员工接受培训的总时长 男性员工接受培训的总时长 员工接受培训平均时长 人 人 人 % 小时 小时 小时 小时 总计 9,065 3,724 5,341 100 766,921 307,520 459,401 85 晋升体系 华海药业致力于建立公平公正、透明畅通的员工晋升和发展通道。根据公司战略发展需要，公司建立了规范的岗位职级管 理体系，鼓励员工不断通过岗位实践及公司的培训培养，提升岗位胜任力...",案例 开办“华海迎新季”新员工训练营 7月，华海药业为300名来自全国各地的新员工举办主题为“华章初启，百川入海”的2024新员工训练营活动。公 司通过“总裁大讲堂”分享华海创业故事，向新员工传承华海精神、共筑百年梦想；通过课程培训为新员工传递 知识与华海文化，素质拓展帮助新人快速融入华海团队；用“文化打卡”的方式帮助新员工认识公司各部门，提 升自豪感与归属感。我们通过多种形式的培训与交流，让新华海人带着对未来职业生涯的美好愿望，体会...
safety_accident_count,安全生产事故数量,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p51_89,51,1,0.08039344,安全事故的发生，公司修订了隐患排查治理管理制度。 报告期内，公司开展特种设备专项检查、承包商专项检查、月度EHS综合检查、劳动纪律突击检查等多层次安全检查和隐患 排查大比武活动，形成隐患清单，及时消除事故隐患，筑牢安全防线，确保安全生产。报告期内公司隐患整改落实率为 100%，未发生重大生产安全事故。 为积极响应全国“安全生产月”活动，切实加强公司的安全生产管理工作、进一步提升全体员工的安全意识与 应急避险能力、提高安全文化水平、促进公司的安全文化建设、保障安全生产持续稳定发展，华海药业开展以 “安全知识人人学、应急技能个个练”为主题的第25个“安全生产月”活动。 本次“安全生产月”活动突破了时间跨度的限制，将原本为期一个月的安全生产月活动延长至半年，旨在通过 延长安全生产基础知识的学习和事故体会分享的时间，增加隐患排查大比武的活动场次，更深入地普及安全 生产知识，提升各单位的安全管理水平，构建更加牢固的安全生产防线。 职业健康体检 公司按照法定要求定期开展职业病危害因素监测工作，每年组织职业健康体检，持续健全员工健康监护档案，做好员工健 康的守护人。 2024年，公司对新入职员工全...,安全事故的发生，公司修订了隐患排查治理管理制度。 报告期内，公司开展特种设备专项检查、承包商专项检查、月度EHS综合检查、劳动纪律突击检查等多层次安全检查和隐患 排查大比武活动，形成隐患清单，及时消除事故隐患，筑牢安全防线，确保安全生产。报告期内公司隐患整改落实率为 100%，未发生重大生产安全事故。 为积极响应全国“安全生产月”活动，切实加强公司的安全生产管理工作、进一步提升全体员工的安全意识与 应急避险能力、提高安全文化水平、促进...
occupational_health_safety_investment,安全生产投入,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p51_90,51,1,0.17639344,"例 因违反职业健康与安全法律法规而受到处罚的事件数 人 人 人 % 件 总计 5,474 0 9,065 100 0 华海药业举办第 个安全月活动 25 报告期内，华海药业危化品生产企业安全责任险覆盖率为100%，共计投入32.78 万元。 2024年度企业社会责任报告 浙江华海药业股份有限公司 97 98 | CSR 管理 | 规范治理 | 稳健运营 | 环境保护 | 人才发展 | 社会贡献|","例 因违反职业健康与安全法律法规而受到处罚的事件数 人 人 人 % 件 总计 5,474 0 9,065 100 0 华海药业举办第 个安全月活动 25 报告期内，华海药业危化品生产企业安全责任险覆盖率为100%，共计投入32.78 万元。 2024年度企业社会责任报告 浙江华海药业股份有限公司 97 98 | CSR 管理 | 规范治理 | 稳健运营 | 环境保护 | 人才发展 | 社会贡献|"
safety_emergency_drill_count,安全应急演练次数,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p28_50,28,1,0.13492537,产品召回机制 为确保已上市销售且存在安全隐患的药品、原料药或中间体能够及时被召回，华海药业遵循《中华人民共和国药品管 理法》《药品召回管理办法》《中华人民共和国药品管理法实施条例》等法律法规，建立了全面的产品召回管理程序， 并结合法规的最新要求不断优化该程序，通过明确药品召回的标准操作流程和责任分工，实现药品召回的及时性和准 确性。 为确保现行产品召回程序的有效性和召回响应的及时性，公司每年组织模拟召回演练。通过演练，公司系统地验证了 现有召回机制的执行效果，并最终确认了现行程序的有效性以及团队应对召回的能力符合要求。2024 年度，公司未发 生产品召回事件。 负责任营销 为确保营销活动的合法合规，公司严格遵循《中华人民共和国广告法》《医疗广告管理办法》《药品广告审查办法》《关 于在药品广告中规范使用药品名称的通知》等法律法规，以进一步明确公司在负责任营销方面的基本原则。 召回类型划分 主动召回：公司通过信息收集分析和调查评估，并根据事件的严重程度，在没有官方强制要求的前 提下主动对存在缺陷的药品进行召回。 责令召回：药品监督管理部门通过调查评估，认为存在潜在缺陷药品或药品召回执行不...,产品召回机制 为确保已上市销售且存在安全隐患的药品、原料药或中间体能够及时被召回，华海药业遵循《中华人民共和国药品管 理法》《药品召回管理办法》《中华人民共和国药品管理法实施条例》等法律法规，建立了全面的产品召回管理程序， 并结合法规的最新要求不断优化该程序，通过明确药品召回的标准操作流程和责任分工，实现药品召回的及时性和准 确性。 为确保现行产品召回程序的有效性和召回响应的及时性，公司每年组织模拟召回演练。通过演练，公司系统地验证了...
lost_work_days_due_to_injury,因工伤损失工作日数,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p32_56,32,1,0.01587302,"气候变化作为当今社会的重大挑战，关系到全人类的生存，世界各国与企业亟需携手合作，推动低碳转型，减缓全球变暖。 华海药业积极应对气候变化，响应《巴黎协定》号召，持续探索实现可持续发展的方针政策，减少生产经营活动对环境 的影响，主动承担社会与环境责任，共同守护地球。 4.1 应对气候变化 气候风险识别 风险类型 气候相关风险 对公司的潜在影响 物理风险 转型风险 气候变化可能造成极端天气增多,对公司建筑、生产设备、药材等造 成影响;洪水、台风对员工安全构成危害;极端天气可能导致供应链及 药品运输中断,影响原材料供应和产品交付的稳定性。 台风、洪水等极 端天气频发 急性风险 在国家“双碳”战略背景下，要求公司加快绿色低碳转型，短期增加公 司运营成本，药材供应链和可持续采购的要求也更严格。 公司生产活动导致的环境合规问题可能致使公司面临来自投资者、 客户的潜在诉讼风险。 欧盟碳边境调节机制（CBAM）等海外监管政策未来若扩大适用范 围，华海出口至海外的药品可能面临碳关税成本上升的压力。 为应对气候变化，公司加大对可再生能源的使用；加大节能技术投 入，运营成本上升。 应对气候变化 的政策和监管...","气候变化作为当今社会的重大挑战，关系到全人类的生存，世界各国与企业亟需携手合作，推动低碳转型，减缓全球变暖。 华海药业积极应对气候变化，响应《巴黎协定》号召，持续探索实现可持续发展的方针政策，减少生产经营活动对环境 的影响，主动承担社会与环境责任，共同守护地球。 4.1 应对气候变化 气候风险识别 风险类型 气候相关风险 对公司的潜在影响 物理风险 转型风险 气候变化可能造成极端天气增多,对公司建筑、生产设备、药材等造 成影响;洪水、..."
r_and_d_personnel_count,研发人员数量,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p24_41,24,1,0.015625,2024 年新增专利申请数量 2024 年新增授权数量 累计专利授权数量 科技伦理 华海药业构建了“合规治理+ 创新责任”的双轮驱动体系，形成了覆盖研发、生产、市场全链条的伦理管理框架，建立了“守 正利民、责任为本”的科技伦理价值观。报告期内，公司未涉及科技伦理相关争议问题。 受试者权益保护 华海药业高度重视临床试验的合规性与道德伦理，尊重和保护每一位受试者的合法权益。我们遵循人用药品技术要求 国际协调理事会（ICH）指导原则、药物临床质量管理规范（GCP）和《世界医学大会赫尔辛基宣言》，保证我们的临 床试验开展符合所在地法规和道德伦理的要求。 在临床试验实施期间，公司以保护受试者的权益和安全以及数据的真实可靠为前提，严格按照临床试验方案执行项目 操作。为了加强本公司员工的临床试验伦理道德意识和相关技能，公司定期开展法规培训，提高员工合规意识。同时， 对于违规行为员工可通过公司设立的举报渠道进行举报。 实验动物保护 华海药业高度重视动物实验安全和伦理审查，严格遵循《中华人民共和国动物防疫法》 《中华人民共和国野生动物保护法》 《实验动物管理条例》《关于善待实验动物的指导性意见》等法律...,2024 年新增专利申请数量 2024 年新增授权数量 累计专利授权数量 科技伦理 华海药业构建了“合规治理+ 创新责任”的双轮驱动体系，形成了覆盖研发、生产、市场全链条的伦理管理框架，建立了“守 正利民、责任为本”的科技伦理价值观。报告期内，公司未涉及科技伦理相关争议问题。 受试者权益保护 华海药业高度重视临床试验的合规性与道德伦理，尊重和保护每一位受试者的合法权益。我们遵循人用药品技术要求 国际协调理事会（ICH）指导原则、药物临...
r_and_d_expense,研发投入金额,S,extracted,120000,元,2024,route_b2_quant_text_rag,0.95,needs_review,source_page_mismatch,p7_9,7,1,0.015625,2024年，公司研发投入总计12.00亿元，同比增长2.61%。,（阿达 木单抗注射液）上市许可申请获 NMPA受理。 ★华奥泰CEO朱向阳博士和CSO 占一帆博士，凭借在生物药研发领 域的杰出贡献，共同入选上海市浦 东新区2024年“明珠计划”，并荣 获浦东新区“明珠领军人才”称号。 12月 2024年 ★制剂产品利格列汀二甲双胍片 (II)、甲氨蝶呤注射液获NMPA批准 上市。 11月 2024年 2024年度企业社会责任报告 浙江华海药业股份有限公司 09 10 | 总裁致辞 | 关于华海 |...
public_welfare_investment,公益投入金额,S,extracted,895.69,万元,2024,route_b2_quant_text_rag,0.77,auto_cited,,p56_98,56,1,0.07587302,2024年，公司合计对外捐赠895.69万元，广泛支持慈善、教育、乡村振兴等领域。,120万元，成为临海 慈善总会的创始单位之一。2024年，公司合计对外捐赠895.69万元，广泛支持慈善、教育、乡村振兴等领域。 案例 觅我所爱，传递大爱｜海纳文化艺术节之“觅动华海”跳蚤公益场 2024年9月19-23日，华海药业举办海纳文化艺术节之“觅动华海”跳蚤公益场活动，用真心、真情、真意搭建了 一条绿色、循环、公益的“爱心链”。活动中，华海人纷纷拿出家中闲置物品进行义卖与拍卖，并将义卖和拍卖 所得款项捐赠出来，购置图书，用于...
board_size,董事会人数,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p16_25,16,1,0.08612903,要求。 •定期组织全体员工参加持续培训，开展多元化培训和日常宣传，筑牢抵御风险和拒腐防变的防线，不断增 强员工的合规意识和风险应对能力。 监督与审查 •成立专门的廉政管理委员会，成员由公司高层领导、人力资源管理中心、总裁办公室、法务部、审计部等 部门专业人员组成，下设廉政管理办公室，负责对公司各部门的业务活动进行定期和不定期的监督审查。 •与当地检察机关、公安机关合作开设“警检企联络办公室”，多方合力监督，修筑反腐防线。 举报与调查行动 •设立专门的举报渠道，包括举报邮箱、举报电话、举报网上平台等，并向全体员工和外部合作伙伴公开。 对举报人信息严格保密，对任何打击报复举报人的行为予以严厉惩处。 •建立高效的举报受理和调查机制，一旦收到有效举报信息，廉政管理办公室将情况上报廉政管理委员会立 即启动调查程序。调查过程严格遵循公正、公平、合法的原则，确保调查结果真实可靠。 •根据调查结果，对违规行为进行严肃处理，涉及违法犯罪的，及时移交司法机关处理。同时，将处理结果 在公司内部进行通报，以起到警示作用。 披露项 单位 总计 员工接受反商业贿赂及反贪污培训的总时长 员工人均接受反商业贿赂及反...,要求。 •定期组织全体员工参加持续培训，开展多元化培训和日常宣传，筑牢抵御风险和拒腐防变的防线，不断增 强员工的合规意识和风险应对能力。 监督与审查 •成立专门的廉政管理委员会，成员由公司高层领导、人力资源管理中心、总裁办公室、法务部、审计部等 部门专业人员组成，下设廉政管理办公室，负责对公司各部门的业务活动进行定期和不定期的监督审查。 •与当地检察机关、公安机关合作开设“警检企联络办公室”，多方合力监督，修筑反腐防线。 举报与调查行...
independent_directors,独立董事人数,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p12_16,12,1,0.01639344,完善的公司治理对企业的长期可持续发展至关重要。华海药业始终遵守国家相关法律法规，在确保廉洁、合规经营的基 础上，不断提升公司治理水平，致力于建立以诚信为本、法治为纲、公开透明的治理机制，从而维护各方的合法权益， 树立企业良好形象，并为公司长远发展奠定坚实的基础。 2.1 完善公司治理 治理架构 华海药业严格遵照《中华人民共和国公司法》《中华人民共和国证券法》《上市公司治理准则》《上海证券交易所股票上 市规则》等相关的法律法规和规范性文件要求，建立了权责透明、职能齐备、相互制衡的公司法人治理结构，并制定了 符合公司发展要求的各项规章制度，以保障公司合规有序经营。公司严格按照《公司章程》赋予股东大会、董事会、监 事会及管理层相应职责、权利及义务，有效实施公司治理。 董事会下设发展战略委员会、人力资源委员会、审计委员会，各委员会各司其职并制订了相应的实施细则，明确了职权 范围，强化了董事会的决策职能，为公司发展做出科学决策提供强有力的支持。 三会治理 监事会 人力资源委员会 发展战略委员会 审计委员会 股东大会 董事会 股东大会是公司最高权力机 构。公司严格依照《中华人 民共和国公司法》《...,完善的公司治理对企业的长期可持续发展至关重要。华海药业始终遵守国家相关法律法规，在确保廉洁、合规经营的基 础上，不断提升公司治理水平，致力于建立以诚信为本、法治为纲、公开透明的治理机制，从而维护各方的合法权益， 树立企业良好形象，并为公司长远发展奠定坚实的基础。 2.1 完善公司治理 治理架构 华海药业严格遵照《中华人民共和国公司法》《中华人民共和国证券法》《上市公司治理准则》《上海证券交易所股票上 市规则》等相关的法律法规和规范性文...
independent_director_ratio,独立董事比例,G,extracted,33.33,%,2024,route_b2_quant_text_rag,0.95,auto_cited,,p13_18,13,1,0.08639344,"董事会独立董事占比
非独立董事
67%
董事
独立董事
33%",董事会多元化 规范信息披露 多元化的董事会组成对于公司有效应对不断变化的商业环境、保障各利益相关方的权益至关重要。在选举董事会成员时， 我们从专业背景、专业经验以及服务任期等多个维度进行全面考量，严禁任何形式的歧视，确保选举流程的公平与公正。 华海药业持续推进董事会多元化，确保董事会决策的科学性和有效性。目前，公司共有9 名董事，其中3 名为独立董事。 独立董事积极参与公司重大经营决策，对公司重要事项发表独立公允意见，为公司完善治理结...
