page_image,table_title,topic,metric_name,unit,values,evidence_text,reason
page_51_right.png,员工构成情况,,行政,人,{'2024': '487'},按专业划分员工数 行政 人 2024 487,llm_no_match:行政（人员）属于按职能划分的员工子类，Core ESG Schema 中无对应 field_key；仅支持总员工数、性别、年龄、管理层等标准人口统计维度，不包含行政、技术、销售等职能分类。
page_51_right.png,员工构成情况,,员工中30岁以下占比,%,{'2024': '31.11'},员工中30岁以下占比 % 2024 31.11,rejected_by_schema_validator:unit_type_mismatch:person_count; original_reason=llm_match:员工中30岁以下占比虽含'占比'，但指标名称核心语义为30岁以下员工的结构性比例，而Core Schema中employees_under_30定义为人数（value_type: number），单位为人；此处单位为%，且语义为比例，与employees_under_30不一致。需重新检查：Core Schema中无'30岁以下员工比例'字段，仅有employees_under_30（人数）、employees_30_to_50（人数）、employees_over_50（人数）等人数类字段，无对应比例类字段。因此该指标实际应匹配female_employee_ratio等同类比例字段，但Schema中未定义'employees_under_30_ratio'或类似field_key。故无法匹配。
page_51_right.png,员工构成情况,,员工中30～50岁占比,%,{'2024': '61.77'},员工中30～50岁占比 % 2024 61.77,llm_no_match:Core ESG Schema 中无‘30～50岁员工占比’字段，仅有按年龄段划分的员工人数（如 employees_30_to_50），但该指标为比例（%），且 schema 中未定义任何年龄段员工比例字段。
page_51_right.png,员工构成情况,,员工中50岁以上占比,%,{'2024': '7.12'},员工中50岁以上占比 % 2024 7.12,rejected_by_schema_validator:unit_type_mismatch:person_count; original_reason=llm_match:员工中50岁以上占比对应的是50岁以上员工人数，但该指标名称明确为'占比'，而employees_over_50定义为人数（value_type: number），单位应为'人'；此处单位为'%'且语义为比例，实际应匹配employees_over_50_ratio。但Core ESG Schema中无employees_over_50_ratio字段，仅有employees_over_50（人数）、female_employee_ratio（比例）等分层比例字段。经核查Schema，不存在'50岁以上员工比例'字段，因此不能匹配employees_over_50。重新判断：'员工中50岁以上占比'是比例指标，Schema中仅定义了female_employee_ratio、female_management_ratio、employee_turnover_rate、training_coverage_rate等少数比例类S类指标，未定义年龄结构比例类指标如50岁以上员工比例。故该指标不在Core ESG Schema中。
page_51_right.png,员工构成情况,,国内员工占比,%,{'2024': '78.94'},国内员工占比 % 2024 78.94,llm_no_match:国内员工占比不属于 Core ESG Schema 中任何 field_key；Schema 中无国籍/地域维度的员工结构指标（如国内/海外员工占比），仅包含性别、年龄、民族等人口统计学维度。
page_51_right.png,员工构成情况,,国外员工占比,%,{'2024': '21.06'},国外员工占比 % 2024 21.06,llm_no_match:国外员工占比未在 Core ESG Schema 中定义，无对应 field_key；Schema 中仅包含性别、年龄、民族等人口结构维度，不涵盖国籍/地域分布。
page_51_right.png,合规雇佣,,正式员工劳动合同签订率,%,{'2024': '100'},正式员工劳动合同签订率 % 2024 100,llm_no_match:劳动合同签订率属于劳动关系合规性指标，Core ESG Schema 中无对应 field_key（如无 'labor_contract_compliance_rate' 或类似字段），且未在任何 aliases 中出现。
page_51_right.png,合规雇佣,,雇用童工事件数,宗,{'2024': '0'},雇用童工事件数 宗 2024 0,llm_no_match:雇用童工事件数属于劳工权益与合规风险类指标，但 Core ESG Schema 中未定义对应 field_key（如无 child_labor_cases、forced_labor_cases 等字段），且不属于现有 S 类或 G 类任何 alias 覆盖范围。
page_51_right.png,合规雇佣,,劳工歧视事件数,宗,{'2024': '0'},劳工歧视事件数 宗 2024 0,llm_no_match:劳工歧视事件数未在 Core ESG Schema 中定义，无对应 field_key；Schema 中虽有社会类指标（如投诉、工伤、性别比例等），但无‘劳工歧视事件’相关别名或语义映射。
page_53.png,量化数据绩效表-员工培训,员工,开展员工培训,次,"{'2024年': '3,665'}","员工开展员工培训 次 2024年 3,665",llm_no_match:‘开展员工培训’是活动描述，非量化指标名称；Core ESG Schema 中对应培训的字段需明确指向培训时长、人次、覆盖率、费用等具体可量化维度，而本行无明确指标语义，仅含动作动词‘开展’，无法唯一映射至 training_total_hours、trained_employees_count 等任一 field_key。
page_53.png,量化数据绩效表-员工培训,员工,员工培训参与人次,人次,"{'2024年': '99,794'}","员工员工培训参与人次 人次 2024年 99,794",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:员工培训参与人次与 trained_employees_count 的中文名'受训员工人数或人次'及别名'培训总人次''受训员工人次'完全匹配，单位'人次'也一致。
page_53_right.png,员工培训绩效表,员工,开展员工培训,次,"{'2024年': '3,665'}","员工 开展员工培训 次 2024年 3,665",llm_no_match:‘开展员工培训’是活动描述，非量化指标名称；Core ESG Schema 中对应的是培训相关量化指标（如 training_total_hours、trained_employees_count 等），但本行无明确指向具体量化维度（如时长、人次、覆盖率等），且单位‘次’未在任何培训类 field_key 的 unit_examples 中出现，无法唯一、可靠匹配。
page_53_right.png,员工培训绩效表,员工,员工培训参与人次,人次,"{'2024年': '99,794'}","员工 员工培训参与人次 人次 2024年 99,794",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:员工培训参与人次与 trained_employees_count 的别名 '培训总人次'、'受训员工人次' 高度一致，单位 '人次' 匹配，且属于 S 类社会维度指标。
page_55.png,员工满意度改善流程,员工满意度,报告期内员工满意度,%,{'2024年': '82.8%'},员工满意度 报告期内员工满意度 % 2024年 82.8%,llm_no_match:员工满意度未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准指标；Schema 中无任何 aliases 或 field_key 对应满意度类指标。
page_55.png,员工满意度改善流程,员工满意度,操作类员工满意度,%,{'2024年': '79%'},员工满意度 操作类员工满意度 % 2024年 79%,llm_no_match:员工满意度（含操作类员工满意度）未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准指标；客户满意度、员工满意度等主观体验类指标不在当前 Schema 覆盖范围内。
page_55.png,员工满意度改善流程,员工满意度,满意度同比提高,%,{'2024年': '4%'},员工满意度 满意度同比提高 % 2024年 4%,llm_no_match:员工满意度属于公司治理或人力资源管理中的软性绩效指标，Core ESG Schema 中无对应 field_key（如无 'employee_satisfaction' 或类似字段），且明确规则指出客户满意度等若未在 Schema 中则 matched=false。
page_55.png,员工满意度改善流程,员工满意度,满意度同比提高,%,{'2024年': '5%'},员工满意度 满意度同比提高 % 2024年 5%,llm_no_match:员工满意度属于公司治理或人力资源管理中的软性绩效指标，Core ESG Schema 中无对应 field_key（如无 'employee_satisfaction' 或类似字段），且明确规则指出客户满意度等若未在 Schema 中则 matched=false。
page_55_left.png,员工满意度改善流程,报告期内,职员满意度,%,{'2024年': '82.8%'},报告期内 职员满意度 % 2024年 82.8%,llm_no_match:职员满意度不属于 Core ESG Schema 中的任何 field_key；Core Schema 中无员工满意度、客户满意度、党建活动、绿色融资等衍生类主观评价指标。
page_55_left.png,员工满意度改善流程,报告期内,满意度同比提高,%,{'2024年': '4%'},报告期内 满意度同比提高 % 2024年 4%,llm_no_match:该指标为‘满意度同比提高’，属于客户满意度类指标，Core ESG Schema 中无对应 field_key；且规则明确指出客户满意度等若未在 Schema 中定义，应 matched=false。
page_55_left.png,员工满意度改善流程,报告期内,操作类员工满意度,%,{'2024年': '79%'},报告期内 操作类员工满意度 % 2024年 79%,llm_no_match:员工满意度（包括操作类员工满意度）未在 Core ESG Schema 中定义，不属于环境（E）、社会（S）或治理（G）类标准指标；Core Schema 中无任何与‘满意度’相关的 field_key。
page_55_left.png,员工满意度改善流程,报告期内,满意度同比提高,%,{'2024年': '5%'},报告期内 满意度同比提高 % 2024年 5%,llm_no_match:该指标为‘满意度同比提高’，属于客户满意度类指标，Core ESG Schema 中无对应 field_key；且规则明确指出客户满意度等若未在 Schema 中定义，应 matched=false。
page_56.png,公益总投入,,公益总投入,万元,{'2024年': '155.5'},公益总投入 万元 2024年 155.5,llm_no_match:公益总投入属于社会责任类非标准指标，Core ESG Schema 中无对应 field_key（如无 'social_contribution' 或 'philanthropy_investment' 等字段），且不属于已定义的 S 类标准化指标（如培训投入、环保投入等）。
page_56_right.png,公益投入情况,,公益总投入,万元,{'2024年': '155.5'},报告期间 公益总投入 万元 2024年 155.5,llm_no_match:公益总投入属于社会责任类非标准化支出指标，Core ESG Schema 中无对应 field_key（如 environmental_investment 仅限环保投入，不涵盖广义公益）；该指标未在 aliases 中出现，且不属于 E/S/G 任一标准字段。
page_57.png,关键绩效表-经济绩效,,资产总额,万元,"{'2022年': '1,516,156.50', '2023年': '1,809,425.85', '2024年': '1,794,136.10'}","资产总额 万元 2022年 1,516,156.50 2023年 1,809,425.85 2024年 1,794,136.10",business_performance_not_core_esg
page_57.png,关键绩效表-经济绩效,,营业收入,万元,"{'2022年': '1,093,014.37', '2023年': '1,128,822.41', '2024年': '1,211,340.81'}","营业收入 万元 2022年 1,093,014.37 2023年 1,128,822.41 2024年 1,211,340.81",business_performance_not_core_esg
page_57.png,关键绩效表-经济绩效,,营业收入增长率,%,"{'2022年': '9.11', '2023年': '3.28', '2024年': '7.31'}",营业收入增长率 % 2022年 9.11 2023年 3.28 2024年 7.31,business_performance_not_core_esg
page_57.png,关键绩效表-经济绩效,,归母净利润,万元,"{'2022年': '42,709.23', '2023年': '63,026.37', '2024年': '88,754.91'}","归母净利润 万元 2022年 42,709.23 2023年 63,026.37 2024年 88,754.91",business_performance_not_core_esg
page_57.png,关键绩效表-经济绩效,,归母净利润增长率,%,"{'2022年': '70.57', '2023年': '47.57', '2024年': '40.82'}",归母净利润增长率 % 2022年 70.57 2023年 47.57 2024年 40.82,business_performance_not_core_esg
page_57.png,关键绩效表-经济绩效,,每股收益,元/股,"{'2022年': '0.18', '2023年': '0.26', '2024年': '0.37'}",每股收益 元/股 2022年 0.18 2023年 0.26 2024年 0.37,llm_no_match:该指标属于经营绩效或公司财务指标，不属于 Core ESG Schema。
page_57.png,治理绩效,,董事会讨论企业社会责任议题的次数,次/年,"{'2022年': '1', '2023年': '1', '2024年': '1'}",董事会讨论企业社会责任议题的次数 次/年 2022年 1 2023年 1 2024年 1,llm_no_match:董事会讨论企业社会责任议题的次数在 Core ESG Schema 中无对应 field_key；Schema 中虽有董事会相关指标（如 board_meetings、board_size），但未涵盖议题讨论频次这一具体治理实践维度，且该指标不属于 G 类现有字段的语义覆盖范围。
page_57.png,治理绩效,,当年传达给董事会重要议题数量,件,"{'2022年': '7', '2023年': '7', '2024年': '8'}",当年传达给董事会重要议题数量 件 2022年 7 2023年 7 2024年 8,llm_no_match:该指标描述的是公司内部治理流程中向董事会传达议题的数量，Core ESG Schema 中无对应字段（如董事会会议次数、独立董事比例等均不涵盖‘传达议题数量’），不属于环境、社会或治理标准指标。
page_57.png,治理绩效,,监事会会议召开次数,次,"{'2022年': '8', '2023年': '7', '2024年': '9'}",监事会会议召开次数 次 2022年 8 2023年 7 2024年 9,llm_no_match:监事会会议召开次数不属于 Core ESG Schema 中的任何 field_key；Core Schema 中仅包含董事会、股东大会、反腐败培训、举报等治理相关指标，未涵盖监事会会议。
page_57_right.png,经济绩效,,资产总额,万元,"{'2022年': '1,516,156.50', '2023年': '1,609,425.85', '2024年': '1,794,136.10'}","资产总额 万元 2022年 1,516,156.50 2023年 1,609,425.85 2024年 1,794,136.10",business_performance_not_core_esg
page_57_right.png,经济绩效,,营业收入,万元,"{'2022年': '1,093,014.37', '2023年': '1,128,822.41', '2024年': '1,211,340.81'}","营业收入 万元 2022年 1,093,014.37 2023年 1,128,822.41 2024年 1,211,340.81",business_performance_not_core_esg
page_57_right.png,经济绩效,,营业收入增长率,%,"{'2022年': '9.11', '2023年': '3.28', '2024年': '7.31'}",营业收入增长率 % 2022年 9.11 2023年 3.28 2024年 7.31,business_performance_not_core_esg
page_57_right.png,经济绩效,,归母净利润,万元,"{'2022年': '42,709.23', '2023年': '63,026.37', '2024年': '88,754.91'}","归母净利润 万元 2022年 42,709.23 2023年 63,026.37 2024年 88,754.91",business_performance_not_core_esg
page_57_right.png,经济绩效,,归母净利润增长率,%,"{'2022年': '70.57', '2023年': '47.57', '2024年': '40.82'}",归母净利润增长率 % 2022年 70.57 2023年 47.57 2024年 40.82,business_performance_not_core_esg
page_57_right.png,经济绩效,,每股收益,元/股,"{'2022年': '0.18', '2023年': '0.26', '2024年': '0.37'}",每股收益 元/股 2022年 0.18 2023年 0.26 2024年 0.37,llm_no_match:每股收益属于财务绩效指标，Core ESG Schema 中无对应字段，且明确排除经营绩效类指标。
page_57_right.png,治理绩效,,董事会讨论企业社会责任议题的次数,次/年,"{'2022年': '1', '2023年': '1', '2024年': '1'}",董事会讨论企业社会责任议题的次数 次/年 2022年 1 2023年 1 2024年 1,llm_no_match:董事会讨论企业社会责任议题的次数属于公司治理过程性活动指标，Core ESG Schema 中无对应 field_key；board_meetings 仅指董事会会议总次数，不特指讨论ESG/CSR议题的次数，且无相关别名覆盖该语义。
page_57_right.png,治理绩效,,当年传达给董事会重要实质议题总数,件,"{'2022年': '7', '2023年': '7', '2024年': '8'}",当年传达给董事会重要实质议题总数 件 2022年 7 2023年 7 2024年 8,llm_no_match:该指标描述的是公司治理过程中向董事会传达重要实质议题的数量，Core ESG Schema 中无对应 field_key（如 board_meetings、board_size 等均不涵盖议题传达数量），不属于已定义的 G 类或其他类别指标。
page_57_right.png,治理绩效,,监事会会议召开次数,次,"{'2022年': '8', '2023年': '7', '2024年': '9'}",监事会会议召开次数 次 2022年 8 2023年 7 2024年 9,llm_no_match:监事会会议召开次数属于公司治理（G）范畴，但 Core ESG Schema 中未定义该字段；Schema 中仅有董事会会议次数（board_meetings）和股东大会会议次数（shareholder_meetings），无监事会相关 field_key。
page_58.png,信息披露,,披露公告及文件数量,份,"{'2022年': '155', '2023年': '168', '2024年': '205'}",披露公告及文件数量 份 2022年 155 2023年 168 2024年 205,llm_no_match:披露公告及文件数量属于公司治理透明度或信息披露工作量的衍生指标，Core ESG Schema 中无对应 field_key；董事会会议次数、股东大会次数等治理活动频次类指标存在，但‘披露公告及文件数量’未被列为任何 alias，且不属于 G 类标准字段。
page_58.png,信息披露,,因信息披露违规而受到处罚次数,次,"{'2022年': '0', '2023年': '0', '2024年': '0'}",因信息披露违规而受到处罚次数 次 2022年 0 2023年 0 2024年 0,llm_no_match:因信息披露违规而受到处罚次数属于公司治理中的合规监管类事件，但 Core ESG Schema 中无对应 field_key；'confirmed_corruption_cases'、'whistleblowing_cases'、'environmental_violation_cases' 均指向腐败、举报或环境违规，不涵盖信息披露违规这一特定证券监管范畴。该指标未在 Core Schema 的 aliases 或语义范围内出现，故不匹配。
page_58.png,信息披露,,利用内幕信息从事内幕交易事件,件,"{'2022年': '0', '2023年': '0', '2024年': '0'}",利用内幕信息从事内幕交易事件 件 2022年 0 2023年 0 2024年 0,llm_no_match:利用内幕信息从事内幕交易事件属于公司治理中的合规或法律风险事件，但 Core ESG Schema 中无对应 field_key（如未定义 'insider_trading_cases' 或类似字段），且该指标未在提供的 aliases 中出现，不属于现有 G 类字段（如 confirmed_corruption_cases 指向腐败，whistleblowing_cases 指向举报，但内幕交易不等同于腐败或一般举报事件）。因此不匹配。
page_58.png,投关管理,,接待投资有调示,次,"{'2022年': '1', '2023年': '4', '2024年': '1'}",接待投资有调示 次 2022年 1 2023年 4 2024年 1,llm_no_match:指标名称'接待投资有调示'语义不清，疑似OCR识别错误或非标准表述，且内容指向投资者关系活动（如接待调研），Core ESG Schema中无对应字段；经营类、党建类、投资者教育类指标均不纳入Core Schema。
page_58.png,投关管理,,召开业绩说明会,次,"{'2022年': '2', '2023年': '2', '2024年': '2'}",召开业绩说明会 次 2022年 2 2023年 2 2024年 2,llm_no_match:召开业绩说明会属于公司治理透明度或投资者关系活动，Core ESG Schema 中无对应 field_key；董事会会议、股东大会等有明确定义，但业绩说明会不在其中。
page_58.png,投关管理,,在互动易平台回复投资者问题,次,"{'2022年': '124', '2023年': '113', '2024年': '102'}",在互动易平台回复投资者问题 次 2022年 124 2023年 113 2024年 102,llm_no_match:该指标描述投资者关系互动行为，属于公司治理实践中的非标准化操作类活动，Core ESG Schema 中无对应 field_key（如未包含 'investor_engagement'、'investor_relations_responses' 等字段），且不属于 G 类已定义指标（如董事会会议、股东大会、反腐败培训等）。
page_58.png,投关管理,,在互动易平台投资者问答回复率,%,"{'2022年': '100', '2023年': '99.12', '2024年': '100'}",在互动易平台投资者问答回复率 % 2022年 100 2023年 99.12 2024年 100,llm_no_match:该指标属于投资者关系管理类特色指标，Core ESG Schema 中无对应字段（如无 'investor_engagement_response_rate' 或类似字段），且不涉及环境、社会或治理核心实质性议题的标准化度量。
page_58.png,商业道德,,组织反腐败政策和程序传达给管治机构成员的总数,个,"{'2022年': '15', '2023年': '13', '2024年': '13'}",组织反腐败政策和程序传达给管治机构成员的总数 个 2022年 15 2023年 13 2024年 13,llm_no_match:该指标描述的是反腐败政策传达给管治机构成员的数量，Core ESG Schema 中无对应字段（如 policy_communication_to_governance、governance_training_coverage 等未被定义），且不属于已列的 G 类指标（如 board_meetings、anti_corruption_training_sessions 等均指培训或会议行为本身，而非政策传达‘总数’这一抽象计数）。不满足任何 field_key 的 aliases 或语义匹配。
page_58.png,商业道德,,管治机构成员接受反腐教育和程序百分比,%,"{'2022年': '100', '2023年': '100', '2024年': '100'}",管治机构成员接受反腐教育和程序百分比 % 2022年 100 2023年 100 2024年 100,llm_no_match:该指标描述的是管治机构成员接受反腐教育的覆盖率，Core ESG Schema 中无对应字段；'anti_corruption_training_coverage_rate' 或类似名称未在 schema 中定义，现有反腐败相关字段仅包括培训次数、参与人次、总时长及腐败事件数量，不包含‘接受教育的百分比’这一覆盖率指标。
